AlbumSave_UI.msbt
AlbumSave_Top_Help	請選擇想要儲存到相簿的照片。
EV_Mot_Sp_P130_03	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P131_02	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P132_01	牠們很要好地在睡覺呢。
EV_Mot_Sp_P132_02	牠是在使出放電保護大家嗎？
EV_Mot_Sp_P132_03	火山的寶可夢們正聚集在一起呢。
EV_Mot_Sp_P132_04	牠們像是很要好地在散步呢。
EV_Mot_Sp_P133_01	這真是雜技般的飛行呢。
EV_Mot_Sp_P133_02	牠們是在互爭地盤吧。
EV_Mot_Sp_P134_01	牠好像正在打噴嚏呢。
EV_Mot_Sp_P134_02	看來是袋獸救了牠呢。
EV_Mot_Sp_P135_01	牠正在以驚人的氣勢挖洞呢。
EV_Mot_Sp_P135_02	牠剛好衝了出來呢！
EV_Mot_Sp_P135_03	牠正好猛烈地衝了出來呢。
EV_Mot_Sp_P135_04	牠好像失去平衡了呢。
EV_Mot_Sp_P136_01	牠們是在互爭地盤吧。
EV_Mot_Sp_P136_02	牠們是在互爭地盤吧。
EV_Mot_Sp_P137_01	牠們是在互爭地盤吧。
EV_Mot_Sp_P137_02	牠翻了個倒栽蔥呢！
EV_Mot_Sp_P138_01	牠正跑在水面上呢！
EV_Mot_Sp_P138_02	牠好像是在做日光浴呢。
EV_Mot_Sp_P138_03	看來牠使出了拋物面充電，讓自己活力充沛呢。
EV_Mot_Sp_P139_01	牠是在模仿鬃岩狼人嗎？
EV_Mot_Sp_P139_02	牠看起來很睏呢。
EV_Mot_Sp_P140_01	牠看起來心情很好呢。
EV_Mot_Sp_P140_02	是有什麼事讓牠不開心嗎？
EV_Mot_Sp_P140_03	牠正在用沙子洗澡嗎？
EV_Mot_Sp_P140_04	牠看起來好像有點寂寞呢。
EV_Mot_Sp_P141_01	牠就像是顆流星呢！
EV_Mot_Sp_P141_02	牠正要上昇到高空去吧。
EV_Mot_Sp_P141_03	牠正華麗地在空中飛來飛去呢。
EV_Mot_Sp_P141_04	牠正華麗地在空中飛來飛去呢。
EV_Mot_Sp_P143_02	牠好像是被什麼給嚇到了呢。
EV_Mot_Sp_P143_03	牠們可能是在玩追逐遊戲喔。
EV_Mot_Sp_P143_04	牠們很要好地在跳舞呢。
EV_Mot_Sp_P144_01	看來牠正在挖雪前進呢。
EV_Mot_Sp_P144_02	牠正在攀壁呢。
EV_Mot_Sp_P145_02	牠們像是很要好地在玩耍呢。
EV_Mot_Sp_P146_01	牠們可能是在玩追逐遊戲喔。
EV_Mot_Sp_P146_02	牠正在磨爪子啊。
EV_Mot_Sp_P146_03	牠是在威嚇{[0a00|ffcd0200604f0200b359]}嗎？
EV_Mot_Sp_P147_01	牠們像是很要好地在玩耍呢。
EV_Mot_Sp_P147_02	牠好像很舒服地在跳躍呢。
EV_Mot_Sp_P148_01	牠們很要好地在跳舞呢。
EV_Mot_Sp_P148_02	牠好像專注地在祈想著什麼事呢。
EV_Mot_Sp_P149_01	牠們正在互相威嚇呢。
EV_Mot_Sp_P149_02	牠正在跳舞啊。
EV_Mot_Sp_P150_01	牠正在跳舞啊。
EV_Mot_Sp_P150_02	牠好像很吃驚呢。
EV_Mot_Sp_P150_05	因為牠長得像棵樹，所以被用來磨爪子嗎？
EV_Mot_Sp_P151_02	看樣子牠挖到溫泉了呢。
EV_Mot_Sp_P151_03	牠好像是在找什麼呢。
EV_Mot_Sp_P151_04	牠好像是挖到了食物呢。
EV_Mot_Sp_P152_01	牠是在發禮物嗎？
EV_Mot_Sp_P152_02	看來牠正在把食物囤積在尾巴裡呢。
EV_Mot_Sp_P153_01	這真是雜技般的飛行呢。
EV_Mot_Sp_P153_02	牠的翅膀好像比平時更加閃耀呢。
EV_Mot_Sp_P154_01	牠正在操控著冰呢！
EV_Mot_Sp_P155_01	牠使出了長嚎，是在通知夥伴什麼嗎？
EV_Mot_Sp_P155_02	牠們可能是在玩追逐遊戲喔。
EV_Mot_Sp_P156_01	牠看起來非常放鬆呢。
EV_Mot_Sp_P156_02	牠正在雪裡睡覺呢。
EV_Mot_Sp_P157_01	牠們很要好地依偎在一起睡覺呢。
EV_Mot_Sp_P157_02	牠裹著一層冰之鎧甲呢。
EV_Mot_Sp_P158_01	牠們像是很要好地在玩耍呢。
EV_Mot_Sp_P158_02	看來溫泉讓牠很放鬆呢。
EV_Mot_Sp_P159_01	牠是在炫耀自己的寶物嗎？
EV_Mot_Sp_P159_02	牠是在追鯉魚王嗎？
EV_Mot_Sp_P160_01	牠正在喝水呢。
EV_Mot_Sp_P160_02	牠是因為有戒心，所以才沒吃下去嗎？
EV_Mot_Sp_P161_01	牠是使出了暴風雪在威嚇{[0a00|ffcd0200604f0200b359]}嗎？
EV_Mot_Sp_P161_02	牠是在威嚇嗎？
EV_Mot_Sp_P162_01	牠是在找碴嗎？
EV_Mot_Sp_P162_02	牠被雪困住了嗎？
EV_Mot_Sp_P162_03	牠是在從爪痕讀取訊息嗎？
EV_Mot_Sp_P163_01	牠們很要好地依偎在一起睡覺呢。
EV_Mot_Sp_P163_02	牠降下的暴風雪就像是花瓣一樣地在飛舞呢。
EV_Mot_Sp_P163_03	牠正在翩翩起舞呢。
EV_Mot_Sp_P163_04	牠正在觀賞冰凍的收藏品嗎？
EV_Mot_Sp_P164_01	牠是在威嚇嗎？
EV_Mot_Sp_P164_02	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P165_02	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P166_01	牠好像是被什麼給嚇到了呢。
EV_Mot_Sp_P166_02	牠們很要好地在跳舞呢。
EV_Mot_Sp_P166_03	這是牠開心時的行為吧。
EV_Mot_Sp_P167_01	牠正在噴出煙霧呢。
EV_Mot_Sp_P167_02	牠的其中一邊在睡覺，所以無法動彈嗎？
EV_Mot_Sp_P168_01	這真是雜技般的飛行呢。
EV_Mot_Sp_P169_01	牠用盡了全力在跳躍呢。
EV_Mot_Sp_P169_02	真是驚人的跳躍啊。
EV_Mot_Sp_P170_01	牠正好從冰中醒來呢！
EV_Mot_Sp_P170_02	牠的鰭正隨著牠的心情在變色呢！
EV_Mot_Sp_P171_01	牠看起來正在吃電力呢……
EV_Mot_Sp_P171_02	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P172_01	牠正在讓其他寶可夢休息嗎？
EV_Mot_Sp_P172_02	牠把自己擬態成流冰在睡覺啊！
EV_Mot_Sp_P173_01	牠們是在互爭地盤吧。
EV_Mot_Sp_P173_02	牠正在出拳打樹呢。
EV_Mot_Sp_P174_01	牠正在跳舞啊。
EV_Mot_Sp_P174_02	牠是對晶奇花感到好奇嗎？
EV_Mot_Sp_P175_01	真是種豪放的登場方式呢。
EV_Mot_Sp_P175_02	牠們正在互相威嚇呢。
EV_Mot_Sp_P175_03	牠正在使出噴射火焰攻擊啊！
EV_Mot_Sp_P176_01	牠正在跳舞啊。
EV_Mot_Sp_P176_02	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P177_01	牠使出了超音波呢！
EV_Mot_Sp_P177_02	牠們很要好地在跳舞呢。
EV_Mot_Sp_P179_01	牠正生氣地在揮舞手臂呢。
EV_Mot_Sp_P179_02	牠們好像是在比硬度呢。
EV_Mot_Sp_P179_03	牠是在展現自己的力量嗎？
EV_Mot_Sp_P181_01	牠是因為受到衝擊，才從上面掉下來的嗎！？
EV_Mot_Sp_P181_03	牠正在滾來滾去的呢！
EV_Mot_Sp_P181_04	牠好像是在洗臉呢。
EV_Mot_Sp_P181_05	牠看起來非常放鬆呢。
EV_Mot_Sp_P181_06	牠正把自己懸掛在那裡啊。
EV_Mot_Sp_P184_01	牠是想要讓誰嚇一跳嗎？
EV_Mot_Sp_P184_02	看來牠是穿透著東西在移動呢。
EV_Mot_Sp_P185_01	牠是在和哪裡通訊嗎？
EV_Mot_Sp_P185_02	牠這是躲起來了嗎？
EV_Mot_Sp_P185_03	牠的核心正綻放出了七彩光芒呢！
EV_Mot_Sp_P187_01	牠是在用噴火展現力量嗎？
EV_Mot_Sp_P187_03	牠們正在互相威嚇呢。
EV_Mot_Sp_P188_01	看來牠很想吃輕蘋果呢。
EV_Mot_Sp_P188_02	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P189_01	牠好像在為{[0a00|ffcd0200604f0200b359]}帶路呢。
EV_Mot_Sp_P189_02	牠正在用觸手的光驅趕東西呢。
EV_Mot_Sp_P191_01	牠看起來心情很好呢。
EV_Mot_Sp_P191_02	牠是在和夥伴溝通吧。
EV_Mot_Sp_P192_01	牠正在泥偶巨人的肩膀上睡覺呢。
EV_Mot_Sp_P193_01	牠是在射出針來反擊嗎？
EV_Mot_Sp_P193_02	牠是在威嚇嗎？
EV_Mot_Sp_P194_01	牠正在喝水呢。
EV_Mot_Sp_P194_02	牠是在威嚇{[0a00|ffcd0200604f0200b359]}嗎？
EV_Mot_Sp_P196_01	牠正在發出響徹雲霄的叫聲啊。
EV_Mot_Sp_P196_02	牠明明是正在睡覺，卻讓人忍不住肅然起敬呢。
EV_Mot_Sp_P196_03	牠看起來好像快醒過來了。
EV_Mot_Sp_P197_01	哎呀！牠翻了個倒栽蔥呢。
EV_Mot_Sp_P197_02	牠正在跳舞啊。
EV_Mot_Sp_P198_01	牠展開著翅膀，背後還有光芒呢。
EV_Mot_Sp_P199_01	牠正在讓花瓣像雪花般飛舞呢。
EV_Mot_Sp_P199_02	牠正在掀起強風呢。
EV_Mot_Sp_P200_01	牠是要和大家一起去什麼地方嗎？
EV_Mot_Sp_P200_02	也許牠待在遺跡裡就會特別安心吧。
EV_Mot_Sp_P202_01	牠的大顎看起來也很睏呢。
EV_Mot_Sp_P202_02	牠看起來很睏呢。
EV_Mot_Sp_P203_01	牠是在威嚇嗎？
EV_Mot_Sp_P203_02	牠的食物被搶走了呢。
EV_Mot_Sp_P203_03	牠正在鳳王的羽毛上睡覺呢！
EV_Mot_Sp_P204_01	牠是在讓雪綻放出花嗎？
EV_Mot_Sp_P204_03	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P204_04	牠好像是在玩雪呢。
EV_Mot_Sp_P207_02	牠正在逃跑啊！
EV_Mot_Sp_P207_03	是水蒸氣太燙了嗎？
EV_Mot_Sp_P207_04	牠們很要好地在哼唱著呢。
EV_Mot_Sp_P207_05	牠們很要好地在哼唱著呢。
EV_Mot_Sp_P209_01	牠好像是睡著了呢。
EV_Mot_Sp_P209_02	牠是在威嚇嗎？
EV_Mot_Sp_P209_03	牠正在跳舞啊。
EV_Mot_Sp_P210_01	哦哦，真難得牠沒有隱身起來休息啊。
EV_Mot_Sp_P210_02	牠剛好衝了出來呢！
EV_Mot_Sp_P216_02	牠正在跳舞啊。
EV_Mot_Sp_P216_03	牠這是正在祈禱嗎？
EV_Mot_Sp_P217_01	發生了霓光現象好像讓牠很高興呢。
EV_Mot_Sp_P217_02	牠正在修行嗎？
EV_Mot_Sp_P218_01	牠們很要好地在睡覺呢。
EV_Mot_Sp_P218_02	牠是在威嚇嗎？
EV_Mot_Sp_P218_03	牠是想要讓誰嚇一跳嗎？
EV_Mot_Sp_P218_04	牠是在用透視找什麼嗎？
EV_Mot_Sp_P219_01	牠是在使出頭錘發洩壓力嗎？
EV_Mot_Sp_P219_02	真是種豪放的登場方式呢。
EV_Mot_Sp_P220_01	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P220_02	牠看起來好開心地在鼓起身體呢。
EV_Mot_Sp_P220_03	正好有電電蟲黏在牠身上呢。
EV_Mot_Sp_P222_01	牠遇到了什麼開心的事嗎？
EV_Mot_Sp_P222_02	牠好像很吃驚呢。
EV_Mot_Sp_P223_01	牠好像是在找什麼呢。
EV_Mot_Sp_P223_02	牠們可能是在玩追逐遊戲喔。
EV_Mot_Sp_P228_01	牠使出了青草攪拌器呢！
EV_Mot_Sp_P228_02	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P230_01	對方好像是想吸引牠的注意呢。
EV_Mot_Sp_P230_02	牠是在展現自己嗎？
EV_Mot_Sp_P231_01	牠正在睡覺呢。
EV_Mot_Sp_P231_02	牠好像對{[0a00|ffcd0200604f0200b359]}很好奇呢。
EV_Mot_Sp_P234_01	牠是在威嚇{[0a00|ffcd0200604f0200b359]}嗎？
EV_Mot_Sp_P234_02	牠是在稍作休息嗎？
EV_Mot_Sp_P235_01	牠是在威嚇嗎？
EV_Mot_Sp_P235_02	牠正在逃跑啊！
EV_Mot_Sp_P238_01	牠是想帶走鯉魚王嗎？
EV_Mot_Sp_P238_02	牠是想帶走保母曼波嗎？
EV_Mot_Sp_P238_03	牠們是想聯手帶走電燈怪嗎？
EV_Mot_Sp_P238_04	牠正在跳舞啊。
EV_Mot_Sp_P238_05	牠們很要好地在跳舞呢。
EV_Mot_Sp_P239_01	牠是在吃電力嗎？
EV_Mot_Sp_P239_02	牠是在吃電力嗎？
EV_Mot_Sp_P239_03	飄飄球是想要把牠帶走嗎？
EV_Mot_Sp_P242_01	牠是在檢查泥偶巨人的狀態嗎？
EV_Mot_Sp_P242_02	牠是想要和夥伴們通訊嗎？
EV_Mot_Sp_P244_01	牠看起來非常放鬆呢。
EV_Mot_Sp_P244_02	真難得牠看起來心情很好呢。
EV_Mot_Sp_P246_01	牠們很要好地在空中飛翔呢。
EV_Mot_Sp_P246_02	牠看到鯉魚王跳起來，興奮得不得了呢。
EV_Mot_Sp_P247_01	牠是在打小貓怪的主意嗎？
EV_Mot_Sp_P247_02	牠是在留意四周嗎？
EV_Mot_Sp_P247_03	牠是在打食物的主意嗎？
EV_Mot_Sp_P249_01	牠是在練習使出意念移物嗎？
EV_Mot_Sp_P249_02	牠們像是很要好地在玩耍呢。
EV_Mot_Sp_P251_01	牠正在發射水彈啊。
EV_Mot_Sp_P251_02	牠們是在比賽游泳嗎？
EV_Mot_Sp_P252_01	看來牠正在用尾巴攻擊呢。
EV_Mot_Sp_P252_02	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P253_01	牠們像是很要好地在玩耍呢。
EV_Mot_Sp_P253_02	牠們像是很要好地在玩耍呢。
EV_Mot_Sp_P254_01	牠剛變出了鑽石呢。
EV_Mot_Sp_P254_02	牠正在使結晶發光呢。
EV_Mot_Sp_P254_03	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P254_04	牠正在跳舞啊。
EV_Mot_Sp_P256_01	牠是在使出毒瓦斯反擊嗎？
EV_Mot_Sp_P256_02	牠是想要通知夥伴嗎？
EV_Mot_Sp_P257_01	牠是在威嚇{[0a00|ffcd0200604f0200b359]}嗎？
EV_Mot_Sp_P257_02	牠正朝著這邊跑來呢！
EV_Mot_Sp_P258_01	牠是在冥想嗎？
EV_Mot_Sp_P258_02	牠是在和夥伴一起修行嗎？
EV_Mot_Sp_P258_03	牠把岩石劈成兩半了呢！
EV_Mot_Sp_P260_01	牠們很要好地在空中飛翔呢。
EV_Mot_Sp_P260_02	牠正在生氣呢。
EV_Mot_Sp_P262_01	牠是想從水晶燈火靈保護{[0a00|ffcd0200604f0200b359]}嗎？
EV_Mot_Sp_P262_02	牠們像是很要好地在玩耍呢。
EV_Mot_Sp_P263_01	4種季節的樣子竟然會聚集在同一個地方！
EV_Mot_Sp_P263_02	不同季節的樣子正聚集在一起呢！
EV_Mot_Sp_P264_01	牠停止運作了嗎？
EV_Mot_Sp_P264_02	牠是被大宇怪呼喚出來的嗎？
EV_Mot_Sp_P265_01	牠是在打夜盜火蜥的主意啊！
EV_Mot_Sp_P265_02	牠使出了超音波呢！
EV_Mot_Sp_P266_02	牠差一點就要掉進泉裡了呢。
EV_Mot_Sp_P267_01	牠好像很慌張呢。
EV_Mot_Sp_P267_02	{[0a00|ffcd0200604f0200b359]}看牠正開心呢。
EV_Mot_Sp_P268_01	牠正在囤積沙子嗎？
EV_Mot_Sp_P268_02	牠把輕蘋果一口吞下去了啊！
EV_Mot_Sp_P268_03	牠使出了潑沙去趕走對方呢！
EV_Mot_Sp_P269_01	牠睡覺時會用絲捆住自己啊。
EV_Mot_Sp_P270_01	牠正在翩翩起舞呢。
EV_Mot_Sp_P271_01	牠正在跳舞啊。
EV_Mot_Sp_P271_02	牠好像正在惡作劇呢。
EV_Tim_Star4_01	這是最佳時機呢！！真有{[0a00|ffcd0200604f0200b359]}的！
EV_Tim_Star4_02	好耶！！{[0a00|ffcd0200604f0200b359]}按下快門的時機太完美了！
EV_Tim_Star4_03	太讚了！！{[0a00|ffcd0200604f0200b359]}拍到了最棒的瞬間呢！
EV_Tim_Star3_01	時機掌握的很好！拍得不錯喔。
EV_Tim_Star3_02	嗯，不錯喔！時機抓得很準。
EV_Tim_Star3_03	嗯！要拍到這張照片，可不容易呢。
EV_Tim_Star2_01	拍得真好。要保持下去喔。
EV_Tim_Star2_03	很好，拍得相當不錯喔。
EV_Tim_Star1_01	下次就……試著好好觀察動作來捕捉時機吧。
EV_Tim_Star1_02	拍攝的時機……似乎得再加把勁喔。
EV_Tim_Star1_03	真可惜啊……要是時機再準一點就好了。
EV_End_CompPokedex_01	{[0301|00cd]}這頁的照片\n全都填滿了呢！恭喜！
EV_End_CompPokedex_02	所有★的照片都填滿了呢！\n這麼一來，{[0301|00cd]}這頁就完成了！
EV_End_CompPokedex_03	{[0301|00cd]}這頁都填滿了呢！\n我只能說，{[0a00|ffcd0200604f0200b359]}實在太傑出了！
EV_End_Outcome_SizeGP_01	寶可夢拍得又大又清楚，\n這點很不錯喔。
EV_End_Outcome_SizeGP_02	{[0a00|ffcd0200604f0200b359]}把寶可夢拍得很大。\n嗯，這是張好照片。
EV_End_Outcome_SizeTips_01	把寶可夢全身大大地拍出來。\n這是「大小」的評價基準，要記住喔。
EV_End_Outcome_SizeTips_03	來個臉部大特寫，\n也許也挺不錯的喔。
EV_End_Outcome_SizeTips_04	想把寶可夢拍得很大時，\n要注意別讓牠超出照片的範圍喔。
EV_End_Outcome_SizeTips_05	拍攝時不要讓寶可夢超出照片的範圍。\n這也是「大小」的評價基準喔。
EV_End_Outcome_DirecGP_01	寶可夢的臉有確實地朝向鏡頭，\n這點很不錯喔。
EV_End_Outcome_DirecGP_02	很好，牠正朝著這邊看呢。\n看得見寶可夢的表情，就能更了解牠喔。
EV_End_Outcome_DirecTips_01	捕捉寶可夢看向這邊的瞬間。\n這是「角度」的評價基準，要記住喔。
EV_End_Outcome_DirecTips_02	這張照片的「角度」有點可惜。\n試著抓準寶可夢往這邊看的時機吧。
EV_End_Outcome_DirecTips_03	如果想捕捉寶可夢的正面，\n{[0a00|ffcd0200604f0200b359]}可以試著去從各種地方拍攝喔。
EV_End_Outcome_DirecTips_04	使用輕蘋果或搜尋，\n說不定就能從正面拍到寶可夢喔。
EV_End_Outcome_DirecTips_05	如果想要從各種角度拍攝，\n使用「加速」是個很有效的方法喔。
EV_End_Outcome_TechGP_01	位置拍得很不錯呢。\n主角在畫面中央，構圖很協調喔。
EV_End_Outcome_TechGP_02	「位置」的分數很好。\n主角位在正中央，構圖很協調喔。
EV_End_Outcome_TechTips_01	首先就是把主角拍在照片中央！\n這是在「位置」得高分的重要關鍵喔。
EV_End_Outcome_TechTips_02	把寶可夢拍在照片的正中央，\n就能提升「位置」的得分喔。
EV_End_Outcome_TechTips_03	要注意別讓寶可夢的臉\n超出照片的範圍喔。
EV_End_Outcome_TechTips_05	稍微注意一下寶可夢的\n臉或身體會位於照片的哪裡吧。
EV_End_Outcome_FriendTips_01	照片裡有照到其他的寶可夢，\n這點很不錯喔。
EV_End_Outcome_FriendTips_02	要是照片裡拍到了其他的寶可夢，\n就能知道那裡的生態。這對研究很有幫助呢。
EV_End_Outcome_ViewTips_01	試著讓有特色的風景和寶可夢\n一起入鏡，也是很不錯的喔。
EV_End_Outcome_ViewTips_02	讓有特色的風景與寶可夢一起入鏡，\n這樣的照片對研究也很重要喔。
EA_NoSnap_01	期待{[0a00|ffcd0200604f0200b359]}下次的表現喔。
EA_NoSnap_02	期待下次能看到{[0a00|ffcd0200604f0200b359]}拍的照片喔！
EA_NoSnap_03	下次就拜託{[0a00|ffcd0200604f0200b359]}了！
EA_HighScore_01	真是亮眼的得分！但是……\n要是{[0a00|ffcd0200604f0200b359]}的話，一定能挑戰更高的得分的！
EA_HighScore_02	更新路線得分了呢！\n能創下這樣的紀錄，{[0a00|ffcd0200604f0200b359]}真是太厲害了！
EA_HighScore_03	真是了不起的成果！\n{[0a00|ffcd0200604f0200b359]}成為一流攝影師也是指日可待的事了。
EA_Rlv_Up1_01	真看不出這是{[0a00|ffcd0200604f0200b359]}第一次去調查呢！\n就照這樣，接下來也要拜託{[0a00|ffcd0200604f0200b359]}囉。
EA_Rlv_Up1_02	這裡的調查才剛開始呢。\n我相信{[0a00|ffcd0200604f0200b359]}一定沒問題的。加油喔！
EA_Rlv_Up1_03	新路線的調查也很完美呢！\n下次也要繼續保持下去喔！
EA_Rlv_Up1_04	在不同的時段，寶可夢們的狀態是不是也不一樣？\n就照這樣，接下來也要拜託{[0a00|ffcd0200604f0200b359]}囉。
EA_Rlv_Up1_05	這個時段的調查才剛開始呢。\n我相信{[0a00|ffcd0200604f0200b359]}一定沒問題的。加油喔！
EA_Rlv_Up1_06	這個時段的調查也很完美呢！\n下次也要繼續保持下去喔！
EA_Rlv_Up2_01	哦！{[0a00|ffcd0200604f0200b359]}進到新的階段了呢！\n再小的變化也都別錯過。繼續拜託{[0a00|ffcd0200604f0200b359]}了！
EA_Rlv_Up2_02	很好，{[0a00|ffcd0200604f0200b359]}的調查又前進一步了！\n寶可夢們應該也漸漸習慣{[0a00|ffcd0200604f0200b359]}了吧。
EA_Rlv_Up3_01	太厲害了！這裡的調查已經很完美囉！\n也去其他區域確認看看有沒有漏掉的吧。
EA_Rlv_Up4_01	沒想到{[0a00|ffcd0200604f0200b359]}竟然能調查到這種程度……\n謝謝！！這成果已經超出我的期待了！
EA_Rlv_Stay1_01	{[0a00|ffcd0200604f0200b359]}這次也好努力啊！\n下次也拜託{[0a00|ffcd0200604f0200b359]}囉。
EA_Rlv_Stay1_02	{[0a00|ffcd0200604f0200b359]}這次的表現也很棒喔！\n但是，還有很多需要調查的事情呢。
EA_Rlv_Stay1_03	這次的照片拍得挺不錯呢。\n我也很期待{[0a00|ffcd0200604f0200b359]}下次的成果喔。
EA_Rlv_Stay1_04	看著{[0a00|ffcd0200604f0200b359]}努力的樣子，\n我就會想起以前的阿徹。下次也拜託{[0a00|ffcd0200604f0200b359]}了。
EA_Rlv_Stay2_01	好照片越來越多了呢。\n我也會繼續努力研究的！
EA_Rlv_Stay2_02	寫真圖鑑逐漸填滿了呢。\n查看圖鑑，確認★也很重要喔。
EA_Rlv_Stay2_03	做研究最重要的就是要有耐心！\n我也會盡力協助{[0a00|ffcd0200604f0200b359]}的。
EA_Rlv_Stay2_04	嗯，只要照這樣下去，\n不論是什麼謎團，好像都能解開呢。
EA_Rlv_Stay2_05	如果能有更多新的發現，\n說不定{[0a00|ffcd0200604f0200b359]}就能達到更高的境界了！
EA_Rlv_Stay3_01	多虧有{[0a00|ffcd0200604f0200b359]}的努力，調查進展得很完美呢。\n我也得努力研究，以免輸給{[0a00|ffcd0200604f0200b359]}囉！
EA_Rlv_Stay3_02	{[0a00|ffcd0200604f0200b359]}和寶可夢們變得相當要好了呢！\n我從照片都可以感受得到！
EA_Rlv_Stay3_03	謝謝{[0a00|ffcd0200604f0200b359]}仔細調查了每個角落！\n下次也拜託{[0a00|ffcd0200604f0200b359]}了。
EA_Rlv_Stay4_01	關於這條路線，\n說不定{[0a00|ffcd0200604f0200b359]}已經比我還要熟了呢。
EA_Rlv_Stay4_02	即使是已經瞭若指掌的地方，\n{[0a00|ffcd0200604f0200b359]}也會紮實地去調查。真是太令人佩服了。
EA_Rlv_Stay4_03	{[0a00|ffcd0200604f0200b359]}對拍攝的熱情真是令我驚艷。\n前陣子阿徹也稱讚了{[0a00|ffcd0200604f0200b359]}一番喔。
EA_Rlv_Stay5_01	這次的照片也拍得相當不錯呢。\n就拜託{[0a00|ffcd0200604f0200b359]}繼續調查囉！
EA_Rlv_Stay5_02	有達到令{[0a00|ffcd0200604f0200b359]}滿意的結果嗎？\n接下來的調查也要繼續加油喔！
EA_Rlv_Stay5_03	調查的評價應該全都結束了。\n我期待{[0a00|ffcd0200604f0200b359]}繼續拍新照片回來喔。
EA_Tu_CourseScore_01	{[0a00|ffcd0200604f0200b359]}還記得我上次提到的\n「路線得分」嗎？
EA_Tu_CourseScore_02	那是一種可以對{[0a00|ffcd0200604f0200b359]}那次的調查\n作出整體評價的功能喔。
EA_Tu_CourseScore_03	從這次的調查起就會測量路線得分，\n{[0a00|ffcd0200604f0200b359]}要多拍些寶可夢們的好照片喔。
EA_GetSticker1_01	恭喜！芙羅蕾島的寶可夢\n應該全都被{[0a00|ffcd0200604f0200b359]}拍到了喔。
EA_GetSticker1_02	從身邊的寶可夢到大自然裡的寶可夢，\n全部都被{[0a00|ffcd0200604f0200b359]}拍攝到了呢。
EA_GetSticker2_01	恭喜！美樂斯島的寶可夢\n應該全都被{[0a00|ffcd0200604f0200b359]}拍到了喔。
EA_GetSticker2_02	在錯綜複雜的叢林和濃霧包圍的森林裡，\n{[0a00|ffcd0200604f0200b359]}能發現到這麼多，真的很厲害！
EA_GetSticker3_01	恭喜！珂博亞群島的寶可夢\n應該全都被{[0a00|ffcd0200604f0200b359]}拍到了喔。
EA_GetSticker3_02	從美麗的海灘開始，最後還抵達了深海，\n這真是一場大冒險啊。
EA_GetSticker4_01	恭喜！玻鷗克島的寶可夢\n應該全都被{[0a00|ffcd0200604f0200b359]}拍到了喔。
EA_GetSticker4_02	在陽光曝曬的沙漠以及熔岩旁拍攝，\n一定相當辛苦吧。
EA_GetSticker5_01	恭喜！杜牢斯島的寶可夢\n應該全都被{[0a00|ffcd0200604f0200b359]}拍到了喔。
EA_GetSticker5_02	在邊陲之島的冰天雪地裡，\n每次的拍攝都是緊張又刺激吧。
EA_GetSticker6_01	恭喜！奧朗島的寶可夢\n應該全都被{[0a00|ffcd0200604f0200b359]}拍到了喔。
EA_GetSticker6_02	藍蒂爾的歷史果真是\n沉睡在遺跡之中呢。
EA_GetProfessorRecommend_01	對了，下次要是{[0a00|ffcd0200604f0200b359]}拍到了好照片，\n我打算上傳給大家看看喔。
