AlbumSave_UI.msbt
AlbumSave_Top_Help	请选择想要保存到相册的照片。
Title078_Info2	将{color[0000]}{[0301|00cd]}{color[ffff]}种{color[0000]}冰属性{color[ffff]}宝可梦的照片\n添加到了写真图鉴。
Title079_Info1	将{color[0000]}{[0301|00cd]}{color[ffff]}种{color[0000]}钢属性{color[ffff]}宝可梦的照片\n添加到写真图鉴。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title079_Info2	将{color[0000]}{[0301|00cd]}{color[ffff]}种{color[0000]}钢属性{color[ffff]}宝可梦的照片\n添加到了写真图鉴。
Title080_Info1	将{color[0000]}{[0301|00cd]}{color[ffff]}种{color[0000]}一般属性{color[ffff]}宝可梦的照片\n添加到写真图鉴。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title080_Info2	将{color[0000]}{[0301|00cd]}{color[ffff]}种{color[0000]}一般属性{color[ffff]}宝可梦的照片\n添加到了写真图鉴。
Title081_Info1	将{color[0000]}{[0301|00cd]}{color[ffff]}种{color[0000]}飞行属性{color[ffff]}宝可梦的照片\n添加到写真图鉴。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title081_Info2	将{color[0000]}{[0301|00cd]}{color[ffff]}种{color[0000]}飞行属性{color[ffff]}宝可梦的照片\n添加到了写真图鉴。
Title082_Info1	将{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦\n添加到写真图鉴。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title082_Info2	将{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦\n添加到了写真图鉴。
Title083_Info1	将{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦\n添加到写真图鉴。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title083_Info2	将{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦\n添加到了写真图鉴。
Title084_Info1	将{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦\n添加到写真图鉴。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title084_Info2	将{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦\n添加到了写真图鉴。
Title085_Info1	将{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦\n添加到写真图鉴。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title085_Info2	将{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦\n添加到了写真图鉴。
Title086_Info1	将所有宝可梦\n添加到写真图鉴。
Title086_Info2	将所有宝可梦\n添加到了写真图鉴。
Title087_Info1	收集★1～4的照片，\n完成{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦的写真图鉴信息。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title087_Info2	收集★1～4的照片，\n完成了{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦的写真图鉴信息。
Title088_Info1	收集★1～4的照片，\n完成{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦的写真图鉴信息。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title088_Info2	收集★1～4的照片，\n完成了{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦的写真图鉴信息。
Title089_Info1	收集★1～4的照片，\n完成{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦的写真图鉴信息。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title089_Info2	收集★1～4的照片，\n完成了{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦的写真图鉴信息。
Title090_Info1	收集★1～4的照片，\n完成{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦的写真图鉴信息。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title090_Info2	收集★1～4的照片，\n完成了{color[0000]}{[0301|00cd]}{color[ffff]}种宝可梦的写真图鉴信息。
Title091_Info1	收集★1～4的照片，\n完成所有宝可梦的写真图鉴信息。
Title091_Info2	收集★1～4的照片，\n完成了所有宝可梦的写真图鉴信息。
Title092_Info1	完成{color[0000]}{[0301|00cd]}{color[ffff]}条路线的调查地图。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title092_Info2	完成了{color[0000]}{[0301|00cd]}{color[ffff]}条路线的调查地图。
Title093_Info1	完成{color[0000]}{[0301|00cd]}{color[ffff]}条路线的调查地图。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title093_Info2	完成了{color[0000]}{[0301|00cd]}{color[ffff]}条路线的调查地图。
Title094_Info1	完成{color[0000]}{[0301|00cd]}{color[ffff]}条路线的调查地图。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title094_Info2	完成了{color[0000]}{[0301|00cd]}{color[ffff]}条路线的调查地图。
Title095_Info1	完成所有路线的调查地图。
Title095_Info2	完成了所有路线的调查地图。
Title096_Info1	将所有{color[0000]}晶奇花{color[ffff]}添加到写真图鉴。
Title096_Info2	将所有{color[0000]}晶奇花{color[ffff]}添加到了写真图鉴。
Title097_Info1	将所有{color[0000]}古代遗迹{color[ffff]}添加到写真图鉴。
Title097_Info2	将所有{color[0000]}古代遗迹{color[ffff]}添加到了写真图鉴。
Title099_Info1	图鉴总得分达到{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title099_Info2	图鉴总得分达到了{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title100_Info1	图鉴总得分达到{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title100_Info2	图鉴总得分达到了{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title101_Info1	图鉴总得分达到{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title101_Info2	图鉴总得分达到了{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title102_Info1	图鉴总得分达到{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title102_Info2	图鉴总得分达到了{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title103_Info1	图鉴总得分达到{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title103_Info2	图鉴总得分达到了{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title104_Info1	在照片评价获得\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title104_Info2	在照片评价获得了\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title105_Info1	在照片评价总计获得{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title105_Info2	在照片评价总计获得了{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。
Title106_Info1	在照片评价的“{color[0000]}姿势{color[ffff]}”项目获得\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title106_Info2	在照片评价的“{color[0000]}姿势{color[ffff]}”项目获得了\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title107_Info1	在照片评价的“{color[0000]}姿势{color[ffff]}”项目总计获得{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title107_Info2	在照片评价的“{color[0000]}姿势{color[ffff]}”项目总计获得了{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。
Title108_Info1	在照片评价的“{color[0000]}大小{color[ffff]}”项目获得\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title108_Info2	在照片评价的“{color[0000]}大小{color[ffff]}”项目获得了\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title109_Info1	在照片评价的“{color[0000]}大小{color[ffff]}”项目总计获得{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title109_Info2	在照片评价的“{color[0000]}大小{color[ffff]}”项目总计获得了{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。
Title110_Info1	在照片评价的“{color[0000]}朝向{color[ffff]}”项目获得\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title110_Info2	在照片评价的“{color[0000]}朝向{color[ffff]}”项目获得了\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title111_Info1	在照片评价的“{color[0000]}朝向{color[ffff]}”项目总计获得{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title111_Info2	在照片评价的“{color[0000]}朝向{color[ffff]}”项目总计获得了{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。
Title112_Info1	在照片评价的“{color[0000]}位置{color[ffff]}”项目获得\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title112_Info2	在照片评价的“{color[0000]}位置{color[ffff]}”项目获得了\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title113_Info1	在照片评价的“{color[0000]}位置{color[ffff]}”项目总计获得{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title113_Info2	在照片评价的“{color[0000]}位置{color[ffff]}”项目总计获得了{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。
Title114_Info1	在照片评价的“{color[0000]}其他宝可梦{color[ffff]}”项目获得\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title114_Info2	在照片评价的“{color[0000]}其他宝可梦{color[ffff]}”项目获得了\n{color[0000]}{[0301|00cd]}{color[ffff]}分以上的得分。
Title115_Info1	在照片评价的“{color[0000]}其他宝可梦{color[ffff]}”项目总计获得{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title115_Info2	在照片评价的“{color[0000]}其他宝可梦{color[ffff]}”项目总计获得了{color[0000]}{[0301|00cd]}{color[ffff]}次\n{color[0000]}{[0303|00cd]}{color[ffff]}分以上的得分。
Title116_Info1	路线总得分达到{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title116_Info2	路线总得分达到了{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title117_Info1	路线总得分达到{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title117_Info2	路线总得分达到了{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title118_Info1	路线总得分达到{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title118_Info2	路线总得分达到了{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title119_Info1	路线总得分达到{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title119_Info2	路线总得分达到了{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title120_Info1	路线总得分达到{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title120_Info2	路线总得分达到了{color[0000]}{[0301|00cd]}{color[ffff]}分以上。
Title121_Info1	使用{color[0000]}搜索{color[ffff]}总计分析{color[0000]}{[0301|00cd]}{color[ffff]}处调查地点。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title121_Info2	使用{color[0000]}搜索{color[ffff]}总计分析了{color[0000]}{[0301|00cd]}{color[ffff]}处调查地点。
Title122_Info1	使用{color[0000]}搜索{color[ffff]}总计分析{color[0000]}{[0301|00cd]}{color[ffff]}处调查地点。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title122_Info2	使用{color[0000]}搜索{color[ffff]}总计分析了{color[0000]}{[0301|00cd]}{color[ffff]}处调查地点。
Title123_Info1	使用{color[0000]}搜索{color[ffff]}分析所有调查地点。
Title123_Info2	使用{color[0000]}搜索{color[ffff]}分析了所有调查地点。
Title124_Info1	总计让宝可梦吃{color[0000]}{[0301|00cd]}{color[ffff]}次{color[0000]}轻苹果{color[ffff]}。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title124_Info2	总计让宝可梦吃了{color[0000]}{[0301|00cd]}{color[ffff]}次{color[0000]}轻苹果{color[ffff]}。
Title125_Info1	总计让宝可梦吃{color[0000]}{[0301|00cd]}{color[ffff]}次{color[0000]}轻苹果{color[ffff]}。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title125_Info2	总计让宝可梦吃了{color[0000]}{[0301|00cd]}{color[ffff]}次{color[0000]}轻苹果{color[ffff]}。
Title126_Info1	总计让宝可梦吃{color[0000]}{[0301|00cd]}{color[ffff]}次{color[0000]}轻苹果{color[ffff]}。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title126_Info2	总计让宝可梦吃了{color[0000]}{[0301|00cd]}{color[ffff]}次{color[0000]}轻苹果{color[ffff]}。
Title129_Info1	总计用{color[0000]}轻苹果{color[ffff]}诱导宝可梦\n移动{color[0000]}{[0301|00cd]}{color[ffff]}km。（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title129_Info2	总计用{color[0000]}轻苹果{color[ffff]}诱导宝可梦\n移动了{color[0000]}{[0301|00cd]}{color[ffff]}km。
Title136_Info1	总计用{color[0000]}霓光珠{color[ffff]}让晶奇花发光{color[0000]}{[0301|00cd]}{color[ffff]}次。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title136_Info2	总计用{color[0000]}霓光珠{color[ffff]}让晶奇花发光了{color[0000]}{[0301|00cd]}{color[ffff]}次。
Title137_Info1	总计在线上分享{color[0000]}{[0301|00cd]}{color[ffff]}张照片。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title137_Info2	总计在线上分享了{color[0000]}{[0301|00cd]}{color[ffff]}张照片。
Title138_Info1	总计在线上分享{color[0000]}{[0301|00cd]}{color[ffff]}张照片。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title138_Info2	总计在线上分享了{color[0000]}{[0301|00cd]}{color[ffff]}张照片。
Title139_Info1	总计在线上分享{color[0000]}{[0301|00cd]}{color[ffff]}张照片。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title139_Info2	总计在线上分享了{color[0000]}{[0301|00cd]}{color[ffff]}张照片。
Title140_Info1	总计在线上赠送{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title140_Info2	总计在线上赠送了{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。
Title141_Info1	总计在线上获赠{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title141_Info2	总计在线上获赠了{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。
Title142_Info1	总计在线上获赠{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title142_Info2	总计在线上获赠了{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。
Title143_Info1	总计在线上获赠{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title143_Info2	总计在线上获赠了{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。
Title144_Info1	总计在线上获赠{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title144_Info2	总计在线上获赠了{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。
Title145_Info1	总计在线上获赠{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。\n（{color[0000]}{[0302|00cd]}{color[ffff]}/{color[0000]}{[0301|00cd]}{color[ffff]}）
Title145_Info2	总计在线上获赠了{color[0000]}{[0301|00cd]}{color[ffff]}枚苹果徽章。
Title146_Info2	在{color[0000]}蓝蒂尔海床{color[ffff]}发现了\n{color[0000]}通往洛奇亚的住处的路线{color[ffff]}。
Title147_Info2	将霓光宝可梦{color[0000]}大钢蛇{color[ffff]}\n添加到了写真图鉴。
Title148_Info2	将霓光宝可梦{color[0000]}大竺葵{color[ffff]}\n添加到了写真图鉴。
Title149_Info2	将霓光宝可梦{color[0000]}美纳斯{color[ffff]}\n添加到了写真图鉴。
Title150_Info2	将霓光宝可梦{color[0000]}弱丁鱼（鱼群的样子）{color[ffff]}\n添加到了写真图鉴。
Title151_Info1	拍摄到所有花纹的{color[0000]}彩粉蝶{color[ffff]}。
Title151_Info2	拍摄到了所有花纹的{color[0000]}彩粉蝶{color[ffff]}。
Title152_Info1	将{color[0000]}伊布{color[ffff]}和其{color[0000]}所有进化形态{color[ffff]}\n添加到写真图鉴。
Title152_Info2	将{color[0000]}伊布{color[ffff]}和其{color[0000]}所有进化形态{color[ffff]}\n添加到了写真图鉴。
MySpaceTitle_Name.msbt
Title001_Name	拍摄体验会
Title002_Name	水坝完成
Title005_Name	研究室探险
Title006_Name	蓝蒂尔调查队
Title007_Name	沼泽的分岔路
Title008_Name	瀑布的后面
Title010_Name	春夏秋冬
Title011_Name	神秘的向阳处
Title012_Name	大海调查队
Title013_Name	私人海滩
Title014_Name	海上分岔路
Title015_Name	蓝洞
Title016_Name	海底
Title017_Name	酷暑调查队
Title018_Name	绿洲巡游指南
Title020_Name	蓝色熔岩
Title021_Name	炎之飨宴
Title022_Name	边远调查队
Title023_Name	穿过雪墙
Title024_Name	冰之洞窟
Title025_Name	巨大结晶
Title026_Name	缘石
Title027_Name	在地底绽放的花朵
Title028_Name	最后的调查队
Title029_Name	光之阶梯
Title030_Name	片刻的觉醒
Title031_Name	伟大的调查队
Title032_Name	刚起步的调查队员
Title033_Name	优秀调查队员
Title034_Name	资深调查队员
Title035_Name	调查队副队长
Title036_Name	调查队队长
Title037_Name	我爱相机
Title038_Name	日积月累
Title039_Name	进步的征兆
Title040_Name	离不开相机
Title041_Name	回忆满满
Title042_Name	相机迷
Title043_Name	永恒的瞬间
Title044_Name	指哪儿拍哪儿
Title045_Name	专家
Title046_Name	热衷研究！
Title047_Name	主角在哪里？
Title048_Name	运动摄影师
Title049_Name	食评摄影师
Title050_Name	幸福摄影师
Title051_Name	独家摄影师
Title052_Name	安眠摄影师
Title053_Name	水中摄影师
Title054_Name	飞天摄影师
Title056_Name	安稳的瞬间
Title057_Name	日常片段
Title058_Name	出色的观察力
Title059_Name	决定性的瞬间
Title062_Name	金收集者
Title063_Name	钻石收集者
Title064_Name	虫收集者
Title065_Name	电收集者
Title066_Name	水收集者
Title067_Name	恶收集者
Title068_Name	妖精收集者
Title069_Name	草收集者
Title070_Name	火收集者
Title071_Name	超能力收集者
Title072_Name	幽灵收集者
Title073_Name	毒收集者
Title074_Name	格斗收集者
Title075_Name	地面收集者
Title076_Name	岩石收集者
Title077_Name	龙收集者
Title078_Name	冰收集者
Title079_Name	钢收集者
Title080_Name	一般收集者
Title081_Name	飞行收集者
Title082_Name	刚起步的摄影师
Title083_Name	业余摄影师
Title084_Name	专业摄影师
Title085_Name	一流摄影师
Title086_Name	天才摄影师
Title087_Name	蓝蒂尔研究家
Title088_Name	蓝蒂尔研究助手
Title089_Name	蓝蒂尔学者
