advresult.dat
msg_ui_advresult_00_01	調查報告
BTL_STRID_SET_AuraReqWaza_Sizennotikara_Y	[~ 1825]
BTL_STRID_SET_AuraReqWaza_Sizennotikara_E	[~ 1826]
BTL_STRID_SET_AuraReqWaza_Sizennotikara_T	[~ 1827]
BTL_STRID_SET_AuraReqWaza_Nekonote	[~ 1828]
BTL_STRID_SET_AuraReqWaza_Nekonote_Y	[~ 1829]
BTL_STRID_SET_AuraReqWaza_Nekonote_E	[~ 1830]
BTL_STRID_SET_AuraReqWaza_Nekonote_T	[~ 1831]
BTL_STRID_SET_AuraReqWaza_Sakidori	[~ 1832]
BTL_STRID_SET_AuraReqWaza_Sakidori_Y	[~ 1833]
BTL_STRID_SET_AuraReqWaza_Sakidori_E	[~ 1834]
BTL_STRID_SET_AuraReqWaza_Sakidori_T	[~ 1835]
BTL_STRID_SET_AuraReqWaza_Negoto	[~ 1836]
BTL_STRID_SET_AuraReqWaza_Negoto_Y	[~ 1837]
BTL_STRID_SET_AuraReqWaza_Negoto_E	[~ 1838]
BTL_STRID_SET_AuraReqWaza_Negoto_T	[~ 1839]
BTL_STRID_SET_AuraReqWaza_Manekko	[~ 1840]
BTL_STRID_SET_AuraReqWaza_Manekko_Y	[~ 1841]
BTL_STRID_SET_AuraReqWaza_Manekko_E	[~ 1842]
BTL_STRID_SET_AuraReqWaza_Manekko_T	[~ 1843]
BTL_STRID_SET_CorePunisher	[~ 1844]
BTL_STRID_SET_CorePunisher_Y	[~ 1845]
BTL_STRID_SET_CorePunisher_E	[~ 1846]
BTL_STRID_SET_CorePunisher_T	[~ 1847]
BTL_STRID_SET_Togisumasu	[~ 1848]
BTL_STRID_SET_Togisumasu_Y	[~ 1849]
BTL_STRID_SET_Togisumasu_E	[~ 1850]
BTL_STRID_SET_Togisumasu_T	[~ 1851]
BTL_STRID_SET_SpeedSwap	[~ 1852]
BTL_STRID_SET_SpeedSwap_Y	[~ 1853]
BTL_STRID_SET_SpeedSwap_E	[~ 1854]
BTL_STRID_SET_SpeedSwap_T	[~ 1855]
BTL_STRID_SET_Moetukiru	[~ 1856]
BTL_STRID_SET_Moetukiru_Y	[~ 1857]
BTL_STRID_SET_Moetukiru_E	[~ 1858]
BTL_STRID_SET_Moetukiru_T	[~ 1859]
BTL_STRID_SET_Zigokuduki_Warn	[~ 1860]
BTL_STRID_SET_Zigokuduki_Warn_Y	[~ 1861]
BTL_STRID_SET_Zigokuduki_Warn_E	[~ 1862]
BTL_STRID_SET_Zigokuduki_Warn_T	[~ 1863]
BTL_STRID_SET_Gyogun_On	[~ 1864]
BTL_STRID_SET_Gyogun_On_Y	[~ 1865]
BTL_STRID_SET_Gyogun_On_E	[~ 1866]
BTL_STRID_SET_Gyogun_On_T	[~ 1867]
BTL_STRID_SET_Gyogun_Off	[~ 1868]
BTL_STRID_SET_Gyogun_Off_Y	[~ 1869]
BTL_STRID_SET_Gyogun_Off_E	[~ 1870]
BTL_STRID_SET_Gyogun_Off_T	[~ 1871]
BTL_STRID_SET_PhychoField_Protect	[~ 1872]
BTL_STRID_SET_PhychoField_Protect_Y	[~ 1873]
BTL_STRID_SET_PhychoField_Protect_E	[~ 1874]
BTL_STRID_SET_PhychoField_Protect_T	[~ 1875]
BTL_STRID_SET_SpotLight	[~ 1876]
BTL_STRID_SET_SpotLight_Y	[~ 1877]
BTL_STRID_SET_SpotLight_E	[~ 1878]
BTL_STRID_SET_SpotLight_T	[~ 1879]
BTL_STRID_SET_KutibasiCanon	[~ 1880]
BTL_STRID_SET_KutibasiCanon_Y	[~ 1881]
BTL_STRID_SET_KutibasiCanon_E	[~ 1882]
BTL_STRID_SET_KutibasiCanon_T	[~ 1883]
BTL_STRID_SET_TrapShell_Start	[~ 1884]
BTL_STRID_SET_TrapShell_Start_Y	[~ 1885]
BTL_STRID_SET_TrapShell_Start_E	[~ 1886]
BTL_STRID_SET_TrapShell_Start_T	[~ 1887]
BTL_STRID_SET_TrapShell_Failed	[~ 1888]
BTL_STRID_SET_TrapShell_Failed_Y	[~ 1889]
BTL_STRID_SET_TrapShell_Failed_E	[~ 1890]
BTL_STRID_SET_TrapShell_Failed_T	[~ 1891]
BTL_STRID_SET_Saihai	[~ 1892]
BTL_STRID_SET_Saihai_2Y	[~ 1893]
BTL_STRID_SET_Saihai_2E	[~ 1894]
BTL_STRID_SET_Saihai_2T	[~ 1895]
BTL_STRID_SET_Saihai_Y	[~ 1896]
BTL_STRID_SET_Saihai_Y2Y	[~ 1897]
BTL_STRID_SET_Saihai_E	[~ 1898]
BTL_STRID_SET_Saihai_E2E	[~ 1899]
BTL_STRID_SET_Saihai_T	[~ 1900]
BTL_STRID_SET_Saihai_T2T	[~ 1901]
BTL_STRID_SET_Receiver	[~ 1902]
BTL_STRID_SET_Receiver_Y	[~ 1903]
BTL_STRID_SET_Receiver_E	[~ 1904]
BTL_STRID_SET_Receiver_T	[~ 1905]
BTL_STRID_SET_ZettaiNemuri	[~ 1906]
BTL_STRID_SET_ZettaiNemuri_Y	[~ 1907]
BTL_STRID_SET_ZettaiNemuri_E	[~ 1908]
BTL_STRID_SET_ZettaiNemuri_T	[~ 1909]
BTL_STRID_SET_Bakenokawa	[~ 1910]
BTL_STRID_SET_Bakenokawa_Y	[~ 1911]
BTL_STRID_SET_Bakenokawa_E	[~ 1912]
BTL_STRID_SET_Bakenokawa_T	[~ 1913]
BTL_STRID_SET_Kizunahenge	[~ 1914]
BTL_STRID_SET_Kizunahenge_Y	[~ 1915]
BTL_STRID_SET_Kizunahenge_E	[~ 1916]
BTL_STRID_SET_Kizunahenge_T	[~ 1917]
BTL_STRID_SET_Kizunahenge2	[~ 1918]
BTL_STRID_SET_Kizunahenge2_Y	[~ 1919]
BTL_STRID_SET_Kizunahenge2_E	[~ 1920]
BTL_STRID_SET_Kizunahenge2_T	[~ 1921]
BTL_STRID_SET_SwarmChange	[~ 1922]
BTL_STRID_SET_SwarmChange_Y	[~ 1923]
BTL_STRID_SET_SwarmChange_E	[~ 1924]
BTL_STRID_SET_SwarmChange_T	[~ 1925]
BTL_STRID_SET_protectpierce	[~ 1926]
BTL_STRID_SET_protectpierce_Y	[~ 1927]
BTL_STRID_SET_protectpierce_E	[~ 1928]
BTL_STRID_SET_protectpierce_T	[~ 1929]
BTL_STRID_SET_BougoPat	[~ 1930]
BTL_STRID_SET_BougoPat_Y	[~ 1931]
BTL_STRID_SET_BougoPat_E	[~ 1932]
BTL_STRID_SET_BougoPat_T	[~ 1933]
BTL_STRID_SET_ShadowSteal	[~ 1934]
BTL_STRID_SET_ShadowSteal_Y	[~ 1935]
BTL_STRID_SET_ShadowSteal_E	[~ 1936]
BTL_STRID_SET_ShadowSteal_T	[~ 1937]
BTL_STRID_SET_dummy_08	[~ 1938]
BTL_STRID_SET_dummy_Y_08	[~ 1939]
BTL_STRID_SET_dummy_E_08	[~ 1940]
BTL_STRID_SET_dummy_N_08	[~ 1941]
BTL_STRID_SET_dummy_09	[~ 1942]
BTL_STRID_SET_dummy_Y_09	[~ 1943]
BTL_STRID_SET_dummy_E_09	[~ 1944]
BTL_STRID_SET_dummy_N_09	[~ 1945]
BTL_STRID_SET_dummy_10	[~ 1946]
BTL_STRID_SET_dummy_Y_10	[~ 1947]
BTL_STRID_SET_dummy_E_10	[~ 1948]
BTL_STRID_SET_dummy_N_10	[~ 1949]
BTL_STRID_SET_UltraBurstStart	[~ 1950]
BTL_STRID_SET_UltraBurstStart_Y	[~ 1951]
BTL_STRID_SET_UltraBurstStart_E	[~ 1952]
BTL_STRID_SET_UltraBurstStart_T	[~ 1953]
BTL_STRID_SET_UltraBurst	[~ 1954]
BTL_STRID_SET_UltraBurst_Y	[~ 1955]
BTL_STRID_SET_UltraBurst_E	[~ 1956]
BTL_STRID_SET_UltraBurst_T	[~ 1957]
BTL_STRID_SET_Haisuinozin	[~ 1958]
BTL_STRID_SET_Haisuinozin_Y	[~ 1959]
BTL_STRID_SET_Haisuinozin_E	[~ 1960]
BTL_STRID_SET_Haisuinozin_T	[~ 1961]
BTL_STRID_SET_TarShot	[~ 1962]
BTL_STRID_SET_TarShot_Y	[~ 1963]
BTL_STRID_SET_TarShot_E	[~ 1964]
BTL_STRID_SET_TarShot_T	[~ 1965]
BTL_STRID_SET_WazaFail_TargetIsG	[~ 1966]
BTL_STRID_SET_WazaFail_TargetIsG_Y	[~ 1967]
BTL_STRID_SET_WazaFail_TargetIsG_E	[~ 1968]
BTL_STRID_SET_WazaFail_TargetIsG_T	[~ 1969]
BTL_STRID_SET_CourtChange	[~ 1970]
BTL_STRID_SET_CourtChange_Y	[~ 1971]
BTL_STRID_SET_CourtChange_E	[~ 1972]
BTL_STRID_SET_CourtChange_T	[~ 1973]
BTL_STRID_SET_Torabasami	[~ 1974]
BTL_STRID_SET_Torabasami_Y	[~ 1975]
BTL_STRID_SET_Torabasami_E	[~ 1976]
BTL_STRID_SET_Torabasami_T	[~ 1977]
BTL_STRID_SET_Takogatame	[~ 1978]
BTL_STRID_SET_Takogatame_Y	[~ 1979]
BTL_STRID_SET_Takogatame_E	[~ 1980]
BTL_STRID_SET_Takogatame_T	[~ 1981]
BTL_STRID_SET_StealthRockDamage_Hagane	[~ 1982]
BTL_STRID_SET_StealthRockDamage_Hagane_Y	[~ 1983]
BTL_STRID_SET_StealthRockDamage_Hagane_E	[~ 1984]
BTL_STRID_SET_StealthRockDamage_Hagane_T	[~ 1985]
BTL_STRID_SET_GShockWave_SideEffect_Honoo_Damage	[~ 1986]
BTL_STRID_SET_GShockWave_SideEffect_Honoo_Damage_Y	[~ 1987]
BTL_STRID_SET_GShockWave_SideEffect_Honoo_Damage_E	[~ 1988]
BTL_STRID_SET_GShockWave_SideEffect_Honoo_Damage_T	[~ 1989]
BTL_STRID_SET_GShockWave_SideEffect_Iwa_Damage	[~ 1990]
BTL_STRID_SET_GShockWave_SideEffect_Iwa_Damage_Y	[~ 1991]
BTL_STRID_SET_GShockWave_SideEffect_Iwa_Damage_E	[~ 1992]
BTL_STRID_SET_GShockWave_SideEffect_Iwa_Damage_T	[~ 1993]
BTL_STRID_SET_DassyutuPack	[~ 1994]
BTL_STRID_SET_DassyutuPack_Y	[~ 1995]
BTL_STRID_SET_DassyutuPack_E	[~ 1996]
BTL_STRID_SET_DassyutuPack_T	[~ 1997]
BTL_STRID_SET_Libero	[~ 1998]
BTL_STRID_SET_Libero_Y	[~ 1999]
BTL_STRID_SET_Libero_E	[~ 2000]
BTL_STRID_SET_Libero_T	[~ 2001]
BTL_STRID_SET_Gitai	[~ 2002]
BTL_STRID_SET_Gitai_Y	[~ 2003]
BTL_STRID_SET_Gitai_E	[~ 2004]
BTL_STRID_SET_Gitai_T	[~ 2005]
BTL_STRID_SET_GShockWave_PP_Reduce	[~ 2006]
BTL_STRID_SET_GShockWave_PP_Reduce_Y	[~ 2007]
BTL_STRID_SET_GShockWave_PP_Reduce_E	[~ 2008]
BTL_STRID_SET_GShockWave_PP_Reduce_T	[~ 2009]
BTL_STRID_SET_Hikizuriorosu	[~ 2010]
BTL_STRID_SET_Hikizuriorosu_Y	[~ 2011]
BTL_STRID_SET_Hikizuriorosu_E	[~ 2012]
BTL_STRID_SET_Hikizuriorosu_T	[~ 2013]
BTL_STRID_SET_Meteoburasuta	[~ 2014]
BTL_STRID_SET_Meteoburasuta_Y	[~ 2015]
BTL_STRID_SET_Meteoburasuta_E	[~ 2016]
BTL_STRID_SET_Meteoburasuta_T	[~ 2017]
BTL_STRID_SET_Porutagaisuto	[~ 2018]
BTL_STRID_SET_Porutagaisuto_Y	[~ 2019]
BTL_STRID_SET_Porutagaisuto_E	[~ 2020]
BTL_STRID_SET_Porutagaisuto_T	[~ 2021]
BTL_STRID_SET_Fushokugasu	[~ 2022]
BTL_STRID_SET_Fushokugasu_2Y	[~ 2023]
BTL_STRID_SET_Fushokugasu_2E	[~ 2024]
BTL_STRID_SET_Fushokugasu_2T	[~ 2025]
BTL_STRID_SET_Fushokugasu_Y	[~ 2026]
BTL_STRID_SET_Fushokugasu_Y2Y	[~ 2027]
BTL_STRID_SET_Fushokugasu_E	[~ 2028]
BTL_STRID_SET_Fushokugasu_E2E	[~ 2029]
BTL_STRID_SET_Fushokugasu_T	[~ 2030]
BTL_STRID_SET_Fushokugasu_T2T	[~ 2031]
BTL_STRID_SET_Ganguruhiru	[~ 2032]
BTL_STRID_SET_Ganguruhiru_Y	[~ 2033]
BTL_STRID_SET_Ganguruhiru_E	[~ 2034]
BTL_STRID_SET_Ganguruhiru_T	[~ 2035]
BTL_STRID_SET_GShockWave_SideEffect_Kusa_Damage	[~ 2036]
BTL_STRID_SET_GShockWave_SideEffect_Kusa_Damage_Y	[~ 2037]
BTL_STRID_SET_GShockWave_SideEffect_Kusa_Damage_E	[~ 2038]
BTL_STRID_SET_GShockWave_SideEffect_Kusa_Damage_T	[~ 2039]
BTL_STRID_SET_GShockWave_SideEffect_Mizu_Damage	[~ 2040]
BTL_STRID_SET_GShockWave_SideEffect_Mizu_Damage_Y	[~ 2041]
BTL_STRID_SET_GShockWave_SideEffect_Mizu_Damage_E	[~ 2042]
BTL_STRID_SET_GShockWave_SideEffect_Mizu_Damage_T	[~ 2043]
BTL_STRID_SET_QuickDraw	[~ 2044]
BTL_STRID_SET_QuickDraw_Y	[~ 2045]
BTL_STRID_SET_QuickDraw_E	[~ 2046]
BTL_STRID_SET_QuickDraw_T	[~ 2047]
BTL_STRID_SET_Fushokugasu_T_00	[~ 2048]
BTL_STRID_SET_Fushokugasu_T_01	[~ 2049]
BTL_STRID_SET_Fushokugasu_T_02	[~ 2050]
BTL_STRID_SET_Fushokugasu_T_03	[~ 2051]
BTL_STRID_SET_Sandapurizun_Start	[~ 2052]
BTL_STRID_SET_Sandapurizun_Start_2Y	[~ 2053]
BTL_STRID_SET_Sandapurizun_Start_2E	[~ 2054]
BTL_STRID_SET_Sandapurizun_Start_2T	[~ 2055]
BTL_STRID_SET_Sandapurizun_Start_Y	[~ 2056]
BTL_STRID_SET_Sandapurizun_Start_Y2Y	[~ 2057]
BTL_STRID_SET_Sandapurizun_Start_E	[~ 2058]
BTL_STRID_SET_Sandapurizun_Start_E2E	[~ 2059]
BTL_STRID_SET_Sandapurizun_Start_T	[~ 2060]
BTL_STRID_SET_Sandapurizun_Start_T2T	[~ 2061]
BTL_STRID_SET_Zinbaittai	[~ 2062]
BTL_STRID_SET_Zinbaittai_Y	[~ 2063]
BTL_STRID_SET_Zinbaittai_E	[~ 2064]
BTL_STRID_SET_Zinbaittai_T	[~ 2065]
BTL_STRID_SET_NemukeGet	[~ 2066]
BTL_STRID_SET_NemukeGet_Y	[~ 2067]
BTL_STRID_SET_NemukeGet_E	[~ 2068]
BTL_STRID_SET_NemukeGet_T	[~ 2069]
BTL_STRID_SET_NemukeAct	[~ 2070]
BTL_STRID_SET_NemukeAct_Y	[~ 2071]
BTL_STRID_SET_NemukeAct_E	[~ 2072]
BTL_STRID_SET_NemukeAct_T	[~ 2073]
BTL_STRID_SET_NemukeWake	[VAR 0102(0000)]的\n睡意消失了！
BTL_STRID_SET_NemukeWake_Y	野生的[VAR 0102(0000)]的\n睡意消失了！
BTL_STRID_SET_NemukeWake_E	對手的[VAR 0102(0000)]的\n睡意消失了！
BTL_STRID_SET_NemukeWake_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n睡意消失了！
BTL_STRID_SET_NemukeAlready	[VAR 0102(0000)]\n已經睡意濃厚了。
BTL_STRID_SET_NemukeAlready_Y	野生的[VAR 0102(0000)]\n已經睡意濃厚了。
BTL_STRID_SET_NemukeAlready_E	對手的[VAR 0102(0000)]\n已經睡意濃厚了。
BTL_STRID_SET_NemukeAlready_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n已經睡意濃厚了。
BTL_STRID_SET_NemukeNoEffect	[VAR 0102(0000)]\n不會有睡意！
BTL_STRID_SET_NemukeNoEffect_Y	野生的[VAR 0102(0000)]\n不會有睡意！
BTL_STRID_SET_NemukeNoEffect_E	對手的[VAR 0102(0000)]\n不會有睡意！
BTL_STRID_SET_NemukeNoEffect_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n不會有睡意！
BTL_STRID_SET_SimoyakeGet	[~ 2086]
BTL_STRID_SET_SimoyakeGet_Y	[~ 2087]
BTL_STRID_SET_SimoyakeGet_E	[~ 2088]
BTL_STRID_SET_SimoyakeGet_T	[~ 2089]
BTL_STRID_SET_SimoyakeDamage	[~ 2090]
BTL_STRID_SET_SimoyakeDamage_Y	[~ 2091]
BTL_STRID_SET_SimoyakeDamage_E	[~ 2092]
BTL_STRID_SET_SimoyakeDamage_T	[~ 2093]
BTL_STRID_SET_SimoyakeCure	[VAR 0102(0000)]的\n凍傷痊癒了！
BTL_STRID_SET_SimoyakeCure_Y	野生的[VAR 0102(0000)]的\n凍傷痊癒了！
BTL_STRID_SET_SimoyakeCure_E	對手的[VAR 0102(0000)]的\n凍傷痊癒了！
BTL_STRID_SET_SimoyakeCure_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n凍傷痊癒了！
BTL_STRID_SET_SimoyakeAlready	[VAR 0102(0000)]\n已經被凍傷了！
BTL_STRID_SET_SimoyakeAlready_Y	野生的[VAR 0102(0000)]\n已經被凍傷了！
BTL_STRID_SET_SimoyakeAlready_E	對手的[VAR 0102(0000)]\n已經被凍傷了！
BTL_STRID_SET_SimoyakeAlready_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n已經被凍傷了！
BTL_STRID_SET_SimoyakeNoEffect	[VAR 0102(0000)]\n不會被凍傷！
BTL_STRID_SET_SimoyakeNoEffect_Y	野生的[VAR 0102(0000)]\n不會被凍傷！
BTL_STRID_SET_SimoyakeNoEffect_E	對手的[VAR 0102(0000)]\n不會被凍傷！
BTL_STRID_SET_SimoyakeNoEffect_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n不會被凍傷！
BTL_STRID_SET_BousouOn	[VAR 0102(0000)]\n正熱衷於[VAR 0107(0001)]！
BTL_STRID_SET_BousouOn_Y	野生的[VAR 0102(0000)]\n正熱衷於[VAR 0107(0001)]！
BTL_STRID_SET_BousouOn_E	對手的[VAR 0102(0000)]\n正熱衷於[VAR 0107(0001)]！
BTL_STRID_SET_BousouOn_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n正熱衷於[VAR 0107(0001)]！
BTL_STRID_SET_BousouOff	[VAR 0102(0000)]對\n[VAR 0107(0001)]不再熱衷了！
BTL_STRID_SET_BousouOff_Y	野生的[VAR 0102(0000)]對\n[VAR 0107(0001)]不再熱衷了！
BTL_STRID_SET_BousouOff_E	對手的[VAR 0102(0000)]對\n[VAR 0107(0001)]不再熱衷了！
BTL_STRID_SET_BousouOff_T	[VAR 0100(000A)]的[VAR 0102(0000)]對\n[VAR 0107(0001)]不再熱衷了！
BTL_STRID_SET_HahenzanryuuGet	[~ 2114]
BTL_STRID_SET_HahenzanryuuGet_Y	[~ 2115]
BTL_STRID_SET_HahenzanryuuGet_E	[~ 2116]
BTL_STRID_SET_HahenzanryuuGet_T	[~ 2117]
BTL_STRID_SET_HahenzanryuuDamage	[~ 2118]
BTL_STRID_SET_HahenzanryuuDamage_Y	[~ 2119]
BTL_STRID_SET_HahenzanryuuDamage_E	[~ 2120]
BTL_STRID_SET_HahenzanryuuDamage_T	[~ 2121]
BTL_STRID_SET_HahenzanryuuCure	[VAR 0102(0000)]\n甩掉了碎片！
BTL_STRID_SET_HahenzanryuuCure_Y	野生的[VAR 0102(0000)]\n甩掉了碎片！
BTL_STRID_SET_HahenzanryuuCure_E	對手的[VAR 0102(0000)]\n甩掉了碎片！
BTL_STRID_SET_HahenzanryuuCure_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n甩掉了碎片！
BTL_STRID_SET_KakuranOn	[~ 2126]
BTL_STRID_SET_KakuranOn_Y	[~ 2127]
BTL_STRID_SET_KakuranOn_E	[~ 2128]
BTL_STRID_SET_KakuranOn_T	[~ 2129]
BTL_STRID_SET_KakuranAct	[~ 2130]
BTL_STRID_SET_KakuranAct_Y	[~ 2131]
BTL_STRID_SET_KakuranAct_E	[~ 2132]
BTL_STRID_SET_KakuranAct_T	[~ 2133]
BTL_STRID_SET_KakuranOff	[VAR 0102(0000)]的\n煙幕消散了！
BTL_STRID_SET_KakuranOff_Y	野生的[VAR 0102(0000)]的\n煙幕消散了！
BTL_STRID_SET_KakuranOff_E	對手的[VAR 0102(0000)]的\n煙幕消散了！
BTL_STRID_SET_KakuranOff_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n煙幕消散了！
BTL_STRID_SET_BaidukeOn	[VAR 0102(0000)]擺出了\n強而有力的架勢！
BTL_STRID_SET_BaidukeOn_Y	野生的[VAR 0102(0000)]擺出了\n強而有力的架勢！
BTL_STRID_SET_BaidukeOn_E	對手的[VAR 0102(0000)]擺出了\n強而有力的架勢！
BTL_STRID_SET_BaidukeOn_T	[VAR 0100(000A)]的[VAR 0102(0000)]擺出了\n強而有力的架勢！
BTL_STRID_SET_BaidukeOff	[VAR 0102(0000)]解除了\n強而有力的架勢！
BTL_STRID_SET_BaidukeOff_Y	野生的[VAR 0102(0000)]解除了\n強而有力的架勢！
BTL_STRID_SET_BaidukeOff_E	對手的[VAR 0102(0000)]解除了\n強而有力的架勢！
BTL_STRID_SET_BaidukeOff_T	[VAR 0100(000A)]的[VAR 0102(0000)]解除了\n強而有力的架勢！
BTL_STRID_SET_KousyuhantenGet	[VAR 0102(0000)]\n互換了進攻力和防守力！
BTL_STRID_SET_KousyuhantenGet_Y	野生的[VAR 0102(0000)]\n互換了進攻力和防守力！
BTL_STRID_SET_KousyuhantenGet_E	對手的[VAR 0102(0000)]\n互換了進攻力和防守力！
BTL_STRID_SET_KousyuhantenGet_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n互換了進攻力和防守力！
BTL_STRID_SET_KousyuhantenOff	[VAR 0102(0000)]\n互換的力量復原了！
BTL_STRID_SET_KousyuhantenOff_Y	野生的[VAR 0102(0000)]\n互換的力量復原了！
BTL_STRID_SET_KousyuhantenOff_E	對手的[VAR 0102(0000)]\n互換的力量復原了！
BTL_STRID_SET_KousyuhantenOff_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n互換的力量復原了！
BTL_STRID_SET_UseItem_Rankup_CriticalOff	[VAR 0102(0000)]的\n幹勁消失了！
BTL_STRID_SET_UseItem_Rankup_CriticalOff_Y	野生的[VAR 0102(0000)]的\n幹勁消失了！
BTL_STRID_SET_UseItem_Rankup_CriticalOff_E	對手的[VAR 0102(0000)]的\n幹勁消失了！
BTL_STRID_SET_UseItem_Rankup_CriticalOff_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n幹勁消失了！
BTL_STRID_SET_KiaiDameOff	[VAR 0102(0000)]的\n幹勁消失了！
BTL_STRID_SET_KiaiDameOff_Y	野生的[VAR 0102(0000)]的\n幹勁消失了！
BTL_STRID_SET_KiaiDameOff_E	對手的[VAR 0102(0000)]的\n幹勁消失了！
BTL_STRID_SET_KiaiDameOff_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n幹勁消失了！
BTL_STRID_SET_SimoyakeCureWaza	[VAR 0102(0000)]用[VAR 0107(0001)]\n治癒了凍傷！
BTL_STRID_SET_SimoyakeCureWaza_Y	野生的[VAR 0102(0000)]用[VAR 0107(0001)]\n治癒了凍傷！
BTL_STRID_SET_SimoyakeCureWaza_E	對手的[VAR 0102(0000)]用[VAR 0107(0001)]\n治癒了凍傷！
BTL_STRID_SET_SimoyakeCureWaza_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0107(0001)]\n治癒了凍傷！
BTL_STRID_SET_NemukeCureWaza	[VAR 0107(0001)]讓\n[VAR 0102(0000)]的睡意消失了！
BTL_STRID_SET_NemukeCureWaza_Y	[VAR 0107(0001)]讓\n野生的[VAR 0102(0000)]的睡意消失了！
BTL_STRID_SET_NemukeCureWaza_E	[VAR 0107(0001)]讓\n對手的[VAR 0102(0000)]的睡意消失了！
BTL_STRID_SET_NemukeCureWaza_T	[VAR 0107(0001)]讓\n[VAR 0100(000A)]的[VAR 0102(0000)]的睡意消失了！
btl_state.dat
BTR_STATE_00_01	[~ 0]
BTR_STATE_00_02	[~ 1]
BTR_STATE_01_01	大晴天
BTR_STATE_01_02	天氣為晴朗狀態。\n火屬性的招式威力會提高。\n水屬性的招式威力會降低。
BTR_STATE_02_01	下雨
BTR_STATE_02_02	天氣為下雨狀態。\n水屬性的招式威力會提高。\n火屬性的招式威力會降低。
BTR_STATE_03_01	沙暴
BTR_STATE_03_02	天氣為沙暴狀態。\n岩石、地面和鋼屬性以外的寶可夢\n每回合會受到傷害。\n岩石屬性寶可夢的特防會提高。
BTR_STATE_04_01	冰雹
BTR_STATE_04_02	天氣為冰雹狀態。\n冰屬性以外的寶可夢\n每回合會受到傷害。
BTR_STATE_05_01	電氣場地
BTR_STATE_05_02	在５回合內，\n地面上的寶可夢不會陷入睡眠狀態。\n電屬性的招式威力會提高。
BTR_STATE_06_01	青草場地
BTR_STATE_06_02	在５回合內，\n地面上的寶可夢會緩緩回復ＨＰ。\n草屬性的招式威力會提高。
BTR_STATE_07_01	薄霧場地
BTR_STATE_07_02	在５回合內，\n地面上的寶可夢不會陷入異常狀態。\n龍屬性的招式傷害會減半。
BTR_STATE_08_01	戲法空間
BTR_STATE_08_02	在５回合內，\n速度慢的寶可夢可以先行動。
BTR_STATE_09_01	魔法空間
BTR_STATE_09_02	在５回合內，\n無法使用持有物。
BTR_STATE_10_01	奇妙空間
BTR_STATE_10_02	在５回合內，\n寶可夢的防禦和特防會互換。
BTR_STATE_11_01	易中要害
BTR_STATE_11_02	擊中對手要害的機率變高。
BTR_STATE_12_01	混亂
BTR_STATE_12_02	在１～４回合內，\n有時會攻擊自己。
BTR_STATE_13_01	著迷
BTR_STATE_13_02	♂對♀的攻擊變得不易發動，\n♀對♂的攻擊變得不易發動。
BTR_STATE_14_01	惡夢
BTR_STATE_14_02	在睡著的期間，\n每回合ＨＰ會減少。
BTR_STATE_15_01	瞌睡
BTR_STATE_15_02	被招式擊中的下一回合，\n會陷入瞌睡狀態。
BTR_STATE_16_01	再來一次
BTR_STATE_16_02	受到再來一次的攻擊，\n接下來３次行動就只能\n使出[VAR 0107(0000)]。
BTR_STATE_17_01	特性消失
BTR_STATE_17_02	特性消失，無法發揮效果。
BTR_STATE_18_01	無理取鬧
BTR_STATE_18_02	無法連續使出同樣的招式。
BTR_STATE_19_01	順風
BTR_STATE_19_02	在４回合內，\n上場戰鬥的寶可夢速度會變成２倍。
BTR_STATE_20_01	幸運咒語
BTR_STATE_20_02	不會被對手的招式擊中要害。
BTR_STATE_21_01	怨念
BTR_STATE_21_02	受到對手的招式攻擊而陷入瀕死時，\n該招式的ＰＰ會變成０。
BTR_STATE_22_01	回復封鎖
BTR_STATE_22_02	在５回合內，\n無法透過招式、特性\n或攜帶的道具回復ＨＰ。
BTR_STATE_23_01	被識破
BTR_STATE_23_02	變得會被原本對自己\n無效的特定招式擊中。\n無論有無閃避率提升的效果\n都會受到攻擊。
BTR_STATE_24_01	定身法
BTR_STATE_24_02	在４回合內\n無法使用[VAR 0107(0000)]。
BTR_STATE_25_01	無法逃走
BTR_STATE_25_02	無法逃走或進行替換。
BTR_STATE_26_01	鎖定
BTR_STATE_26_02	在鎖定後的下一回合，\n招式一定會命中。
BTR_STATE_27_01	查封
BTR_STATE_27_02	在５回合內\n無法使用持有物和道具。
BTR_STATE_28_01	充電
BTR_STATE_28_02	在使用充電的下一回合，\n電屬性的招式威力會變成２倍。
BTR_STATE_29_01	重力
