Battle\COMMON.msbt
NOT_MOVE	正在觀察狀況……
004	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0004_pc1001\0這聲音……難道說，\n是剛剛那個像藍色幽靈一樣的人？
005	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0005_mr1051\0是啊，我回過神來就變成劍了……
006	\x0e\x04\0\x18\x15\0EVT_REPLY_0070_pc1001\0騙人的吧……？
007	\x0e\x04\0\x1b\x18\0EVT_m0002_04_0003_mr2000\0嗚喔喔喔喔喔喔喔喔喔！
008	\x0e\x04\0\x1c\x19\0BTL_ACT_MULTI_0057_pc1002\0噫噫噫！
009	\x0e\x04\0\x18\x15\0EVT_REPLY_0022_mr1052\0當心點！
010	\x0e\x04\0\x18\x15\0EVT_REPLY_0053_pc1001\0唔！
011	\x0e\x04\0\x1b\x18\0EVT_m0008_01_1000_mr1051\0沒問題的，有我在。\n……我們上吧！
012	自此開始進入附加劇情
Event\m0009_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0001_mr1051\0看來總算是打倒他們了。
006	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0006_mr1052\0似乎也能變回來了呢。
007	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0007_mr1051\0雖然還不太能理解現在的狀況，\n但我還記得我的名字叫做\n「\x0e\0\x03\x02\x02\0庫洛武\x0e\0\x03\x02\xff\xff」……
008	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0008_pc1001\0庫洛武嗎……謝謝你。\n多虧你，我才能救出小翼。\n我是阿樹……蒼井樹。
009	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0009_mr1051\0蒼井樹啊……
010	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0010_mr1052\0我是「\x0e\0\x03\x02\x02\0希達\x0e\0\x03\x02\xff\xff」。\n你的名字叫做小翼，對嗎？
012	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0012_mr1052\0對不起呢，小翼。\n我……剛剛讓你很害怕吧？
013	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0013_pc1002\0那個……\n是的，我剛剛確實是很害怕。
014	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0014_pc1002\0不過，如果沒有你在，\n還不知道我現在會怎麼樣呢……\n非常謝謝你，希達小姐。
015	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0015_mr1052\0叫我希達就好了唷……\n小翼真是個溫柔的孩子呢。
016	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0016_pc1001\0話說……庫洛武你們到底是什麼人？\n一下攻擊我們，一下又幫助我們……
017	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0017_mr1051\0等等！\n我連自己為什麼在這裡\n都不知道啊！！
018	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0018_pc1002\0希達……你也是嗎？
019	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0019_mr1052\0我也試著回想過了，但是……
020	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0020_pc1002\0這樣啊……該怎麼辦呢，阿樹？
021	\x0e\x04\0\x1b\x18\0EVT_m0009_01_0021_mr1051\0關於這點……我想我們得儘早\x0e\0\x03\x02\x02\0離開\x0e\0\x03\x02\xff\xff這裡。\n畢竟那些不一定是全部的敵人。
023	\x0e\x04\0\x1b\x18\0EVT_m0009_01_1000_pc1001\0嗯？
024	\x0e\x04\0\x1b\x18\0EVT_m0009_01_1001_mr1051\0我才必須向你道謝。\n你心中所蘊藏的光輝\n驅除了我的黑暗。
025	\x0e\x04\0\x1b\x18\0EVT_m0009_01_1002_mr1051\0……謝謝你。\n以及請多指教，阿樹。
026	\x0e\x04\0\x1b\x18\0EVT_m0009_01_1003_pc1001\0……嗯！\n請多指教，庫洛武！
027	\x0e\x04\0\x1b\x18\0EVT_m0009_01_1004_pc1001\0庫洛武說得對。\n事情的細節等逃出去之後再說吧。
028	\x0e\x04\0\x1b\x18\0EVT_m0009_01_3000_pc1002\0咦？啊，是的！\n我是織部翼，今年１８歲！
Event\m0009_02.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m0009_02_0001_pc1001\0是\x0e\0\x03\x02\x02\0那裡\x0e\0\x03\x02\xff\xff嗎……
002	\x0e\x04\0\x1b\x18\0EVT_m0009_02_0002_pc1002\0呀啊啊啊！\n阿、阿樹！
003	\x0e\x04\0\x1b\x18\0EVT_m0009_02_0003_pc1001\0唔……！
Event\m0009_03.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m0009_03_0001_pc1001\0從怪物身上掉落的這個……是什麼呢？
002	\x0e\x04\0\x1b\x18\0EVT_m0009_03_1000_mr1051\0那是……「\x0e\0\x03\x02\x02\0表現晶\x0e\0\x03\x02\xff\xff」。\n恐怕是從人類身上奪走的……
003	\x0e\x04\0\x1b\x18\0EVT_m0009_03_0003_pc1002\0表現晶？
004	\x0e\x04\0\x1b\x18\0EVT_m0009_03_1001_mr1052\0只有你們人類才擁有的潛在力量……\n也是我們這種存在的糧食。
011	\x0e\x04\0\x1b\x18\0EVT_m0009_03_1002_pc1001\0選秀會的主持人……\n就是為了這個表現晶\n才擄走人們的嗎……？
007	\x0e\x04\0\x1b\x18\0EVT_m0009_03_0007_pc1002\0不過，這個閃閃發亮的好漂亮啊！
008	\x0e\x04\0\x1b\x18\0EVT_m0009_03_0008_mr1052\0呵呵……我從小翼身上\n也感覺得到表現晶的光輝喔。
009	\x0e\x04\0\x1b\x18\0EVT_m0009_03_1003_pc1001\0只有人類才擁有的力量嗎……
Event\m0009_04.msbt
001	\x0e\x04\0\x18\x15\0EVT_REPLY_0022_mr1051\0似乎潛藏著很多敵人啊……\n為了活下去，要隨時注意體力，\n儘早進行回復。
Event\m0010_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0001_np1101\0小翼，給我在那裡停下啊啊！！
002	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0002_pc1002\0呀啊！？
003	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0003_pc1001\0是、是選秀會的主持人……！？
004	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0004_np1101\0希達，你居然被那邊給拉攏了……\n別以為能夠逃離我的手掌心！！
005	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0005_pc1002\0噫……
006	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0006_np1101\0在那邊的男人……你是誰的主人？\n我感覺到相當強大的表現晶……
007	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0007_mr1051\0這傢伙……和以往的敵人不同！\n阿樹，千萬要小心！！
008	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0008_np1101\0庫洛武！？
009	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0009_np1101\0哈哈……啊哈哈哈哈哈哈哈哈！！\n找到了……不只希達，\n連庫洛武的容器也找到了啊啊啊！！
018	\x0e\x04\0\x18\x15\0EVT_REPLY_0053_pc1001\0嗚……！
013	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0013_pc1003\0阿樹，你沒事吧！？
014	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0014_pc1001\0咦！？這聲音是……
015	\x0e\x04\0\x1b\x18\0EVT_m0010_01_1000_pc1001\0斗馬！！
016	\x0e\x04\0\x1b\x18\0EVT_m0010_01_1001_pc1002\0斗馬！？
019	\x0e\x04\0\x1b\x18\0EVT_m0010_01_3000_pc1001\0\x0e\0\x03\x02\x02\0斗馬\x0e\0\x03\x02\xff\xff！！
017	\x0e\x04\0\x1b\x18\0EVT_m0010_01_0017_pc1003\0讓你們久等了，英雄駕到！
Event\m0011_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m0011_01_1000_pc1003\0……咦，奇怪？\n連阿樹他們也變成幻影主人了！？
002	\x0e\x04\0\x1b\x18\0EVT_m0011_01_0002_mr1053\0看來確實如此啊。
003	\x0e\x04\0\x1b\x18\0EVT_m0011_01_0003_np1101\0啊哈哈哈哈哈哈哈哈！！
004	\x0e\x04\0\x1b\x18\0EVT_m0011_01_1001_pc1003\0……啊？
005	\x0e\x04\0\x1b\x18\0EVT_m0011_01_0005_np1101\0幻影增加了！\n所有人都跟我走吧！
006	\x0e\x04\0\x1b\x18\0EVT_m0011_01_1002_pc1003\0……什麼，怎麼可能這麼輕易地跟你走！\n我要反過來，\n把你體內那個幻影趕出去！
Event\m0012_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m0012_01_0001_np1101\0我、我想將你們的表現晶……\n獻給\x0e\0\x03\x02\x02\0那位大人\x0e\0\x03\x02\xff\xff啊……\n唔啊啊啊啊啊啊啊啊啊啊！！
002	\x0e\x04\0\x1b\x18\0EVT_m0012_01_0002_pc1003\0吾已驅除邪惡幻影～！
003	\x0e\x04\0\x1b\x18\0EVT_m0012_01_0003_mr1053\0斗馬，剛剛的戰鬥你時機掌握得很好，\n打得不錯。不過，還是有不少多餘的動作。
004	\x0e\x04\0\x1b\x18\0EVT_m0012_01_0004_pc1003\0啊～好好好，我知道我知道。\n只是呢，不管什麼事，\n都要戲劇性一點才有趣嘛。
005	\x0e\x04\0\x1b\x18\0EVT_m0012_01_0005_pc1003\0話說……這個人應該還活著吧？\n欸，凱因，我記得你說過……\n這樣就能恢復原狀吧？
006	\x0e\x04\0\x1b\x18\0EVT_m0012_01_0006_mr1053\0應該是。\n不過……被幻影附身的人，\n原來會有這麼大的改變嗎……
007	\x0e\x04\0\x1b\x18\0EVT_m0012_01_0007_pc1003\0噢，我先跟你們介紹一下。\n這傢伙是\x0e\0\x03\x02\x02\0凱因\x0e\0\x03\x02\xff\xff，是我的搭檔。
008	\x0e\x04\0\x1b\x18\0EVT_m0012_01_0008_pc1003\0然後，凱因。\n這是阿樹跟小翼。
009	\x0e\x04\0\x1b\x18\0EVT_m0012_01_0009_mr1053\0你們就是蒼井樹跟織部翼吧。\n我常常聽斗馬提起你們，\n他說是很有趣的朋友。
010	\x0e\x04\0\x1b\x18\0EVT_m0012_01_0010_pc1002\0有趣……？
Event\m0012_02.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0001_pc1003\0阿樹，我知道你跑進伊多拉領域時，\n真的被你嚇出一身冷汗。
002	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0002_pc1001\0\x0e\0\x03\x02\x02\0伊多拉領域\x0e\0\x03\x02\xff\xff？
003	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0003_pc1003\0就是我們現在所在的這個世界……\n我真的超擔心你！
004	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0004_pc1001\0抱歉，雖然我也覺得不太好……\n但那時候我滿腦子只想著\n要去救小翼。
005	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0005_pc1003\0這我知道。\n我就是認為阿樹一定會這麼做，\n才會事先警告你。
006	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0006_pc1003\0畢竟你在這種時候總是會想也不想的\n就衝動行事……不過，你這次真的太逞強了！
012	\x0e\x04\0\x1b\x18\0EVT_m0012_02_1000_pc1001\0先不說這個，斗馬……\n你竟然跟這麼危險的事有關連……\n為什麼要瞞著我們……？
013	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0013_pc1003\0英雄必須隱瞞真實身分！\n特別是對自己的好朋友。
014	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0014_pc1001\0斗馬……
015	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0015_pc1003\0老實說……\n我是因為不想讓你擔心，\n才一直瞞著這件事的。
016	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0016_pc1003\0抱歉，阿樹。
017	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0017_pc1001\0……不，你不需要道歉。\n我也明白你的心情……
028	\x0e\x04\0\x1b\x18\0EVT_m0012_02_1001_pc1003\0謝啦，阿樹！\n話說回來，你也變成\n幻影主人了啊……
008	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0008_pc1001\0幻影主人是什麼？
009	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0009_pc1003\0凱因他們被稱為「\x0e\0\x03\x02\x02\0幻影\x0e\0\x03\x02\xff\xff」，\n而跟幻影一起戰鬥的人，\n則被稱為「\x0e\0\x03\x02\x02\0幻影主人\x0e\0\x03\x02\xff\xff」。
029	\x0e\x04\0\x18\x15\0EVT_REPLY_0039_pc1001\0原來如此。
021	\x0e\x04\0\x1b\x18\0EVT_m0012_02_1002_pc1003\0你也太冷靜了吧……\n為什麼能這麼平常心面對啊！
024	\x0e\x04\0\x1b\x18\0EVT_m0012_02_0024_pc1001\0有嗎……？
023	\x0e\x04\0\x1b\x18\0EVT_m0012_02_1003_pc1003\0阿樹真是堅強啊。
030	\x0e\x04\0\x1b\x18\0EVT_m0012_02_1004_pc1003\0好啦，在這裡聊下去也不是辦法。\n趕快\x0e\0\x03\x02\x02\0離開伊多拉領域吧\x0e\0\x03\x02\xff\xff。
Event\m0012_03.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0001_pc1003\0總之，\n你們兩個沒事真是太好了。
002	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0002_pc1003\0真是無妄之災啊，小翼。
003	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0003_pc1002\0嗯……\n好可怕……
004	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0004_pc1002\0不過，因為阿樹來救我了……
005	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0005_pc1003\0所以不要緊了，對吧！
006	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0006_pc1003\0畢竟對小翼來說，\n英雄絕對是阿樹嘛！
007	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0007_pc1002\0欸！？\n什、什麼英雄，你在說什麼啊！？
008	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0008_pc1001\0就是說啊，斗馬。\n想成為英雄的不是你嗎？
009	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0009_pc1003\0哎呀……你完全沒搞懂呢。
010	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0010_pc1001\0……？我說了什麼奇怪的話嗎？
011	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0011_pc1002\0不、不用在意……
012	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0012_pc1003\0看吧，凱因。\n這兩個人一直都是這個樣子。\n就跟我說的一樣吧？
013	\x0e\x04\0\x1b\x18\0EVT_m0012_03_0013_mr1053\0就跟你說的一樣呢。\n不過，不知為何有種非常令人懷念的感覺……
Event\m0013_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0001_pc1003\0這下就能回到台場珍珠了吧。
002	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0002_mr2001\0嗚嗚嗚嗚嗚……！
003	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0003_mr2002\0表現晶……\n把表現晶交出來……！
004	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0004_pc1002\0嗚！一下子出現好多！
005	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0005_pc1003\0嘖，數量這麼多真的有點棘手啊……
SEL_01_01	快逃吧！
006	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0006_pc1001\0快逃吧！\n我們是打不過這麼多敵人的！
007	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0007_pc1003\0但是，被包圍成這樣逃不出去啊……！
SEL_01_02	只能戰鬥了……！
008	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0008_pc1001\0這樣的話，只能戰鬥了……！
009	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0009_pc1002\0但是，敵人實在是太多了……！
010	\x0e\x04\0\x1d\x1a\0EVT_m0013_01_0010_pc1009_a\0待在那裡別動！
011	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0011_pc1001\0咦！？
012	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0012_pc1003\0霧亞小姐！？
013	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0013_pc1002\0咦？\x0e\0\x03\x02\x02\0Ｋｉｒｉａ\x0e\0\x03\x02\xff\xff！？\n為、為什麼Ｋｉｒｉａ本人會在這裡！？
014	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0014_pc1009\0……
015	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0015_pc1002\0啊啊，Ｋｉｒｉａ正在看著這裡……\n等等，難道Ｋｉｒｉａ也是\n幻影主人……？
016	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0016_pc1002\0怎……怎麼辦，\n總覺得腦袋開始心跳不已了……
017	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0017_pc1001\0那個，小翼……\n一般來說，腦袋不會有心跳的喔。
018	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0018_pc1002\0……啊！？糟糕了，阿樹！\n我沒有帶簽名板！\n這樣就不能跟他要簽名了啦！
019	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0019_pc1009\0那位少年是……
020	\x0e\x04\0\x1b\x18\0EVT_m0013_01_1000_pc1009\0……
021	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0021_pc1002\0啊……\n霧亞小姐，走掉了……\n好想要請他簽名呀。
022	\x0e\x04\0\x1b\x18\0EVT_m0013_01_0022_pc1001\0呃，先不要管簽名了……\n我們還是趕快離開這裡吧。
Event\m0014_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m0014_01_0001_pc1001\0……終於回來了。
002	\x0e\x04\0\x1b\x18\0EVT_m0014_01_0002_pc1003\0總之，你們兩個辛苦了。
003	\x0e\x04\0\x1b\x18\0EVT_m0014_01_0003_pc1002\0雖然發生了很多事情……\n但能平安回來真是太好了。
004	\x0e\x04\0\x1b\x18\0EVT_m0014_01_0004_pc1001\0我同意……\n唉，累死了。
Event\m1015_01.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m1015_01_0001_pc1004\0看來結束了呢，斗馬。
002	\x0e\x04\0\x1b\x18\0EVT_m1015_01_0002_pc1003\0是啊。\n雖然最後是靠霧亞小姐幫了我們一把。
003	\x0e\x04\0\x1b\x18\0EVT_m1015_01_0003_pc1004\0……這兩位是？
004	\x0e\x04\0\x1b\x18\0EVT_m1015_01_0004_pc1003\0蒼井樹和織部翼……是我的朋友。
005	\x0e\x04\0\x1b\x18\0EVT_m1015_01_0005_pc1002\0啊，是的，我是織部翼。
006	\x0e\x04\0\x1b\x18\0EVT_m1015_01_0006_pc1001\0……我是蒼井樹。
007	\x0e\x04\0\x1b\x18\0EVT_m1015_01_0007_pc1003\0舞子小姐，他們兩個似乎因為這次的事件\n覺醒成主人了喔。
008	\x0e\x04\0\x1b\x18\0EVT_m1015_01_0008_pc1004\0成為主人……
009	\x0e\x04\0\x1b\x18\0EVT_m1015_01_0009_pc1004\0命運真是捉弄人啊……
Event\m1015_02.msbt
001	\x0e\x04\0\x1b\x18\0EVT_m1015_02_0001_pc1001\0呃……請問你是……？
002	\x0e\x04\0\x1b\x18\0EVT_m1015_02_0002_pc1004\0我是\x0e\0\x03\x02\x02\0志摩崎舞子\x0e\0\x03\x02\xff\xff。
006	\x0e\x04\0\x1b\x18\0EVT_m1015_02_1000_pc1004\0有專人在調查類似這次發生在台場珍珠的事件，\n而我……\n我想想啊，算是他們的領導者吧。
007	\x0e\x04\0\x1b\x18\0EVT_m1015_02_0007_pc1001\0……調查？
008	\x0e\x04\0\x1b\x18\0EVT_m1015_02_0008_pc1004\0嗯。雖然由「幻影」引起的事件\n沒有公諸於世，\n但的確時不時地會發生。
025	\x0e\x04\0\x1b\x18\0EVT_m1015_02_1001_pc1004\0…………「落成公演失蹤事件」。\n那個事件……\n你當然也知道吧？
026	\x0e\x04\0\x1b\x18\0EVT_m1015_02_1002_pc1001\0……為數眾多的觀眾與演員\n轉眼之間消失無蹤的事件……對吧……
027	\x0e\x04\0\x1b\x18\0EVT_m1015_02_1003_pc1004\0那次事件也是幻影造成的喔。
012	\x0e\x04\0\x1b\x18\0EVT_m1015_02_1004_pc1004\0就連我們，至今也尚未摸清他們的真面目。
028	\x0e\x04\0\x1b\x18\0EVT_m1015_02_1005_pc1004\0不過……他們潛伏於被稱為伊多拉領域的空間，\n是危害人類的存在……\n……這點是無庸置疑的。
016	\x0e\x04\0\x1b\x18\0EVT_m1015_02_0016_pc1004\0他們的存在不能以科學解釋……\n沒辦法以現代武器之類的手段來驅逐。
017	\x0e\x04\0\x1b\x18\0EVT_m1015_02_0017_pc1004\0能打倒幻影的，\n就只有幻影的力量。
018	\x0e\x04\0\x1b\x18\0EVT_m1015_02_0018_pc1001\0就像……\n剛才幫助我們的庫洛武和希達……？
019	\x0e\x04\0\x1b\x18\0EVT_m1015_02_1006_pc1004\0你很敏銳呢。\n沒錯，部分的幻影會感應到擁有特殊才能的人類，\n並將力量借給他們……
021	\x0e\x04\0\x1b\x18\0EVT_m1015_02_0021_pc1004\0能借助成為幫手的幻影之力，\n對抗人類天敵的人……\n這就是「\x0e\0\x03\x02\x02\0幻影主人\x0e\0\x03\x02\xff\xff」喔。
022	\x0e\x04\0\x1b\x18\0EVT_m1015_02_0022_pc1004\0為了平息幻影引起的事件，\n我們非常需要主人的力量。
023	\x0e\x04\0\x1b\x18\0EVT_m1015_02_0023_pc1004\0不過，擁有幻影主人資質的人，\n實在是太少了……
Event\m1015_03.msbt
048	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1000_pc1002\0…………
049	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1001_pc1001\0小翼？
050	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1002_pc1002\0……請讓我幫忙。
051	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1003_pc1001\0咦咦！？
052	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1004_pc1003\0咦咦！？
066	\x0e\x04\0\x1b\x18\0EVT_m1015_03_3003_pc1001\0咦咦！？
053	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1005_pc1002\0雖然我不清楚自己能不能勝任……\n不過要是我有那個資質……\n請讓我幫忙！
054	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1006_pc1004\0原來如此。
003	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0003_pc1004\0你是\x0e\0\x03\x02\x02\0織部彩羽\x0e\0\x03\x02\xff\xff的妹妹對吧？
004	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0004_pc1002\0你……你怎麼知道……？
005	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0005_pc1004\0我們從五年前\n就知道你這個人了……
006	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0006_pc1004\0不過，\n我完全沒有想過\n會在這種情況下和小翼相遇。
008	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0008_pc1004\0……五年前的「\x0e\0\x03\x02\x02\0落成公演失蹤事件\x0e\0\x03\x02\xff\xff」中，\n織部彩羽消失在\n去看公演的小翼面前。
055	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1007_pc1002\0……是的。
056	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1008_pc1004\0……只要以幻影主人的身分行動，\n或許就能找到線索……\n……你是這麼想的沒錯吧？
057	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1009_pc1002\0我一直在找姊姊……\n我會參加選秀會，\n也是因為覺得加入演藝圈或許就能知道些什麼……
058	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1010_pc1002\0如果能找到有關姊姊的線索，\n我……要成為幻影主人！\n我、我想當上幻影主人！
059	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1011_pc1004\0…………
060	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1012_pc1004\0我明白了。\n小翼，今後就請多指教了。
061	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1013_pc1002\0謝、謝謝你！
017	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0017_pc1004\0阿樹打算怎麼做呢？
SEL_01_01	我知道了。
018	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0018_pc1001\0我知道了。\n要是有我能做到的事……\n我會提供協助。
019	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0019_pc1002\0阿樹！
020	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0020_pc1003\0我就知道阿樹會這麼說。
021	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0021_pc1004\0謝謝，阿樹。\n我喜歡直率的孩子喔。
SEL_01_02	就算你這麼問……
022	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0022_pc1001\0就算你這麼問……
023	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0023_pc1004\0的確……\n突然被要求和怪物戰鬥……\n面對這麼危險的事，會猶豫是理所當然的呢。
024	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0024_pc1004\0不過，\n讓小翼獨自面對那種危險，這樣好嗎？
025	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0025_pc1001\0……你戳到我的痛處了呢。
026	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0026_pc1004\0呵呵。\n想要的東西絕對要弄到手，是我的理念喔。
027	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0027_pc1001\0……
028	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0028_pc1002\0阿樹……
029	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0029_pc1003\0阿樹……
030	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0030_pc1001\0……我知道了。我也會提供協助。
031	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0031_pc1002\0阿樹……
062	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1014_pc1001\0今後就請你多多關照了。\n志摩崎小姐。
063	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1015_pc1004\0Ｎｏ～Ｎｏ～阿樹，叫我舞子。\n我比較喜歡被人直呼名字，這樣感覺比較友好。\n來，再叫一次！
064	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1016_pc1001\0喔、喔……\n請多多關照。\n舞子……小姐。
065	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1017_pc1002\0阿樹……這樣真的好嗎？
033	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1018_pc1001\0畢竟不能讓小翼\n單獨面對危險呢。
034	\x0e\x04\0\x1b\x18\0EVT_m1015_03_1019_pc1002\0謝謝……\n只要阿樹願意陪在我身邊，\n我就能努力下去喔！
036	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0036_pc1003\0喂～我也在喔。\n還是說，我太礙事了嗎？
037	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0037_pc1002\0沒、沒有這種事！\n斗馬也很可靠喔。
038	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0038_pc1004\0呵呵。你們感情真好呢。
039	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0039_pc1003\0哈哈哈！\n要是舞子小姐再年輕個１０歲，\n就能加入我們了呢。
040	\x0e\x04\0\x1b\x18\0EVT_m1015_03_0040_pc1004\0斗馬？\n等等和舞子小姐我好～好地聊聊吧？\n來聊聊你的未來。
