Text/archive_MES
ARC_CHARA_PL0000_001	Cereza
CORE_SAVESLOT_PARTS_06	Forbidden Tale
CORE_DIALOG_PARTS_001	Close
CORE_DIALOG_PARTS_004	Overwrite
CORE_DIALOG_PARTS_005	Quit
CORE_DIALOG_PARTS_061	Quit Game
CORE_DIALOG_PARTS_062	Continue
CORE_DIALOG_PARTS_063	Delete
CORE_DIALOG_PARTS_064	Really Delete
CORE_DIALOG_PARTS_065	Load
CORE_DIALOG_TITLE_002	Overwrite Save Data
CORE_DIALOG_TITLE_003	Delete Save Data
CORE_DIALOG_TITLE_004	Continue Journey
CORE_DIALOG_TITLE_009	Ignis' Pathways
CORE_DIALOG_TITLE_010	Pathway Closed
CORE_DIALOG_TITLE_020	Success!
CORE_DIALOG_TITLE_021	Concoct
CORE_DIALOG_TITLE_030	Reset Floor
CORE_DIALOG_TITLE_031	Exit
CORE_DIALOG_TITLE_032	Restart
CORE_DIALOG_TITLE_040	Challenge
CORE_DIALOG_TITLE_041	Unlock
CORE_DIALOG_TITLE_050	Inferno Fruit
CORE_DIALOG_TITLE_051	Moon Pearl
CORE_DIALOG_TITLE_052	Avalon Drops
CORE_DIALOG_TITLE_053	Onyx Roses
CORE_DIALOG_TITLE_054	Mandragora Root
CORE_DIALOG_TITLE_055	Baked Gecko
CORE_DIALOG_TITLE_056	Unicorn Horn
CORE_DIALOG_TITLE_057	Bookmark
CORE_DIALOG_TITLE_058	Vitality Petal
CORE_DIALOG_TITLE_059	Vitality Blossom
CORE_DIALOG_TITLE_060	Vitality Boost
CORE_DIALOG_TITLE_061	Magic Boost
CORE_DIALOG_TITLE_062	Magic Butterfly
CORE_DIALOG_TITLE_063	Crescent Cluster
CORE_DIALOG_TITLE_091	Completion Bonus
CORE_DIALOG_TITLE_100	New Costume!
CORE_DIALOG_TITLE_101	Change Costume
CORE_DIALOG_TITLE_102	Costumes
CORE_DIALOG_TITLE_130	The Story's Conclusion
CORE_DIALOG_TITLE_140	Review Controls
CORE_DIALOG_TITLE_150	Damage Taken
CORE_DIALOG_TITLE_151	Magic Gauge
CORE_DIALOG_TITLE_152	Bind Combo/Chomp!
CORE_DIALOG_TITLE_153	Enemy Strength
CORE_DIALOG_TITLE_154	Witch Pulse
CORE_DIALOG_TITLE_155	Game Help Settings
CORE_DIALOG_TITLE_156	Battle Difficulty
CORE_DIALOG_TITLE_160	Tutorials
CORE_DIALOG_TITLE_170	Saving: Jeanne's Tale
CORE_EV_EM0000_000	Bánánach
CORE_EV_EM0000_001	Fomhórach
CORE_EV_EM0010_000	Aos Sí
CORE_EV_EM0050_000	Púca
CORE_EV_EM0100_000	Affinity
CORE_EV_EM0120_000	Murúch
CORE_EV_EM0150_000	Jabberwock
CORE_EV_EM0300_000	Amadán Dubh
CORE_EV_EM1000_000	Prince Lukaon
CORE_EV_EM2000_000	Morgana
CORE_EV_EM2010_000	Lex Talionis
CORE_EV_EM2020_000	Forger of the Forbidden Covenant
CORE_EV_EM0500_000	Affirmer of Phenomena
CORE_INFO_EV_EM0000_000	Speared Hunter
CORE_INFO_EV_EM0000_001	Stalwart Guardian
CORE_INFO_EV_EM0010_000	Denizen of the Wood
CORE_INFO_EV_EM0050_000	The Grand Faerie King
CORE_INFO_EV_EM0100_000	Púca's Secret Weapon
CORE_INFO_EV_EM0120_000	Cold Assailant
CORE_INFO_EV_EM0150_000	Voracious Faerie Dragon
CORE_INFO_EV_EM0300_000	Lunatic Wisp-Juggler
CORE_INFO_EV_EM1000_000	The True Heir to the Throne
CORE_INFO_EV_EM2000_000	A Merciless, Unrivalled Umbran
CORE_INFO_EV_EM2010_000	Thorned Pestilence
CORE_INFO_EV_EM2020_000	Daemon Masquarata
CORE_INFO_EV_EM0500_000	Immutable Destiny
CORE_CHARA_PL0000	Cereza
CORE_CHARA_PL1100	Cheshire
CORE_CHARA_PL0050	Jeanne
CORE_CHARA_PL0100	Rosa
CORE_CHARA_PL0101	Mysterious Boy
CORE_CHARA_PL0102	Lukaon
CORE_CHARA_PL0103	Faerie Leader (?)
CORE_CHARA_PL0104	Púca
CORE_CHARA_PL0105	Colm
CORE_CHARA_PL0106	Forest Sage
CORE_CHARA_PL0107	Ignis
CORE_CHARA_PL0108	Morgana
CORE_CHARA_PL0109	White Wolf
CORE_CHARA_PL0110	Narrator
CORE_CHARA_PL0111	Cereza...?
CORE_CHARA_PL9999	???
CORE_CHARA_HD0000	Wisp
CORE_CHARA_WI0000	Eerie Voice
CORE_HTDMQUEST_0004	Hiding From My Fears
CORE_HTDMQUEST_0006	Needle Needed
CORE_HTDMQUEST_0008	Learning to Fight Back
CORE_HTDMQUEST_0013	A Suspicious Ritual
CORE_HTDMQUEST_0015	Curious Plantlife
CORE_HTDMQUEST_0017	Going for the Big Catch!
CORE_HTDMQUEST_0021	Bourgeois Stylist
CORE_HTDMQUEST_0023	So Hungry...
CORE_HTDMQUEST_0026	The Perfect Addition
CORE_HTDMQUEST_0028	No Pain No Gain
CORE_HTDMQUEST_0029	Super Lazy
CORE_HTDMQUEST_0032	Moral Support
CORE_HTDMQUEST_0034	Itchy Throat
CORE_HTDMQUEST_0037	A Different Scent
CORE_HTDMQUEST_0039	Nothing to Sneeze at
CORE_HTDMQUEST_STATUS_01	Available
CORE_HTDMQUEST_STATUS_02	In Progress
CORE_HTDMQUEST_STATUS_03	Report Needed
CORE_HTDMQUEST_STATUS_04	Complete
CORE_RETRY_01	Target Time
CORE_RETRY_02	Best Time
CORE_RETRY_03	?
CORE_RETRY_04	Yet to be Discovered...
CORE_MISSION_NAME_0001	Bind and defeat all enemies!
CORE_MISSION_NAME_0002	Defeat all enemies within the time limit!
CORE_MISSION_NAME_0003	Defeat all enemies without getting hit!
CORE_MISSION_NAME_0004	Avoid the curses and defeat all enemies!
CORE_MISSION_NAME_0005	Defeat all barriered enemies!
CORE_MISSION_NAME_0006	Race the clock!
CORE_MISSION_NAME_0007	Complete the Tír na nÓg!
CORE_MISSION_CLEAR_0001	Mission Complete!
CORE_BUFF_PARTS_05	Compounds
CORE_BUFF_PARTS_06	Recipes
CORE_BUFF_PARTS_07	Concoct
CORE_ITEM_NAME_002	Avalon Drops
CORE_ITEM_NAME_003	Onyx Roses
CORE_ITEM_NAME_004	Inferno Fruit
CORE_ITEM_NAME_005	Moon Pearl
CORE_ITEM_NAME_006	Mandragora Root
CORE_ITEM_NAME_007	Baked Gecko
CORE_ITEM_NAME_008	Unicorn Horn
CORE_ITEM_NAME_009	Umbran Syrup
CORE_ITEM_NAME_010	Demonic Mist
CORE_ITEM_NAME_011	Blast Cocktail
CORE_ITEM_NAME_012	Healing Tonic
CORE_ITEM_NAME_021	Magic Butterfly
CORE_ITEM_NAME_022	Crescent Cluster
CORE_ITEM_NAME_101	Vitality Petal
CORE_ITEM_NAME_102	Vitality Blossom
CORE_SKILL_NAME_301	Witch Pulse
CORE_SKILL_NAME_302	Absorption 1
CORE_SKILL_NAME_303	Thorn Bind
CORE_SKILL_NAME_304	Magic Share
CORE_SKILL_NAME_306	Quick Recast 1
CORE_SKILL_NAME_308	Venom Thorn 1
CORE_SKILL_NAME_309	Dodge Roll
CORE_SKILL_NAME_310	Multi-Bind 1
CORE_SKILL_NAME_311	Infernal Bond 1
CORE_SKILL_NAME_312	Big Pockets 1
CORE_SKILL_NAME_314	Pick-Up Wave
CORE_SKILL_NAME_315	Absorption 2
CORE_SKILL_NAME_317	Venom Thorn 2
CORE_SKILL_NAME_318	Thorn Vice
CORE_SKILL_NAME_320	Quick Recast 2
CORE_SKILL_NAME_322	Mixing Potency
CORE_SKILL_NAME_323	Big Pockets 2
CORE_SKILL_NAME_324	Cheshire Reflect
CORE_SKILL_NAME_325	Multi-Bind 2
CORE_SKILL_NAME_326	Infernal Bond 2
CORE_SKILL_NAME_327	Restoration Magic
CORE_SKILL_NAME_328	Buddy Charge
CORE_SKILL_NAME_329	Absorption 3
CORE_SKILL_NAME_330	Big Pockets 3
CORE_SKILL_NAME_331	Witch Time
CORE_SKILL_NAME_332	Multi-Bind 3
CORE_SKILL_NAME_401	Counter
CORE_SKILL_NAME_402	Charge Strike
CORE_SKILL_NAME_403	Chomp!
CORE_SKILL_NAME_404	Demon Dodge
CORE_SKILL_NAME_405	Thick Skin 1
CORE_SKILL_NAME_406	Bind Combo
CORE_SKILL_NAME_407	Dodge Dive
CORE_SKILL_NAME_408	This Way!
CORE_SKILL_NAME_409	Combo Mastery
CORE_SKILL_NAME_410	Wood Mastery
CORE_SKILL_NAME_411	Counter Rush
CORE_SKILL_NAME_413	Rocket Return
CORE_SKILL_NAME_414	Shift Strike
CORE_SKILL_NAME_415	Thick Skin 2
CORE_SKILL_NAME_416	Water Mastery
CORE_SKILL_NAME_417	Stone Mastery
CORE_SKILL_NAME_418	Demonic Hunger
CORE_SKILL_NAME_419	Claws and Fangs 1
CORE_SKILL_NAME_420	Unbound Cheshire
CORE_SKILL_NAME_421	Summon Revenge
CORE_SKILL_NAME_422	Thick Skin 3
CORE_SKILL_NAME_423	Fire Mastery
CORE_SKILL_NAME_424	Plush Punch
CORE_SKILL_NAME_425	That Tickles! 1
CORE_SKILL_NAME_426	That Tickles! 2
CORE_SKILL_NAME_427	Claws and Fangs 2
CORE_SKILL_NAME_510	Massive Bind 1
CORE_SKILL_NAME_525	Massive Bind 2
CORE_SKILL_NAME_532	Massive Bind 3
CORE_ILLUSIONLIFT_NAME_01	Eerie Light
CORE_ILLUSIONLIFT_NAME_02	Prison of Thorns
CORE_ILLUSIONLIFT_NAME_03	Calamity
CORE_ILLUSIONLIFT_NAME_04	Limitations
CORE_ILLUSIONLIFT_NAME_05	Rotation
CORE_ILLUSIONLIFT_NAME_06	Pursuance
CORE_ILLUSIONLIFT_NAME_07	Puncture
CORE_ILLUSIONLIFT_NAME_08	Revengeance
CORE_ILLUSIONLIFT_NAME_09	The Jest
CORE_ILLUSIONLIFT_NAME_10	Illusion
CORE_ILLUSIONLIFT_NAME_11	Off The Rails
CORE_ILLUSIONLIFT_NAME_12	Guidance
CORE_ILLUSIONLIFT_NAME_13	Bravery
CORE_ILLUSIONLIFT_NAME_14	Critical
CORE_ILLUSIONLIFT_NAME_15	Restraint
CORE_ILLUSIONLIFT_NAME_16	Showdown
CORE_ILLUSIONLIFT_NAME_17	Plunging Down
CORE_ILLUSIONLIFT_NAME_18	Stomping Grounds
CORE_ILLUSIONLIFT_NAME_19	Dark Projection
CORE_ILLUSIONLIFT_NAME_20	Breakthrough
CORE_ILLUSIONLIFT_NAME_21	Acceleration
CORE_ILLUSIONLIFT_NAME_22	Evasion
CORE_ILLUSIONLIFT_NAME_23	Obstruction
CORE_ILLUSIONLIFT_NAME_24	In a Flash
CORE_ILLUSIONLIFT_NAME_25	Compression
CORE_ILLUSIONLIFT_NAME_26	Primordial
CORE_ILLUSIONLIFT_NAME_27	Imprecation
CORE_ILLUSIONLIFT_NAME_28	Bordering Death
CORE_ILLUSIONLIFT_NAME_29	Vehemence
CORE_ILLUSIONLIFT_NAME_30	Resentment
CORE_ILLUSIONLIFT_NAME_31	Protection
CORE_ILLUSIONLIFT_NAME_32	Skirmish
CORE_ILLUSIONLIFT_NAME_33	Cursed Chains
CORE_ILLUSIONLIFT_NAME_34	Blinding Dark
CORE_ILLUSIONLIFT_NAME_35	Deliverance
CORE_ILLUSIONLIFT_NAME_36	Imposing Light
CORE_ILLUSIONLIFT_NAME_37	Sleet & Hail
CORE_ILLUSIONLIFT_NAME_38	Calamity - Trial
CORE_ILLUSIONLIFT_NAME_39	Rotation - Trial
CORE_ILLUSIONLIFT_NAME_40	Pursuance - Trial
CORE_ILLUSIONLIFT_NAME_41	Puncture - Trial
CORE_ILLUSIONLIFT_NAME_42	Off The Rails - Trial
CORE_ILLUSIONLIFT_NAME_43	Transportation - Trial
CORE_ILLUSIONLIFT_NAME_44	Showdown - Trial
CORE_ILLUSIONLIFT_NAME_45	Plunging Down - Trial
CORE_ILLUSIONLIFT_NAME_46	Stomping Grounds - Trial
CORE_ILLUSIONLIFT_NAME_47	Breakthrough - Trial
CORE_ILLUSIONLIFT_NAME_48	Evasion - Trial
CORE_ILLUSIONLIFT_NAME_49	Compression - Trial
CORE_ILLUSIONLIFT_NAME_50	Bordering Death - Trial
CORE_ILLUSIONLIFT_NAME_51	Resentment - Trial
CORE_ILLUSIONLIFT_NAME_52	Protection - Trial
CORE_ILLUSIONLIFT_NAME_53	Skirmish - Trial
CORE_ILLUSIONLIFT_NAME_54	Cursed Chains - Trial
CORE_ILLUSIONLIFT_NAME_55	Eerie Light - Trial
CORE_COSTUME_CERESSA_01	A Brave Witch
CORE_COSTUME_CERESSA_02	An Elegant Swan
CORE_COSTUME_CERESSA_03	Cereza in Wonderland
CORE_COSTUME_CERESSA_04	A Pesky Demon
CORE_COSTUME_CERESSA_05	Younger Days
CORE_COSTUME_CERESSA_06	The Right Eye
CORE_COSTUME_CERESSA_07	Observer of Time
CORE_COSTUME_CERESSA_08	Arch-Eve Origin
CORE_COSTUME_CERESSA_09	Jeanne
CORE_COSTUME_CERESSA_30	?????????
CORE_COSTUME_CHESHIRE_01	The Lost Demon
CORE_COSTUME_CHESHIRE_02	Accurser of Love
CORE_COSTUME_CHESHIRE_03	A Mad Hatter
