Text/archive_MES
ARC_CHARA_PL0000_001	瑟蕾莎
ARC_ARCHIVE_HITODAMA_TXT_0027	身高：容易瞄準的高度\n體重：不會被擊飛的重量\n個性：專情\n興趣：占卜\n\n飛刀靶是一個專情並熱愛占卜的少女。\n祂沉迷於透過占卜找尋祂的命定對象，\n精通所有的占卜方法。\n用水晶、自製塔羅牌、花朵、星象來占卜自是\n難不倒祂，不過祂最擅長的還是飛刀占卜。\n所謂飛刀占卜就是把刀子射向飛刀靶本人，\n依據中靶的情況來占卜吉凶，\n這種占卜方式雖然相當極端，\n但因為太稀奇了，頗受人魂好評。\n不過在飛刀占卜的過程中祂會動來動去，\n所以要射中本身就是一件很困難的事。\n順帶一提，若能射中正中央，\n飛刀靶就會認定此人是自己的命定對象，\n不過這樣的人至今都還未出現。
ARC_ARCHIVE_HITODAMA_TXT_0028	身高：7個腫包長\n體重：和沙包差不多\n個性：臉皮厚\n興趣：拳擊對打\n\n布魯士是一個不斷追求痛楚的怪胎。\n在成為人魂之後祂心中浮現一個想法：\n是不是能靠習慣來減輕痛苦的程度呢？\n在成為人魂的那一刻起祂明白到，\n只要不產生負面情感使能量枯竭，就不會死。\n也就是說，不管有多痛苦，\n只要不產生一絲負面情感就是不死之身。\n之後祂便開始投入耐痛特訓，\n自願當挨打的沙包，讓其他人魂攻擊自己。\n不過，從旁觀者角度來看祂似乎只是\n樂於被虐待，所以同伴都把祂當成一個怪胎。\n不過對祂來說，\n旁人的誤解也算特訓的環節之一。
ARC_ARCHIVE_HITODAMA_TXT_0029	身高：沒量過……\n體重：不在意……\n個性：懶惰\n興趣：睡午覺\n\n辛迪是個懶惰蟲。\n祂全身燒得焦黑，總是無精打采。\n交代祂的工作一定不會做。\n沒交代祂的工作當然也不會做。\n早上起床第一件事就是睡回籠覺。\n回籠覺睡醒，就接著睡午覺。\n整天懶洋洋的，經常回過神來天色都暗了。\n祂長久以來一直過著這種生活，\n同伴們也不覺得有哪裡不妥。\n如果辛迪一年有一次心血來潮想工作，\n其他人魂反而會擔心祂是不是怎麼了。\n辛迪現在雖然懶散到了極點，\n但在來到森林之前其實是個非常勤快的少年。\n因為希望從沒日沒夜的勞動生活中解脫，\n才造訪了阿瓦隆森林。\n就某種層面上來說，或許現在的祂很幸福。
ARC_ARCHIVE_HITODAMA_TXT_0030	身高：5支打火機高\n體重：燒不光的重\n個性：熱血漢子\n興趣：煙燻\n\n焦炭仔是有部分身體被燒焦的人魂。\n祂曾經為了掩護同伴而被妖精捉住，\n就算妖精威脅祂說出同伴的下落，\n祂也堅決不透漏半點風聲。\n雖然最後身體被火烤了，祂卻一點也不後悔，\n反而覺得身上的焦痕是全力保護同伴的勳章。\n祂是個熱血男子，也是個可靠的大哥，\n總是鼓舞其他生活艱苦的人魂同伴。\n祂的興趣是製作煙燻料理，\n會自己去找材料然後用香料煙燻，\n讓肚子餓的人魂飽餐一頓。\n直到現在，火焰仍一點一滴地侵蝕祂的身體，\n但祂還是勇往直前地面對一切，\n希望自己的生活態度能影響周遭的人魂。
ARC_ARCHIVE_HITODAMA_TXT_0031	身高：拉長的話2公尺\n體重：不計頭部的話10公克\n個性：不識相\n興趣：栽培植物\n\n芽芽是個喜愛栽培植物的人魂。\n變成人魂的祂，被妖精種了植物在頭上。\n雖然祂感覺得到植物正在吸取自己的營養，\n但不知為何，祂完全不打算拔掉它，\n甚至還心生想要種更多植物的使命感，\n秘密基地的角落現在被祂種滿各種植物。\n芽芽的個性比較不識相，\n就算人魂同伴拜託祂分一些植物來當食材，\n祂也會不由分說地就一口回絕。\n對祂來說，比起人魂同伴，\n種植更多可愛植物更為重要。\n祂打算為了植物鞠躬盡瘁，\n今後也要在秘密基地一角，\n勤快地照顧那些花花草草。
ARC_ARCHIVE_HITODAMA_TXT_0032	身高：16條皮帶長\n體重：和皮帶上的金屬差不多重\n個性：愛管閒事\n興趣：聊天\n\n皮帶頭是個超愛聊天的人魂，\n一開口不聊個好幾小時不罷休。\n祂也很愛管閒事，一發現人魂同伴有難，\n就會用快到驚人的速度跑過去，\n一邊說個不停一邊設法解決問題。\n愛聊天讓祂不僅知識淵博還交遊廣闊，\n只要找祂傾訴煩惱，問題通常馬上就解決。\n不過祂也有獨斷獨行的壞毛病，\n有時會不顧對方的意願，擅自決定解決方案。\n話雖如此，只要一有煩心事，多半都會\n馬上被祂察覺，因此不管願不願意，\n往往也只能照祂說的做。\n祂可說是「資訊就是力量」的最佳代言人。
ARC_ARCHIVE_HITODAMA_TXT_0033	身高：和長針＋短針差不多\n體重：和2根長針差不多\n個性：冷靜沉著\n興趣：刺繡\n\n針針的特徵是祂非比尋常的專注力。\n只要開始做某件事，天塌下來祂都不為所動，\n只是專心地完成自己手邊的事。\n特別是在祂專注力之下誕生的刺繡作品，\n每件都美不勝收，讓其他人魂讚不絕口。\n祂平時就表現得冷靜沉著，\n似乎從來沒人見過祂情緒波動的模樣。\n不過，祂很常因為過於專注於手邊工作，\n而忘記自己身體的極限，不知多少次曾因為\n廢寢忘食地刺繡以致昏厥。\n祂手藝靈巧卻又個性笨拙，\n這樣的反差讓祂深受周圍人魂的喜愛。\n把食物放在正專心工作的針針身旁，\n已成了人魂之間不成文的規定。
ARC_ARCHIVE_HITODAMA_TXT_0034	身高：和鋼絲的總長差不多\n體重：和鋼絲的總重差不多\n個性：害羞\n興趣：跳舞、唱歌\n\n鋼絲寶是開朗活潑的少女，\n但也有害羞又靦腆的一面。\n只要有祂加入，氣氛就會立刻熱絡起來。\n祂的興趣是唱跳自己創作的舞蹈和歌曲，\n據說要是同伴央求祂露一手，雖然很害羞，\n祂還是會滿臉通紅地在大家面前表演。\n因為頭上被妖精裝了帶刺鋼絲，害祂不能\n直接和同伴接觸，這點其實讓祂很在意。\n不過，祂的同伴卻完全不以為意，\n反而把祂視為能療癒疲憊心靈的太陽，\n對祂十分喜愛。\n曾夢想以歌手身分登上大型舞台的祂，\n也很滿意現在每天唱歌跳舞給同伴看的日子。
ARC_ARCHIVE_HITODAMA_TXT_0035	身高：1.5把大剪刀高\n體重：0.5把大剪刀重\n個性：聰明能幹\n興趣：西洋棋\n\n剪剪是人魂裡的賢者，不但反應快又精明。\n祂的聰明才智也貢獻在秘密基地的\n擴增改建工程。祂會找出妖精丟掉的垃圾，\n再畫出有趣遊樂設施的設計圖。\n實際上，秘密基地裡絕大多數的遊樂設施\n都是由祂設計改良的作品，\n因此祂對人魂的貢獻可說是不計其數。\n不過祂對沒興趣的事就毫不關心，\n像是抵禦妖精攻擊的防禦設備，\n祂就從不曾提出過任何想法。\n在生死一線間的阿瓦隆森林裡，\n休閒娛樂非常難能可貴。\n剪剪為了放鬆大家的緊張情緒，\n不斷提供新的娛樂方式，\n因此被稱為人魂賢者也是毋庸置疑。
ARC_ARCHIVE_HITODAMA_TXT_0036	身高：快斷掉了無法測量\n體重：和腦袋上的刀差不多\n個性：爽快\n興趣：辯論\n\n剃剃的個性很爽快乾脆。\n祂喜歡是非分明，最討厭半吊子。\n所以經常看到祂在嚴厲訓斥同伴，\n導致有些人魂對祂避之唯恐不及。\n不過，本人對此早已做好心理準備。\n在總要面臨妖精追捕的阿瓦隆森林裡，\n生死往往在一念之間，\n因此祂才會刻意扮演討人厭的角色。\n順帶一提，祂很喜歡辯論，\n尤其喜愛講到對方無話可說。\n雖然祂為同伴著想的心意應非虛假，\n但問題似乎是出在別的地方。
ARC_ARCHIVE_HITODAMA_TXT_0037	身高：7支扳手高\n體重：3顆螺帽重\n個性：真誠\n興趣：讀書\n\n人魂中最爽朗真誠的，可說就是墊墊了。\n同伴有難祂會第一時間伸出援手，\n為了保護同伴，連妖精也敢對抗。\n祂靠著讀書的興趣累積了豐富知識，\n從旁協助秘密基地領袖柯爾姆的模樣，\n就像一個優秀的參謀。\n祂的運動神經也算不錯，還以祂為中心\n組成了自衛隊在秘密基地附近巡邏，\n是文武雙全的代表。\n如此有才幹的祂，卻不會因此驕傲自大，\n無論對誰都一視同仁，連個性也很好。\n由於墊墊太過完美，反而讓其他人魂\n對祂畏懼三分，認為比起妖精，\n或許更不該與祂為敵。
ARC_ARCHIVE_HITODAMA_TXT_0038	身高：在能準確測量前不公開\n體重：在能精準測量前不公開\n個性：堅忍不拔\n興趣：慢跑\n\n栓栓庫很講究精準地完成例行公事。\n對祂來說，每天在固定的時間起床、\n吃固定的食物、做固定的事是生活的法則。\n祂每天會慢跑數十公里以上，雖然生活模式\n在旁人眼中像是苦行，祂卻完全不以為意。\n祂甚至公開宣告，一旦祂決定好要做什麼，\n無論如何都會完成。\n這麼做並非有什麼特定目的，祂只是覺得\n確實地完成自身計畫是一件十分爽快的事情。\n因此，栓栓庫視可能破壞祂例行公事的妖精\n如蛇蠍一般厭惡至極。\n從前的祂其實很沒有時間觀念，是自從妖精\n把螺栓塞進祂的腦袋後才性格大變。
ARC_ARCHIVE_HITODAMA_TXT_0039	身高：15綑繃帶高\n體重：1件馬甲重\n個性：乖巧溫順\n興趣：散步、唱歌\n\n繃帶達是個善良體貼的少女。\n祂體弱多病，很容易跌倒，所以滿身是傷。\n身上的療傷繃帶已成了祂的標誌。\n在人魂當中年紀算小，加上個性乖巧溫順，\n所以同伴都把祂當成妹妹疼愛。\n祂喜歡散步和唱歌，經常可以在秘密基地附近\n看到祂一邊哼歌一邊散步的身影。\n祂生前久病不癒，之所以造訪阿瓦隆森林\n就是心想只要成為人魂就不用再擔心生病了。\n遺憾的是，成了人魂之後祂的病還是沒好，\n不過有溫暖的同伴圍繞在身邊，\n讓祂相當心滿意足。\n現在每天都很開心地唱歌給大家聽。
ARC_ARCHIVE_HITODAMA_TXT_0040	身高：遠比大樹矮\n體重：宛如枯葉\n個性：禁欲\n興趣：冥想\n\n巫巫是從很久以前就生活在森林裡的人魂。\n據說是森林裡最長壽的生物，\n身體有一半已經化為樹木。\n也因此祂上知天文下知地理，\n人魂都視祂為可靠的活字典。\n不過祂腦袋裡的知識很多已經過時，\n所以和最近進入森林的人魂有時會雞同鴨講。\n長年以來的森林生活，讓祂學會壓抑欲望，\n尤其很少花時間在吃飯和睡覺上。\n巫巫表示，要在森林裡存活下來，\n就必須捨棄欲望。不過祂每天冥想時\n經常會睡著，早已是人盡皆知的事實。\n以前曾和伊古妮絲一起旅行過，\n但祂堅決不透露當時的細節。
ARC_ARCHIVE_HITODAMA_TXT_9999	身高：？？？\n體重：？？？\n個性：？？？\n興趣：？？？\n\n祂好像有什麼煩惱……\n
Text/core_MES
CORE_COMMON_001	是
CORE_COMMON_002	否
CORE_COMMON_004	-
CORE_COMMON_005	關閉
CORE_COMMON_007	／
CORE_COMMON_008	×
CORE_COMMON_010	???
CORE_COMMON_011	返回選單
CORE_COMMON_012	重新開始
CORE_COMMON_013	離開提爾納諾
CORE_COMMON_014	切換地圖
CORE_EVENT_PAUSE_01	休息一下
CORE_BTN_HELP_001	休息一下
CORE_BTN_HELP_002	確定
CORE_BTN_HELP_003	返回
CORE_BTN_HELP_004	跳過
CORE_BTN_HELP_005	刪除
CORE_BTN_HELP_006	關閉
CORE_BTN_HELP_007	選擇
CORE_BTN_HELP_008	移動游標
CORE_BTN_HELP_009	恢復原狀
CORE_BTN_HELP_010	放大／縮小
CORE_BTN_HELP_012	（長按）學習
CORE_BTN_HELP_013	解鎖
CORE_BTN_HELP_014	挑戰
CORE_BTN_HELP_015	開啟
CORE_BTN_HELP_016	交付
CORE_BTN_HELP_017	切換選單
CORE_BTN_HELP_018	捲動
CORE_BTN_HELP_020	放大觀看
CORE_BTN_HELP_021	切換型態
CORE_BTN_HELP_023	返回標題
CORE_BTN_HELP_024	練習
CORE_BTN_HELP_025	結束練習
CORE_BTN_HELP_026	切換敵人：
CORE_BTN_HELP_027	確認效果
CORE_BTN_HELP_028	更換髮型
CORE_BTN_HELP_029	召喚敵人
CORE_BTN_HELP_030	近身類型（攻擊）
CORE_BTN_HELP_031	射擊類型（攻擊）
CORE_BTN_HELP_032	近身類型（不動）
CORE_BTN_HELP_033	射擊類型（不動）
CORE_BTN_HELP_034	近身類型（複數‧攻擊）
CORE_BTN_HELP_035	近身類型（瀕死）
CORE_BTN_HELP_036	切換技能說明
CORE_BTN_HELP_037	更換繃帶
CORE_BTN_HELP_038	隨機播放曲目
CORE_BTN_HELP_039	近身類型（複數‧不動）
CORE_EVENT_PAUSE_02	跳過這段故事
CORE_EVENT_PAUSE_03	下一頁／（長按）快速翻頁
CORE_EVENT_PAUSE_04	自動換頁
CORE_SVLD_01	記錄故事
CORE_SVLD_02	讀取故事
CORE_TITLE_RUBY_01	請選擇要記錄的頁面。
CORE_TITLE_RUBY_02	從頭開始
CORE_TITLE_RUBY_03	請選擇要讀取的頁面。
CORE_TITLE_RUBY_04	請選擇要刪除的頁面。
CORE_TITLE_01	儲存
CORE_TITLE_03	讀取
CORE_TITLE_05	回到最上方
CORE_TITLE_06	調製道具
CORE_TITLE_07	更換服裝
CORE_NPC_PARTS_03	去其他地點
CORE_NPC_PARTS_04	閒聊
CORE_NPC_PARTS_05	記錄故事
CORE_NPC_PARTS_08	從頭開始遊戲
CORE_NPC_PARTS_09	提爾納諾
CORE_NPC_PARTS_10	更換服裝
CORE_NPC_PARTS_11	調製道具
CORE_MAP_NAME_0100	誘惑之路
CORE_MAP_NAME_0200	翠綠樂園
CORE_MAP_NAME_0300	新葉庭園
CORE_MAP_NAME_0400	妮姆薇湖
CORE_MAP_NAME_0500	日光海灘
CORE_MAP_NAME_0600	流光廣場
CORE_MAP_NAME_0700	寒風大樹
CORE_MAP_NAME_0800	大地的水瓶
CORE_MAP_NAME_0900	飛龍湖畔
CORE_MAP_NAME_1000	純白樹幹
CORE_MAP_NAME_1100	妖精樂園之塔
CORE_MAP_NAME_1200	監視哨塔
CORE_MAP_NAME_1300	被遺忘的山丘
CORE_MAP_NAME_1400	封印之地
CORE_MAP_NAME_1500	被埋沒的聖地
CORE_MAP_NAME_1600	妖精王的祭壇
CORE_MAP_NAME_1700	枯木森林
CORE_MAP_NAME_1800	普卡的要塞
CORE_MAP_NAME_3000	摩根娜的家
CORE_MAP_NAME_3100	阿瑪丹大天幕
CORE_MAP_NAME_3200	古代宮殿
CORE_MAP_NAME_3400	木之祠
CORE_MAP_NAME_3500	石之祠
CORE_MAP_NAME_3600	水之祠
CORE_MAP_NAME_3700	火之祠
CORE_MAP_NAME_3800	人魂秘密基地
CORE_MAP_NAME_3900	虛幻的黑暗
CORE_MAP_NAME_9999	???
CORE_CHAPTER_NAME_00	黑暗
CORE_CHAPTER_NAME_01	月圓之夜的訓練
CORE_CHAPTER_NAME_02	前往黑暗森林
CORE_CHAPTER_NAME_03	第1個元素核心
CORE_CHAPTER_NAME_04	瑟蕾莎的決心
CORE_CHAPTER_NAME_05	瘋狂馬戲團
CORE_CHAPTER_NAME_06	恐懼與挫折
CORE_CHAPTER_NAME_07	邪龍巢穴
CORE_CHAPTER_NAME_08	裂痕
CORE_CHAPTER_NAME_09	一個人與一隻貓
CORE_CHAPTER_NAME_10	與王相遇
CORE_CHAPTER_NAME_11	禁忌的祭壇
CORE_CHAPTER_NAME_12	為了朋友
CORE_CHAPTER_NAME_13	少女成為魔女的夜晚
CORE_SAVESLOT_PARTS_02	儲存中
CORE_SAVESLOT_PARTS_03	達成率
CORE_SAVESLOT_PARTS_04	%
CORE_SAVESLOT_PARTS_05	沒有記錄
CORE_SAVESLOT_PARTS_06	禁忌傳說
