CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	发生连接错误。
Area05_Analyzed_L04	而一部分心愿逐渐地渗透进了栖息在幻界大海的鱿鱼、章鱼等海洋生物。
Area05_Analyzed_L05	终于有一天，这些海洋生物萌生了一种感情。
Area05_Analyzed_L06	这种感情与幻界人类过去渴望重返地表的心愿类似。
Area05_Analyzed_L07	感情促使这些海洋生物迅速进化。
Area05_Analyzed_L08	它们学会了用肺呼吸，得到了强大的行动能力，适应了在空气中活动。
Area05_Analyzed_L09	它们的智慧也获得了显著的成长，部分物种还获得了拟态能力。
Area05_Analyzed_L10	进化后的生物们踏上陆地，开始寻找前往地表的方法。
Area05_Analyzed_L11	尽管在不习惯的陆地上行动十分辛苦，但它们还是发现了人类进入巨大洞穴时使用的通道。
Area05_Analyzed_L12	于是这些生物离开了幻界，向地表进发。
Area05_Analyze01_Title	智慧的觉醒
Area05_Analyze01_T0	育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area05_Analyze01_T1	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area05_Analyze02_Title	智慧的觉醒
Area05_Analyze02_T0	幻界的内壁崩塌时，许多碎片落入了海里。\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area05_Analyze02_T1	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area05_Analyze03_Title	智慧的觉醒
Area05_Analyze03_T0	幻界的内壁崩塌时，许多碎片落入了海里。\n碎片中流出大量液晶，混在了海水之中。\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area05_Analyze03_T1	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area05_Analyze04_Title	智慧的觉醒
Area05_Analyze04_T0	幻界的内壁崩塌时，许多碎片落入了海里。\n碎片中流出大量液晶，混在了海水之中。\n人类长久以来的心愿，已经深深铭刻在液晶之中。\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area05_Analyze04_T1	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area05_Analyze05_Title	智慧的觉醒
Area05_Analyze05_T0	幻界的内壁崩塌时，许多碎片落入了海里。\n碎片中流出大量液晶，混在了海水之中。\n人类长久以来的心愿，已经深深铭刻在液晶之中。\n而一部分心愿逐渐地渗透进了栖息在幻界大海的鱿鱼、章鱼等海洋生物。\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area05_Analyze05_T1	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area05_Analyze06_Title	智慧的觉醒
Area05_Analyze06_T0	幻界的内壁崩塌时，许多碎片落入了海里。\n碎片中流出大量液晶，混在了海水之中。\n人类长久以来的心愿，已经深深铭刻在液晶之中。\n而一部分心愿逐渐地渗透进了栖息在幻界大海的鱿鱼、章鱼等海洋生物。\n终于有一天，这些海洋生物萌生了一种感情。\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area05_Analyze06_T1	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area05_Analyze07_Title	智慧的觉醒
Area05_Analyze07_T0	幻界的内壁崩塌时，许多碎片落入了海里。\n碎片中流出大量液晶，混在了海水之中。\n人类长久以来的心愿，已经深深铭刻在液晶之中。\n而一部分心愿逐渐地渗透进了栖息在幻界大海的鱿鱼、章鱼等海洋生物。\n终于有一天，这些海洋生物萌生了一种感情。\n这种感情与幻界人类过去渴望重返地表的心愿类似。
Area05_Analyze07_T1	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area05_Analyze08_Title	智慧的觉醒
Area05_Analyze08_T0	幻界的内壁崩塌时，许多碎片落入了海里。\n碎片中流出大量液晶，混在了海水之中。\n人类长久以来的心愿，已经深深铭刻在液晶之中。\n而一部分心愿逐渐地渗透进了栖息在幻界大海的鱿鱼、章鱼等海洋生物。\n终于有一天，这些海洋生物萌生了一种感情。\n这种感情与幻界人类过去渴望重返地表的心愿类似。
Area05_Analyze08_T1	感情促使这些海洋生物迅速进化。\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area05_Analyze09_Title	智慧的觉醒
Area05_Analyze09_T0	幻界的内壁崩塌时，许多碎片落入了海里。\n碎片中流出大量液晶，混在了海水之中。\n人类长久以来的心愿，已经深深铭刻在液晶之中。\n而一部分心愿逐渐地渗透进了栖息在幻界大海的鱿鱼、章鱼等海洋生物。\n终于有一天，这些海洋生物萌生了一种感情。\n这种感情与幻界人类过去渴望重返地表的心愿类似。
Area05_Analyze09_T1	感情促使这些海洋生物迅速进化。\n它们学会了用肺呼吸，得到了强大的行动能力，适应了在空气中活动。\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area05_Analyze10_Title	智慧的觉醒
Area05_Analyze10_T0	幻界的内壁崩塌时，许多碎片落入了海里。\n碎片中流出大量液晶，混在了海水之中。\n人类长久以来的心愿，已经深深铭刻在液晶之中。\n而一部分心愿逐渐地渗透进了栖息在幻界大海的鱿鱼、章鱼等海洋生物。\n终于有一天，这些海洋生物萌生了一种感情。\n这种感情与幻界人类过去渴望重返地表的心愿类似。
Area05_Analyze10_T1	感情促使这些海洋生物迅速进化。\n它们学会了用肺呼吸，得到了强大的行动能力，适应了在空气中活动。\n它们的智慧也获得了显著的成长，部分物种还获得了拟态能力。\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area05_Analyze11_Title	智慧的觉醒
Area05_Analyze11_T0	幻界的内壁崩塌时，许多碎片落入了海里。\n碎片中流出大量液晶，混在了海水之中。\n人类长久以来的心愿，已经深深铭刻在液晶之中。\n而一部分心愿逐渐地渗透进了栖息在幻界大海的鱿鱼、章鱼等海洋生物。\n终于有一天，这些海洋生物萌生了一种感情。\n这种感情与幻界人类过去渴望重返地表的心愿类似。
Area05_Analyze11_T1	感情促使这些海洋生物迅速进化。\n它们学会了用肺呼吸，得到了强大的行动能力，适应了在空气中活动。\n它们的智慧也获得了显著的成长，部分物种还获得了拟态能力。\n进化后的生物们踏上陆地，开始寻找前往地表的方法。\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”\n茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area05_Analyze12_Title	智慧的觉醒
