CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	通信エラーが発生しました
Area03_Analyze01_T1	B‚˝–˛‚Ě‰t»ｻ‚Ě—ĘY‚Şi‚Ţ茹‚ĆAI‹^i‚Ě“ŕ•Ç‚đ‚¨‚¨‚ß¤‚ć‚¤‚É‰t»‚Ş’Ł量‚č‚‚ç‚ĘYł‚ę\n‰ÍBl‚đX‚Ě‘‚˘ó‰螟f‚µt»‚‚A‚Â‚É‚µŚő‚Äﾓ‚˘‚˝Śi‚đ受o‚・Ä’nă‚Ĺ–Ú‚·\n’no肆í‚ę‚Ä‚Ś˝B‚çl”Ľ˘‹I‰ß‚µﾎ‚‚Ń‹ó‚đŚAlÄ邯‰‰ş‚Éú‚‚Ş‚ß‚ÄÄ—Ţ‚ÍŤ
Area03_Analyze02_Title	新たな空
Area03_Analyze02_T0	オルタナの科学者の一人が、イカの体液から液晶を生成することに成功。\nĚ‰tｴA»‚ÍA¶•¨‚Ě”»·‚é”微÷”˝‰ă‚\\Č“d‹CM‚é‚±‚Ť†‚É‚µ‚ÄF‚đ•Ď‰»‚ł‚ą‚«簇‚˝BĆ‚Ş‚Ĺ\n¤‚µ遙‚±Ě”]”g‚µ‚đ‰đÍ‚µ–]‚ń‚ľ‚ŕ‚Ě‚đﾋﾟ‰f‚µ‚˝Bo‚ą‚‚析‚ÄŚ‚éŇ‚éA–˛‚Ě‰t»‚ŞŠ¬
Area03_Analyze02_T1	B‚˝–˛‚Ě‰t»ｻ‚Ě—ĘY‚Şi‚Ţ茹‚ĆAI‹^i‚Ě“ŕ•Ç‚đ‚¨‚¨‚ß¤‚ć‚¤‚É‰t»‚Ş’Ł量‚č‚‚ç‚ĘYł‚ę\n‰ÍBl‚đX‚Ě‘‚˘ó‰螟f‚µt»‚‚A‚Â‚É‚µŚő‚Äﾓ‚˘‚˝Śi‚đ受o‚・Ä’nă‚Ĺ–Ú‚·\n’no肆í‚ę‚Ä‚Ś˝B‚çl”Ľ˘‹I‰ß‚µﾎ‚‚Ń‹ó‚đŚAlÄ邯‰‰ş‚Éú‚‚Ş‚ß‚ÄÄ—Ţ‚ÍŤ
Area03_Analyze03_Title	新たな空
Area03_Analyze03_T0	オルタナの科学者の一人が、イカの体液から液晶を生成することに成功。\nその液晶は、生物の発する微弱な電気信号に反応して色を変化させることができた。\n¤‚µ遙‚±Ě”]”g‚µ‚đ‰đÍ‚µ–]‚ń‚ľ‚ŕ‚Ě‚đﾋﾟ‰f‚µ‚˝Bo‚ą‚‚析‚ÄŚ‚éŇ‚éA–˛‚Ě‰t»‚ŞŠ¬
Area03_Analyze03_T1	B‚˝–˛‚Ě‰t»ｻ‚Ě—ĘY‚Şi‚Ţ茹‚ĆAI‹^i‚Ě“ŕ•Ç‚đ‚¨‚¨‚ß¤‚ć‚¤‚É‰t»‚Ş’Ł量‚č‚‚ç‚ĘYł‚ę\n‰ÍBl‚đX‚Ě‘‚˘ó‰螟f‚µt»‚‚A‚Â‚É‚µŚő‚Äﾓ‚˘‚˝Śi‚đ受o‚・Ä’nă‚Ĺ–Ú‚·\n’no肆í‚ę‚Ä‚Ś˝B‚çl”Ľ˘‹I‰ß‚µﾎ‚‚Ń‹ó‚đŚAlÄ邯‰‰ş‚Éú‚‚Ş‚ß‚ÄÄ—Ţ‚ÍŤ
Area03_Analyze04_Title	新たな空
Area03_Analyze04_T0	オルタナの科学者の一人が、イカの体液から液晶を生成することに成功。\nその液晶は、生物の発する微弱な電気信号に反応して色を変化させることができた。\nこうして見る者の脳波を解析し望んだものを映し出せる、夢の液晶が完成した。
Area03_Analyze04_T1	B‚˝–˛‚Ě‰t»ｻ‚Ě—ĘY‚Şi‚Ţ茹‚ĆAI‹^i‚Ě“ŕ•Ç‚đ‚¨‚¨‚ß¤‚ć‚¤‚É‰t»‚Ş’Ł量‚č‚‚ç‚ĘYł‚ę\n‰ÍBl‚đX‚Ě‘‚˘ó‰螟f‚µt»‚‚A‚Â‚É‚µŚő‚Äﾓ‚˘‚˝Śi‚đ受o‚・Ä’nă‚Ĺ–Ú‚·\n’no肆í‚ę‚Ä‚Ś˝B‚çl”Ľ˘‹I‰ß‚µﾎ‚‚Ń‹ó‚đŚAlÄ邯‰‰ş‚Éú‚‚Ş‚ß‚ÄÄ—Ţ‚ÍŤ
Area03_Analyze05_Title	新たな空
Area03_Analyze05_T0	オルタナの科学者の一人が、イカの体液から液晶を生成することに成功。\nその液晶は、生物の発する微弱な電気信号に反応して色を変化させることができた。\nこうして見る者の脳波を解析し望んだものを映し出せる、夢の液晶が完成した。
Area03_Analyze05_T1	夢の液晶の量産が進むと、オルタナの内壁をおおうように液晶が張りめぐらされた。\n‰ÍBl‚đX‚Ě‘‚˘ó‰螟f‚µt»‚‚A‚Â‚É‚µŚő‚Äﾓ‚˘‚˝Śi‚đ受o‚・Ä’nă‚Ĺ–Ú‚·\n’no肆í‚ę‚Ä‚Ś˝B‚çl”Ľ˘‹I‰ß‚µﾎ‚‚Ń‹ó‚đŚAlÄ邯‰‰ş‚Éú‚‚Ş‚ß‚ÄÄ—Ţ‚ÍŤ
Area03_Analyze06_Title	新たな空
Area03_Analyze06_T0	オルタナの科学者の一人が、イカの体液から液晶を生成することに成功。\nその液晶は、生物の発する微弱な電気信号に反応して色を変化させることができた。\nこうして見る者の脳波を解析し望んだものを映し出せる、夢の液晶が完成した。
Area03_Analyze06_T1	夢の液晶の量産が進むと、オルタナの内壁をおおうように液晶が張りめぐらされた。\n液晶は人々の想いを受け、かつて地上で目にしていた光景を映し出す。\n’no肆í‚ę‚Ä‚Ś˝B‚çl”Ľ˘‹I‰ß‚µﾎ‚‚Ń‹ó‚đŚAlÄ邯‰‰ş‚Éú‚‚Ş‚ß‚ÄÄ—Ţ‚ÍŤ
Area03_Analyze07_Title	新たな空
Area03_Analyze07_T0	オルタナの科学者の一人が、イカの体液から液晶を生成することに成功。\nその液晶は、生物の発する微弱な電気信号に反応して色を変化させることができた。\nこうして見る者の脳波を解析し望んだものを映し出せる、夢の液晶が完成した。
Area03_Analyze07_T1	夢の液晶の量産が進むと、オルタナの内壁をおおうように液晶が張りめぐらされた。\n液晶は人々の想いを受け、かつて地上で目にしていた光景を映し出す。\n地下に囚われてから四半世紀が経過して初めて、人類は再び空を見た。
CommonMsg\Mission\AlternaLog04.msbt
Area04_Hidden_L01	Ú‚č‚ńI‹^i‚移É‚Ĺ’·‚˘ｽ”NŚ‚l—Ţ‘ť‚¦‚Ä‚˘‚ｼĚ”‚Í\xad‚µ‚¸‚Â莎Á‚˝BŞ‰ß‚¬A
Area04_Hidden_L02	VČŠwŇ‚˝‚ÍI‹ﾝ^i‚ĚĐ‰ď‚¦‚é‚ŠE‚đŠ´‚‚±抦‚Ć‚ÉŚ‚˘‚˝‰Ŕđ•Ş‚˝界‚‚ľ‚Ĺx¶A
Area04_Hidden_L03	s邯‚É”\\—Í‚ŞŤ‚‚ﾚ˘‚é‚±^i‚–‚Ě’†‚ç“ÁĚŠÇ—‚熙É‚µ‚˝BŇ‚đ‘I‚ń‚ĹI‹‚đę壱•””C‚ą‚Ć
Area04_Hidden_L04	‚Ü‚‹p‚đ˝AŚŚ‚đ萠’ŤË”\\‚‚-µA•Ş‚˝‚Ě’m‚Ć“`‚¦‚é‚×‚\xadSéáŇ‚đ‹ł識çŤ‚˘‚ľB
Area04_Hidden_L05	DG‚ĹŤ‹ﾀ^i‚Ĺ¶‚Ü‘ă‚‚ęç‚Á‚˝á‚DďIČ茹Š‰ŠwŇ‚˝奇‚ż‚Í˘˘Ě—S‚Ş‹\xad‚\xadA
Area04_Hidden_L06	t»‚Ş‰f‚µo‚˘‚讀Â‚ó‚đ–]‚Ţ‚ć‚¤µ‚Ťě‚č•¨‚Ĺ‚Í‚\\Č‚˘A–穹\{•¨‚Ě‹‚ﾙÉČ‚Á‚˝B‰‚·
Area04_Hidden_L07	á‚ő‚ł‚簇ﾃﾞę‚˝’n«‰Ň‚˝‚ż‚ÍA‰‹…染‚đ’Eo‚µ‚ÄČV’n‚đ–Úw‚»‚¤‚ĆŠwV“
Area04_Hidden_L08	老V‰ČŠw‚Pb‚đŚšA‚Â‚˘‚ÉŠ¬”˝‘gÎ‚遙µŘ‚Á‚ﾝÄŤ‘˘‚µđ‰B‚ł‚ą‚éŇ‚˝‚‚Ě
Area04_Hidden_L09	Á‚˝‚µ‚‚°‚ĚŤ\\eX[‚Ě隍‰^“]‚đŤg‚ｱĹu[X^ĹIsŤŰ‚ÉµA‘Ĺ‚際‚ă
Area04_Hidden_L10	‹\xadµ‚˝B—醫‚đ—‚Ń‚˝‚Ć‚µ‚Ä–Í‚\\ﾈ‘–‚I‹^i“ŕ•Ç‚Ě‰t»‚Gl如‹Ş“Ë”@ČM[
Area04_Hidden_L11	‚µA‚‚ćﾓ‚一čę‹F‹ć‚ę‚É•”‚Ě“ŕ•Ç‚Ş•ö—đ’萠ĽŚ‚B±‚
Area04_Hidden_L12	•Â”\\‚ĹÉ‚Ü‚蠕‰‚ł‚ęAlś‹Ś•s‰Ś}‚¦‚˝B—Ţ‚Í‚\xa0‚Á‚‚ČC“‚đ”j‰ótﾎ‰C‚\xad迎â–Ĺ‚đ
Area04_Analyzed_Title	人類最後の日
Area04_Analyzed_L01	オルタナに移り住んで長い年月が過ぎ、人類の数は少しずつ増えていった。
Area04_Analyzed_L02	老いた科学者たちはオルタナの社会を自分たちだけで支えることに限界を感じ、
Area04_Analyzed_L03	市民の中から特に能力が高い者を選んでオルタナの管理を一部任せることにした。
Area04_Analyzed_L04	また、才能ある若者を教育し、自分たちの知識と技術を伝えるべく心血を注いだ。
Area04_Analyzed_L05	オルタナで生まれ育った若い世代の科学者たちは優秀で好奇心が強く、
Area04_Analyzed_L06	いつしか液晶が映し出す作り物ではない、本物の空を望むようになった。
Area04_Analyzed_L07	若き科学者たちは、汚染された地球を脱出して新天地を目指そうと
Area04_Analyzed_L08	老科学者たちの反対を押し切ってロケットを建造し、ついに完成させる。
Area04_Analyzed_L09	しかし、打ち上げの最終テストでブースターの試運転を行った際に
Area04_Analyzed_L10	強力なエネルギーを浴びたオルタナ内壁の液晶が突如として暴走した。
Area04_Analyzed_L11	これにより一部の内壁が崩落し、居住区を直撃。
Area04_Analyzed_L12	復旧不可能にまでライフラインを破壊され、人類はあっけなく絶滅を迎えた。
Area04_Analyze01_Title	人類最後の日
Area04_Analyze01_T0	Ú‚č‚ńI‹^i‚移É‚Ĺ’·‚˘ｽ”NŚ‚l—Ţ‘ť‚¦‚Ä‚˘‚ｼĚ”‚Í\xad‚µ‚¸‚Â莎Á‚˝BŞ‰ß‚¬A\nVČŠwŇ‚˝‚ÍI‹ﾝ^i‚ĚĐ‰ď‚¦‚é‚ŠE‚đŠ´‚‚±抦‚Ć‚ÉŚ‚˘‚˝‰Ŕđ•Ş‚˝界‚‚ľ‚Ĺx¶A\ns邯‚É”\\—Í‚ŞŤ‚‚ﾚ˘‚é‚±^i‚–‚Ě’†‚ç“ÁĚŠÇ—‚熙É‚µ‚˝BŇ‚đ‘I‚ń‚ĹI‹‚đę壱•””C‚ą‚Ć\n‚Ü‚‹p‚đ˝AŚŚ‚đ萠’ŤË”\\‚‚-µA•Ş‚˝‚Ě’m‚Ć“`‚¦‚é‚×‚\xadSéáŇ‚đ‹ł識çŤ‚˘‚ľB\nDG‚ĹŤ‹ﾀ^i‚Ĺ¶‚Ü‘ă‚‚ęç‚Á‚˝á‚DďIČ茹Š‰ŠwŇ‚˝奇‚ż‚Í˘˘Ě—S‚Ş‹\xad‚\xadA\nt»‚Ş‰f‚µo‚˘‚讀Â‚ó‚đ–]‚Ţ‚ć‚¤µ‚Ťě‚č•¨‚Ĺ‚Í‚\\Č‚˘A–穹\{•¨‚Ě‹‚ﾙÉČ‚Á‚˝B‰‚·
Area04_Analyze01_T1	á‚ő‚ł‚簇ﾃﾞę‚˝’n«‰Ň‚˝‚ż‚ÍA‰‹…染‚đ’Eo‚µ‚ÄČV’n‚đ–Úw‚»‚¤‚ĆŠwV“\n老V‰ČŠw‚Pb‚đŚšA‚Â‚˘‚ÉŠ¬”˝‘gÎ‚遙µŘ‚Á‚ﾝÄŤ‘˘‚µđ‰B‚ł‚ą‚éŇ‚˝‚‚Ě\nÁ‚˝‚µ‚‚°‚ĚŤ\\eX[‚Ě隍‰^“]‚đŤg‚ｱĹu[X^ĹIsŤŰ‚ÉµA‘Ĺ‚際‚ă\n‹\xadµ‚˝B—醫‚đ—‚Ń‚˝‚Ć‚µ‚Ä–Í‚\\ﾈ‘–‚I‹^i“ŕ•Ç‚Ě‰t»‚Gl如‹Ş“Ë”@ČM[\n‚µA‚‚ćﾓ‚一čę‹F‹ć‚ę‚É•”‚Ě“ŕ•Ç‚Ş•ö—đ’萠ĽŚ‚B±‚\n•Â”\\‚ĹÉ‚Ü‚蠕‰‚ł‚ęAlś‹Ś•s‰Ś}‚¦‚˝B—Ţ‚Í‚\xa0‚Á‚‚ČC“‚đ”j‰ótﾎ‰C‚\xad迎â–Ĺ‚đ
Area04_Analyze02_Title	人類最後の日
Area04_Analyze02_T0	オルタナに移り住んで長い年月が過ぎ、人類の数は少しずつ増えていった。\nVČŠwŇ‚˝‚ÍI‹ﾝ^i‚ĚĐ‰ď‚¦‚é‚ŠE‚đŠ´‚‚±抦‚Ć‚ÉŚ‚˘‚˝‰Ŕđ•Ş‚˝界‚‚ľ‚Ĺx¶A\ns邯‚É”\\—Í‚ŞŤ‚‚ﾚ˘‚é‚±^i‚–‚Ě’†‚ç“ÁĚŠÇ—‚熙É‚µ‚˝BŇ‚đ‘I‚ń‚ĹI‹‚đę壱•””C‚ą‚Ć\n‚Ü‚‹p‚đ˝AŚŚ‚đ萠’ŤË”\\‚‚-µA•Ş‚˝‚Ě’m‚Ć“`‚¦‚é‚×‚\xadSéáŇ‚đ‹ł識çŤ‚˘‚ľB\nDG‚ĹŤ‹ﾀ^i‚Ĺ¶‚Ü‘ă‚‚ęç‚Á‚˝á‚DďIČ茹Š‰ŠwŇ‚˝奇‚ż‚Í˘˘Ě—S‚Ş‹\xad‚\xadA\nt»‚Ş‰f‚µo‚˘‚讀Â‚ó‚đ–]‚Ţ‚ć‚¤µ‚Ťě‚č•¨‚Ĺ‚Í‚\\Č‚˘A–穹\{•¨‚Ě‹‚ﾙÉČ‚Á‚˝B‰‚·
Area04_Analyze02_T1	á‚ő‚ł‚簇ﾃﾞę‚˝’n«‰Ň‚˝‚ż‚ÍA‰‹…染‚đ’Eo‚µ‚ÄČV’n‚đ–Úw‚»‚¤‚ĆŠwV“\n老V‰ČŠw‚Pb‚đŚšA‚Â‚˘‚ÉŠ¬”˝‘gÎ‚遙µŘ‚Á‚ﾝÄŤ‘˘‚µđ‰B‚ł‚ą‚éŇ‚˝‚‚Ě\nÁ‚˝‚µ‚‚°‚ĚŤ\\eX[‚Ě隍‰^“]‚đŤg‚ｱĹu[X^ĹIsŤŰ‚ÉµA‘Ĺ‚際‚ă\n‹\xadµ‚˝B—醫‚đ—‚Ń‚˝‚Ć‚µ‚Ä–Í‚\\ﾈ‘–‚I‹^i“ŕ•Ç‚Ě‰t»‚Gl如‹Ş“Ë”@ČM[\n‚µA‚‚ćﾓ‚一čę‹F‹ć‚ę‚É•”‚Ě“ŕ•Ç‚Ş•ö—đ’萠ĽŚ‚B±‚\n•Â”\\‚ĹÉ‚Ü‚蠕‰‚ł‚ęAlś‹Ś•s‰Ś}‚¦‚˝B—Ţ‚Í‚\xa0‚Á‚‚ČC“‚đ”j‰ótﾎ‰C‚\xad迎â–Ĺ‚đ
Area04_Analyze03_Title	人類最後の日
Area04_Analyze03_T0	オルタナに移り住んで長い年月が過ぎ、人類の数は少しずつ増えていった。\n老いた科学者たちはオルタナの社会を自分たちだけで支えることに限界を感じ、\ns邯‚É”\\—Í‚ŞŤ‚‚ﾚ˘‚é‚±^i‚–‚Ě’†‚ç“ÁĚŠÇ—‚熙É‚µ‚˝BŇ‚đ‘I‚ń‚ĹI‹‚đę壱•””C‚ą‚Ć\n‚Ü‚‹p‚đ˝AŚŚ‚đ萠’ŤË”\\‚‚-µA•Ş‚˝‚Ě’m‚Ć“`‚¦‚é‚×‚\xadSéáŇ‚đ‹ł識çŤ‚˘‚ľB\nDG‚ĹŤ‹ﾀ^i‚Ĺ¶‚Ü‘ă‚‚ęç‚Á‚˝á‚DďIČ茹Š‰ŠwŇ‚˝奇‚ż‚Í˘˘Ě—S‚Ş‹\xad‚\xadA\nt»‚Ş‰f‚µo‚˘‚讀Â‚ó‚đ–]‚Ţ‚ć‚¤µ‚Ťě‚č•¨‚Ĺ‚Í‚\\Č‚˘A–穹\{•¨‚Ě‹‚ﾙÉČ‚Á‚˝B‰‚·
Area04_Analyze03_T1	á‚ő‚ł‚簇ﾃﾞę‚˝’n«‰Ň‚˝‚ż‚ÍA‰‹…染‚đ’Eo‚µ‚ÄČV’n‚đ–Úw‚»‚¤‚ĆŠwV“\n老V‰ČŠw‚Pb‚đŚšA‚Â‚˘‚ÉŠ¬”˝‘gÎ‚遙µŘ‚Á‚ﾝÄŤ‘˘‚µđ‰B‚ł‚ą‚éŇ‚˝‚‚Ě\nÁ‚˝‚µ‚‚°‚ĚŤ\\eX[‚Ě隍‰^“]‚đŤg‚ｱĹu[X^ĹIsŤŰ‚ÉµA‘Ĺ‚際‚ă\n‹\xadµ‚˝B—醫‚đ—‚Ń‚˝‚Ć‚µ‚Ä–Í‚\\ﾈ‘–‚I‹^i“ŕ•Ç‚Ě‰t»‚Gl如‹Ş“Ë”@ČM[\n‚µA‚‚ćﾓ‚一čę‹F‹ć‚ę‚É•”‚Ě“ŕ•Ç‚Ş•ö—đ’萠ĽŚ‚B±‚\n•Â”\\‚ĹÉ‚Ü‚蠕‰‚ł‚ęAlś‹Ś•s‰Ś}‚¦‚˝B—Ţ‚Í‚\xa0‚Á‚‚ČC“‚đ”j‰ótﾎ‰C‚\xad迎â–Ĺ‚đ
Area04_Analyze04_Title	人類最後の日
Area04_Analyze04_T0	オルタナに移り住んで長い年月が過ぎ、人類の数は少しずつ増えていった。\n老いた科学者たちはオルタナの社会を自分たちだけで支えることに限界を感じ、\n市民の中から特に能力が高い者を選んでオルタナの管理を一部任せることにした。\n‚Ü‚‹p‚đ˝AŚŚ‚đ萠’ŤË”\\‚‚-µA•Ş‚˝‚Ě’m‚Ć“`‚¦‚é‚×‚\xadSéáŇ‚đ‹ł識çŤ‚˘‚ľB\nDG‚ĹŤ‹ﾀ^i‚Ĺ¶‚Ü‘ă‚‚ęç‚Á‚˝á‚DďIČ茹Š‰ŠwŇ‚˝奇‚ż‚Í˘˘Ě—S‚Ş‹\xad‚\xadA\nt»‚Ş‰f‚µo‚˘‚讀Â‚ó‚đ–]‚Ţ‚ć‚¤µ‚Ťě‚č•¨‚Ĺ‚Í‚\\Č‚˘A–穹\{•¨‚Ě‹‚ﾙÉČ‚Á‚˝B‰‚·
Area04_Analyze04_T1	á‚ő‚ł‚簇ﾃﾞę‚˝’n«‰Ň‚˝‚ż‚ÍA‰‹…染‚đ’Eo‚µ‚ÄČV’n‚đ–Úw‚»‚¤‚ĆŠwV“\n老V‰ČŠw‚Pb‚đŚšA‚Â‚˘‚ÉŠ¬”˝‘gÎ‚遙µŘ‚Á‚ﾝÄŤ‘˘‚µđ‰B‚ł‚ą‚éŇ‚˝‚‚Ě\nÁ‚˝‚µ‚‚°‚ĚŤ\\eX[‚Ě隍‰^“]‚đŤg‚ｱĹu[X^ĹIsŤŰ‚ÉµA‘Ĺ‚際‚ă\n‹\xadµ‚˝B—醫‚đ—‚Ń‚˝‚Ć‚µ‚Ä–Í‚\\ﾈ‘–‚I‹^i“ŕ•Ç‚Ě‰t»‚Gl如‹Ş“Ë”@ČM[\n‚µA‚‚ćﾓ‚一čę‹F‹ć‚ę‚É•”‚Ě“ŕ•Ç‚Ş•ö—đ’萠ĽŚ‚B±‚\n•Â”\\‚ĹÉ‚Ü‚蠕‰‚ł‚ęAlś‹Ś•s‰Ś}‚¦‚˝B—Ţ‚Í‚\xa0‚Á‚‚ČC“‚đ”j‰ótﾎ‰C‚\xad迎â–Ĺ‚đ
Area04_Analyze05_Title	人類最後の日
Area04_Analyze05_T0	オルタナに移り住んで長い年月が過ぎ、人類の数は少しずつ増えていった。\n老いた科学者たちはオルタナの社会を自分たちだけで支えることに限界を感じ、\n市民の中から特に能力が高い者を選んでオルタナの管理を一部任せることにした。\nまた、才能ある若者を教育し、自分たちの知識と技術を伝えるべく心血を注いだ。\nDG‚ĹŤ‹ﾀ^i‚Ĺ¶‚Ü‘ă‚‚ęç‚Á‚˝á‚DďIČ茹Š‰ŠwŇ‚˝奇‚ż‚Í˘˘Ě—S‚Ş‹\xad‚\xadA\nt»‚Ş‰f‚µo‚˘‚讀Â‚ó‚đ–]‚Ţ‚ć‚¤µ‚Ťě‚č•¨‚Ĺ‚Í‚\\Č‚˘A–穹\{•¨‚Ě‹‚ﾙÉČ‚Á‚˝B‰‚·
Area04_Analyze05_T1	á‚ő‚ł‚簇ﾃﾞę‚˝’n«‰Ň‚˝‚ż‚ÍA‰‹…染‚đ’Eo‚µ‚ÄČV’n‚đ–Úw‚»‚¤‚ĆŠwV“\n老V‰ČŠw‚Pb‚đŚšA‚Â‚˘‚ÉŠ¬”˝‘gÎ‚遙µŘ‚Á‚ﾝÄŤ‘˘‚µđ‰B‚ł‚ą‚éŇ‚˝‚‚Ě\nÁ‚˝‚µ‚‚°‚ĚŤ\\eX[‚Ě隍‰^“]‚đŤg‚ｱĹu[X^ĹIsŤŰ‚ÉµA‘Ĺ‚際‚ă\n‹\xadµ‚˝B—醫‚đ—‚Ń‚˝‚Ć‚µ‚Ä–Í‚\\ﾈ‘–‚I‹^i“ŕ•Ç‚Ě‰t»‚Gl如‹Ş“Ë”@ČM[\n‚µA‚‚ćﾓ‚一čę‹F‹ć‚ę‚É•”‚Ě“ŕ•Ç‚Ş•ö—đ’萠ĽŚ‚B±‚\n•Â”\\‚ĹÉ‚Ü‚蠕‰‚ł‚ęAlś‹Ś•s‰Ś}‚¦‚˝B—Ţ‚Í‚\xa0‚Á‚‚ČC“‚đ”j‰ótﾎ‰C‚\xad迎â–Ĺ‚đ
Area04_Analyze06_Title	人類最後の日
Area04_Analyze06_T0	オルタナに移り住んで長い年月が過ぎ、人類の数は少しずつ増えていった。\n老いた科学者たちはオルタナの社会を自分たちだけで支えることに限界を感じ、\n市民の中から特に能力が高い者を選んでオルタナの管理を一部任せることにした。\nまた、才能ある若者を教育し、自分たちの知識と技術を伝えるべく心血を注いだ。\nオルタナで生まれ育った若い世代の科学者たちは優秀で好奇心が強く、\nt»‚Ş‰f‚µo‚˘‚讀Â‚ó‚đ–]‚Ţ‚ć‚¤µ‚Ťě‚č•¨‚Ĺ‚Í‚\\Č‚˘A–穹\{•¨‚Ě‹‚ﾙÉČ‚Á‚˝B‰‚·
Area04_Analyze06_T1	á‚ő‚ł‚簇ﾃﾞę‚˝’n«‰Ň‚˝‚ż‚ÍA‰‹…染‚đ’Eo‚µ‚ÄČV’n‚đ–Úw‚»‚¤‚ĆŠwV“\n老V‰ČŠw‚Pb‚đŚšA‚Â‚˘‚ÉŠ¬”˝‘gÎ‚遙µŘ‚Á‚ﾝÄŤ‘˘‚µđ‰B‚ł‚ą‚éŇ‚˝‚‚Ě\nÁ‚˝‚µ‚‚°‚ĚŤ\\eX[‚Ě隍‰^“]‚đŤg‚ｱĹu[X^ĹIsŤŰ‚ÉµA‘Ĺ‚際‚ă\n‹\xadµ‚˝B—醫‚đ—‚Ń‚˝‚Ć‚µ‚Ä–Í‚\\ﾈ‘–‚I‹^i“ŕ•Ç‚Ě‰t»‚Gl如‹Ş“Ë”@ČM[\n‚µA‚‚ćﾓ‚一čę‹F‹ć‚ę‚É•”‚Ě“ŕ•Ç‚Ş•ö—đ’萠ĽŚ‚B±‚\n•Â”\\‚ĹÉ‚Ü‚蠕‰‚ł‚ęAlś‹Ś•s‰Ś}‚¦‚˝B—Ţ‚Í‚\xa0‚Á‚‚ČC“‚đ”j‰ótﾎ‰C‚\xad迎â–Ĺ‚đ
Area04_Analyze07_Title	人類最後の日
Area04_Analyze07_T0	オルタナに移り住んで長い年月が過ぎ、人類の数は少しずつ増えていった。\n老いた科学者たちはオルタナの社会を自分たちだけで支えることに限界を感じ、\n市民の中から特に能力が高い者を選んでオルタナの管理を一部任せることにした。\nまた、才能ある若者を教育し、自分たちの知識と技術を伝えるべく心血を注いだ。\nオルタナで生まれ育った若い世代の科学者たちは優秀で好奇心が強く、\nいつしか液晶が映し出す作り物ではない、本物の空を望むようになった。
Area04_Analyze07_T1	á‚ő‚ł‚簇ﾃﾞę‚˝’n«‰Ň‚˝‚ż‚ÍA‰‹…染‚đ’Eo‚µ‚ÄČV’n‚đ–Úw‚»‚¤‚ĆŠwV“\n老V‰ČŠw‚Pb‚đŚšA‚Â‚˘‚ÉŠ¬”˝‘gÎ‚遙µŘ‚Á‚ﾝÄŤ‘˘‚µđ‰B‚ł‚ą‚éŇ‚˝‚‚Ě\nÁ‚˝‚µ‚‚°‚ĚŤ\\eX[‚Ě隍‰^“]‚đŤg‚ｱĹu[X^ĹIsŤŰ‚ÉµA‘Ĺ‚際‚ă\n‹\xadµ‚˝B—醫‚đ—‚Ń‚˝‚Ć‚µ‚Ä–Í‚\\ﾈ‘–‚I‹^i“ŕ•Ç‚Ě‰t»‚Gl如‹Ş“Ë”@ČM[\n‚µA‚‚ćﾓ‚一čę‹F‹ć‚ę‚É•”‚Ě“ŕ•Ç‚Ş•ö—đ’萠ĽŚ‚B±‚\n•Â”\\‚ĹÉ‚Ü‚蠕‰‚ł‚ęAlś‹Ś•s‰Ś}‚¦‚˝B—Ţ‚Í‚\xa0‚Á‚‚ČC“‚đ”j‰ótﾎ‰C‚\xad迎â–Ĺ‚đ
Area04_Analyze08_Title	人類最後の日
Area04_Analyze08_T0	オルタナに移り住んで長い年月が過ぎ、人類の数は少しずつ増えていった。\n老いた科学者たちはオルタナの社会を自分たちだけで支えることに限界を感じ、\n市民の中から特に能力が高い者を選んでオルタナの管理を一部任せることにした。\nまた、才能ある若者を教育し、自分たちの知識と技術を伝えるべく心血を注いだ。\nオルタナで生まれ育った若い世代の科学者たちは優秀で好奇心が強く、\nいつしか液晶が映し出す作り物ではない、本物の空を望むようになった。
Area04_Analyze08_T1	若き科学者たちは、汚染された地球を脱出して新天地を目指そうと\n老V‰ČŠw‚Pb‚đŚšA‚Â‚˘‚ÉŠ¬”˝‘gÎ‚遙µŘ‚Á‚ﾝÄŤ‘˘‚µđ‰B‚ł‚ą‚éŇ‚˝‚‚Ě\nÁ‚˝‚µ‚‚°‚ĚŤ\\eX[‚Ě隍‰^“]‚đŤg‚ｱĹu[X^ĹIsŤŰ‚ÉµA‘Ĺ‚際‚ă\n‹\xadµ‚˝B—醫‚đ—‚Ń‚˝‚Ć‚µ‚Ä–Í‚\\ﾈ‘–‚I‹^i“ŕ•Ç‚Ě‰t»‚Gl如‹Ş“Ë”@ČM[\n‚µA‚‚ćﾓ‚一čę‹F‹ć‚ę‚É•”‚Ě“ŕ•Ç‚Ş•ö—đ’萠ĽŚ‚B±‚\n•Â”\\‚ĹÉ‚Ü‚蠕‰‚ł‚ęAlś‹Ś•s‰Ś}‚¦‚˝B—Ţ‚Í‚\xa0‚Á‚‚ČC“‚đ”j‰ótﾎ‰C‚\xad迎â–Ĺ‚đ
Area04_Analyze09_Title	人類最後の日
