CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	發生通訊錯誤。
Aori_Draw	平手！\n真是難分高下呢！
Aori_Draw2	我下一次會贏的！\n所以之後記得要再來找我對戰喔！
Aori_Sleeve	3號！\n謝謝你一直以來\n特地找我玩卡牌對戰！{[0004]}要是你不嫌棄的話就把這個{color[0100]}卡套{color[ffff]}拿去用吧！\n這是在粉絲之間\n人氣急速竄升的周邊！{[0004]}我們以後也要盡情地玩下去喔！！
Atarime_Greet	唔？\n你要找我玩卡牌對戰？{[0004]}這真是讓我不禁想起了\n以前沉迷於玩公仔紙牌的日子呢……\n好，我接受你的挑戰！
Atarime_Win	好啊！我贏了！\n看來我依然是寶刀未老呢！
Atarime_Win2	不過我也在你的身上\n看到了耀眼的地方！\n繼續精進吧！
Atarime_Lose	唔，我居然輸了！\n遺憾啊……
Atarime_Lose2	這個名叫占地鬥士的遊戲還真是深奧呢，\n看來我還得繼續精進才行！
Atarime_Draw	唔，居然平手。
Atarime_Draw2	這場勝負就留待下次再分曉吧！\n到時候我一定會獲勝的！
Atarime_Sleeve	3號啊，\n我們之間已經對戰無數次了呢，\n我每一次都玩得很開心喔！{[0004]}為了表達一直以來對你的感謝，\n我要把這特製的{color[0100]}卡套{color[ffff]}送給你！\n我覺得應該會跟你的牌組很搭喔！{[0004]}換上超魷型的卡套提升鬥志吧！\n這是占地鬥士的鐵則——！
GearShopClothes_Greet	歡臨光迎……\n不對，你應該是來找我的吧。\n占地鬥士？好喔。{[0004]}有洗手了嗎？\n你可不能弄髒了我珍藏的卡片。
GearShopClothes_Win	我這副充滿許多名牌的牌組\n很厲害吧？
GearShopClothes_Win2	你應該會重組牌組吧？\n你還會再來找我輸贏吧？
GearShopClothes_Lose	……是我輸了吧，\n你很厲害吧。
GearShopClothes_Lose2	我的技術還得再磨練吧？\n你還會再來找我輸贏吧？
GearShopClothes_Draw	……平手呢，\n你也挺厲害的呢。
GearShopClothes_Draw2	你還會再來找我輸贏吧？\n會跟我一分高下吧？
GearShopClothes_Sleeve	我已經跟你對戰好多次。{[0004]}謝謝你一直以來\n讓我開心地玩占地鬥士。{[0004]}就送你{color[0100]}卡套{color[ffff]}作為謝禮吧，\n這跟我用的是同一款呢。{[0004]}以後也請多多關照，\n也請多多光顧昔日服裝店。
GearShopHead_Greet	啊，客人你好。\n你想要玩占地鬥士嗎？{[0004]}由我這種人\n來當你的對手真的好嗎？\n我實在是沒什麼自信。
GearShopHead_Win	啊……我贏了耶。
GearShopHead_Win2	總覺得真是抱歉，\n我只是運氣好而已啦。
GearShopHead_Lose	客人，\n你果然很厲害呢！
GearShopHead_Lose2	我也會加油的，\n下次還請多多關照。
GearShopHead_Draw	結果平手呢，\n看來我的實力也挺不賴的嘛。
GearShopHead_Draw2	我玩得非常開心，\n下次還請多多關照。
GearShopHead_Sleeve	啊，客人，\n感謝你一直以來\n特地找我玩占地鬥士。\n所以……那個……{[0004]}要是你不嫌棄的話，\n這個{color[0100]}卡套{color[ffff]}就請你拿去用吧。{[0004]}希望你以後\n也能繼續找我玩占地鬥士喔！
GearShopShoes_Greet	你好啊，啾咪☆\n喔唷？占地鬥士？\n當然要玩囉——！{[0004]}我的可愛牌組可是很強的唷——！\n你要有心理準備喔☆
GearShopShoes_Win	哇喔，我贏了！\n好開心喔！啾咪☆
GearShopShoes_Win2	你也很難對付喔！\n下次再來玩吧☆
GearShopShoes_Lose	哎呀呀，我輸了！\n你很厲害耶☆
GearShopShoes_Lose2	我也不會就這樣一直輸下去喔！\n下次再來玩吧☆
GearShopShoes_Draw	喔唷？平手耶！\n真是打得難分難捨呢☆
GearShopShoes_Draw2	下次贏的就會是我囉！\n啾咪☆
GearShopShoes_Sleeve	啊，對了。{[0004]}謝謝你一直以來\n特地找我玩占地鬥士☆\n在跟你玩的時候真的很開心喔！{[0004]}然後呢，\n這是我要送你的{color[0100]}卡套{color[ffff]}喔！\n如果你願意用的話我會很高興的。\n啾咪咪——☆
GoodsShop_Greet	嗯～？占地鬥士？\n好啊～反正我很閒。
GoodsShop_Win	我贏了～
GoodsShop_Win2	你可能得再多努力地\n練習一下才行喔～
GoodsShop_Lose	……啊～輸了～
GoodsShop_Lose2	算了，輸就輸吧。
GoodsShop_Draw	嗯～平手耶～
GoodsShop_Draw2	之後再來找我玩吧～
GoodsShop_Sleeve	啊，對了～\n來，這是{color[0100]}卡套{color[ffff]}。{[0004]}你想拿去做什麼都行，\n像是用在自己的牌組上，\n隨你喜歡喔～{[0004]}就先這樣，之後要再來找我玩喔～
Hotaru_Greet	哦，要找我玩卡牌對戰嗎？\n好像不錯耶～{[0004]}那就馬上開始好了！\n各自加魷吧～
Hotaru_Win	打得好～！\n看來這一次贏的人是我呢。
Hotaru_Win2	不過勝敗往往難以預料，\n你就別太在意囉～\n下次再來對戰吧～
Hotaru_Lose	我輸了呢……
Hotaru_Lose2	不過這真是精彩的一戰耶，\n跟強大的對手交戰\n果然令人熱血沸騰呢～
Hotaru_Draw	平手了呢。
Hotaru_Draw2	這代表我們的實力\n目前是不相上下的吧。\n真是精彩的一戰呢～
Hotaru_Sleeve	3號，謝謝你一直以來\n不厭其煩地和我對戰。{[0004]}我要送你{color[0100]}卡套{color[ffff]}作為謝禮，\n這是麻辣魷物的新周邊，\n還滿熱門的喔！{[0004]}要是不嫌棄的話就用用看吧～
IdolA_Greet	你要找我一起玩嗎？\n感覺你好像非常厲害，\n不知道我有沒有辦法勝任你的對手。{[0004]}但是你都主動找上門了，我怎麼能拒絕呢！\n就算只是玩卡片我也要大開鯊戒！
IdolA_Win	贏了！我贏了～！
IdolA_Win2	……（清喉嚨）。\n老實說，我覺得你也打得很不錯喔！\n之後有機會的話我們再一起玩吧～
IdolA_Lose	吼～～我輸了！\n你真的很厲害耶……
IdolA_Lose2	這次我就先這樣算了，\n但之後可就沒這麼簡單囉！
IdolA_Draw	結果平手了呢。
IdolA_Draw2	你居然有辦法跟我抗衡，\n還挺不賴的嘛。\n我會好好期待下次與你對戰的。
IdolA_Sleeve	不過，先撇開輸贏不談，\n3號，謝謝你一直以來特地找我玩。{[0004]}既然受人關照，那就得好好答謝，\n不然可就有損魚漿幫的名號了。\n請你收下這個{color[0100]}卡套{color[ffff]}吧。{[0004]}就這樣，以後還請多多關照囉！
IdolB_Greet	你想要用占地鬥士跟我一決勝負？\n嘻嘻嘻！真是不知天高地厚呢！{[0004]}就讓你好好見識一下\n我在舞台下鍛鍊出來的華麗牌技吧！
IdolB_Win	好耶！贏了！\n我贏囉～！
IdolB_Win2	之前找莎莎跟鬼福當對手不停地特訓\n果然是值得的！\n得趕快把這件事告訴他們才行！
IdolB_Lose	唔～～～！\n沒想到你連玩卡片的技術都這麼厲害……
IdolB_Lose2	真不愧是3號耶！\n不過下次贏的人就會是我了！
IdolB_Draw	結果居然平手嗎！？\n看來我們彼此都不肯讓步呢。
IdolB_Draw2	改天再來打一場吧！\n到時候一定要分出勝負，\n看看誰比較厲害！
IdolB_Sleeve	我們之間的對決\n就像蠻頹的狂風一樣\n既熱情又奔放呢！{[0004]}真是一段愉快的時光！\n這個{color[0100]}卡套{color[ffff]}是我的一點小心意！{[0004]}嘻嘻嘻……\n這跟我用的是同一款喔！
IdolC_Greet	魟？{[0405]}（你想找我玩卡牌對戰嗎？）\x0f\x04\x05{[0004]}魟！{[0405]}（好啊！我可不會輸喔！）\x0f\x04\x05
IdolC_Win	魟！{[0405]}（贏了！）\x0f\x04\x05
IdolC_Win2	吼吼魟！{[0405]}（不好意思啊，\n我可不能在蠻頹鎮露出狼狽的模樣！）\x0f\x04\x05
IdolC_Lose	魟……{[0405]}（輸了……）\x0f\x04\x05
IdolC_Lose2	吼……魟！{[0405]}（是我練習得還不夠多嗎……？\n下次我可不會輸！）\x0f\x04\x05
IdolC_Draw	魟——{[0405]}（我們平手耶。）\x0f\x04\x05
IdolC_Draw2	魟！{[0405]}（下次一定要分出勝負！）\x0f\x04\x05
IdolC_Sleeve	魟！{[0405]}（謝謝你一直以來特地找我玩！\n與你之間的對決是很好的訓練喔！）\x0f\x04\x05{[0004]}魟——魟！{[0405]}（我要送你{color[0100]}卡套{color[ffff]}作為謝禮，\n如果你願意用的話我會很高興的！）\x0f\x04\x05{[0004]}魟！{[0405]}（之後也請多多關照！）\x0f\x04\x05
Judge_Greet	咪！（{color[0100]}占地鬥士{color[ffff]}是互相出牌對抗的卡牌遊戲，\n塗墨占領較多格子的一方才能獲勝！{[0004]}收集大量的卡片就能打造出強大的{color[0100]}牌組{color[ffff]}！\n是通往勝利的關鍵喔！{[0004]}嘗試遊玩占地鬥士吧！）
Judge_Win	喵！（勝利並不是唯一的目標喔！\n不過為了獲勝而努力的模樣是很美的！
Judge_Win2	你的落敗並不是毫無意義！\n在下一場對戰中活用這次得到的經驗吧！）
Judge_Lose	咪！（落敗是很令人不甘的！雖然勝利並不是\n唯一的目標，但輸了還是會很不甘心喔！
Judge_Lose2	你在對戰中的表現相當出色！但是可別\n因為獲勝就滿足了，朝更高的境界邁進吧！）
Judge_Draw	咪！（當實力相近的人對戰的時候，\n有可能贏，也有可能輸，甚至還有可能平手！
Judge_Draw2	雖然你沒有獲勝，但是也沒有落敗！\n這是值得自豪的！把勝負留待下次分曉吧！）
Judge_Sleeve	喵！（你知道{color[0100]}卡套{color[ffff]}是什麼嗎？只要用了它，\n就能改變占地鬥士卡片背面的設計喔！{[0004]}你現在已經擁有相當豐富的對戰經驗！\n足以獲得使用這個卡套的資格了！{[0004]}為自己喜歡的牌組換上喜歡的卡套後，\n也可以向對手炫耀一番喔！{[0004]}嘗試使用卡套吧！）
JudgeJr_Greet	……（{color[0100]}占地鬥士{color[ffff]}並不是遊戲，而是勝利\n代表著一切的世界，弱者只會遭到淘汰。{[0004]}你已經完全掌握規則了嗎？\n已經準備好{color[0100]}牌組{color[ffff]}了嗎？那就開戰吧！）
JudgeJr_Win	……（雖然勝利令人歡喜，但如果總是\n沉浸於喜悅之中，遲早會被人趁虛而入。
JudgeJr_Win2	落敗能讓人學到很多東西，敗者唯一該做的\n就是反省敗因，並準備迎接下一戰。）
JudgeJr_Lose	……（雖然落敗令人不甘，但如果總是\n離不開懊悔，就永遠只能當個弱者。
JudgeJr_Lose2	然而，勝者是無法永遠取勝的，\n輕忽將造成大意，進而導致落敗。）
JudgeJr_Draw	……（占地鬥士是很有趣的，\n有時候，還可能會在勝負未分的情況下結束。
JudgeJr_Draw2	彼此互相褒獎是種禮節，\n但是仍不得不承認自己無法取勝的事實。）
JudgeJr_Sleeve	……（唯有歷經過許多對戰的人，\n才有資格能夠使用{color[0100]}卡套{color[ffff]}。{[0004]}來，收下這個卡套，\n然後用在自己的牌組上吧。）
Mother_Greet	哎呀，\n你要跟我一起玩嗎！？\n真是太令人高興了！{[0004]}我可不會手下留情喔！\n你做好心理準備了吧？
Mother_Win	哎呀，我贏了耶！\n真是太令人高興了！
Mother_Win2	啊，抱歉，我高興過頭了。\n你其實也很難對付喔！打起精神來吧！
Mother_Lose	哎呀，\n我居然輸了耶，\n真是遺憾呢。
Mother_Lose2	你真的很了不起喔！\n我也得繼續精進才行呢！
Mother_Draw	平手的感覺真是令人不甘心呢，\n畢竟只差一點點就能贏了。
Mother_Draw2	但是太過執著於輸贏可不好喔！\n要懂得享受對戰！\n這才是玩占地鬥士時最重要的一點！
Mother_Sleeve	我們初次見面的時候\n你還只是個菜鳥呢，\n沒想到現在居然變得這麼厲害了，\n真是令人感慨啊！{[0004]}也差不多該是時候把這東西交給你了，\n來，收下這個{color[0100]}卡套{color[ffff]}吧！{[0004]}這可是獨當一面的證明喔！\n如果你發現對戰的對手使用了這個卡套，\n那可就不能掉以輕心囉！{[0004]}就這樣，\n以後也要繼續享受占地鬥士的樂趣喔！
Vendor_Greet	嗨！{[0004]}我對占地鬥士還算有點自信，\n要跟我打一場嗎？
Vendor_Win	看來我贏了呢。
Vendor_Win2	我恐怕沒有那麼容易落敗喔，\n下次再來找我對戰吧。
Vendor_Lose	我輸了……
Vendor_Lose2	你挺厲害的嘛，\n很魷型喔！
Vendor_Draw	嗯，這樣算是平手吧。
Vendor_Draw2	不過這個世界上\n本來就有很多事情不是非輸即贏。
Vendor_Sleeve	話說回來，\n你玩占地鬥士的技術真的很厲害耶。{[0004]}可以請你收下這個{color[0100]}卡套{color[ffff]}嗎？\n拿去吧，如果有厲害的人願意使用的話，\n我的名號也會更響亮。{[0004]}就是這樣，請多關照囉。
CommonMsg\Mission\AlternaLog01.msbt
Area01_Hidden_L01	‰久h‚､É“±‹Ťp‚Ě”\xad“W莎‚ÍÉ‚˘"‚ľ‚Ż‚Ĺ‚繁Č‚µ‚"\xadA‘S˘ŠE‚dŠŞ‚«d‚」T‘‚勹˘‚d‚ŕ‚"l—T‚d”‚ç‚
Area01_Hidden_L02	‘‚ç‚µ‚Ä‚˘‚‚˘Ę‚Ä遙‚µ•é"¶•‚續Č‚\xad‘±‚«A’năĹ‚Ĺ簇¨‚Ş”‘亍‚\xad–Ĺ–S‚ÍŚ‚µ‚\xad‰
Area01_Hidden_L03	Ě・醫Šú‚É‰ÎR匕°‚Ě“•¬‰Î‚âŠC–‹N‚@«‚Ęăŕd期‚Č‚čA‘ĺ¸‚Č‚遙Ď’nŮ‚—Ęâ–Ĺ‚Ş"Ç‚Ě“V•
Area01_Hidden_L04	’A‰"邯nŇă‚‚ęŇ‚ŕ¶‚«‚Ä‚‚Ć染‚Č˘‚」\xad‚±‚Ć‚口Ě‚Ĺ‚«‚Č‚˘ęŇ熙Š‚Á‚"Í‰ő‚ł
Area01_Hidden_L05	ČŞó‹µ‚»‚Ě‚讀ć‚—T‚Ş¤万‚‚Ĺ‚ŕA‚í‚殘«c‚Á‚"l‚˘‚"Ş¸‚‚É¶‚
Area01_Hidden_L06	lč‚ÍA”š”\xad—T‚Ě・¶‚«類Öc‚“‰Î‚Ĺ‚卜Ĺ‚«‚"‘ĺ‹óv茹“´±‚ń‚Ö“¦‚°‚‚ľI‚Č•¬
Area01_Hidden_L07	‘ĺ‹ŠC…Š\\C‚çĚ’†‚螟—¬久‚‚Ä‚ę‚±‚ń‚ľ‚Ü‚溜‚É‚Á˘‚ó“´ÍA"
Area01_Hidden_L08	‚‚É”É±‚R烏宀AN‰Q—ĘB‚‚Č‚Ç‚Ě章ŠC—‚»m¶•¨‚Ş‘ĺµ‚隍Ä‚¨‚čĹ‚ÍCJ‚â^
Area01_Hidden_L09	¶‚ą‚Ć«c‚Á‚"Ś萠l—T‚d•ó‚ł‚ę‚\{Ś‚µ‚ÄĚ卩h—重‰
Area01_Analyzed_Title	亡命的人類
Area01_Analyzed_L01	技術的發展除了為人類帶來繁榮之外，也讓整個世界陷入了紛爭之中。
Area01_Analyzed_L02	激烈的爭鬥永無止境地持續著，導致許多棲息於地表上的生物因此滅亡。
Area01_Analyzed_L03	火山爆發與海平面上升等天災也在同一時間發生，進而引發了大滅絕，
Area01_Analyzed_L04	地表遭受汙染，成了一個萬物都無法存活的地方。
Area01_Analyzed_L05	在歷經這一切之後，仍有少數的人類倖存了下來，
Area01_Analyzed_L06	倖存的人類逃進了因猛烈的火山爆發而形成的大空洞中。
Area01_Analyzed_L07	在大空洞的裡頭有一片從大海流進去的海水，
Area01_Analyzed_L08	水中有著大量繁殖的魷魚、章魚以及水母等海洋生物，
Area01_Analyzed_L09	而倖存的人類則將這些生物視為寶貴的營養來源。
Area01_Analyze01_Title	亡命的人類
Area01_Analyze01_T0	‰久h‚､É“±‹Ťp‚Ě”\xad“W莎‚ÍÉ‚˘"‚ľ‚Ż‚Ĺ‚繁Č‚µ‚"\xadA‘S˘ŠE‚dŠŞ‚«d‚」T‘‚勹˘‚d‚ŕ‚"l—T‚d”‚ç‚\n‘‚ç‚µ‚Ä‚˘‚‚˘Ę‚Ä遙‚µ•é"¶•‚續Č‚\xad‘±‚«A’năĹ‚Ĺ簇¨‚Ş”‘亍‚\xad–Ĺ–S‚ÍŚ‚µ‚\xad‰\nĚ・醫Šú‚É‰ÎR匕°‚Ě“•¬‰Î‚âŠC–‹N‚@«‚Ęăŕd期‚Č‚čA‘ĺ¸‚Č‚遙Ď’nŮ‚—Ęâ–Ĺ‚Ş"Ç‚Ě“V•\n’A‰"邯nŇă‚‚ęŇ‚ŕ¶‚«‚Ä‚‚Ć染‚Č˘‚」\xad‚±‚Ć‚口Ě‚Ĺ‚«‚Č‚˘ęŇ熙Š‚Á‚"Í‰ő‚ł
Area01_Analyze01_T1	ČŞó‹µ‚»‚Ě‚讀ć‚—T‚Ş¤万‚‚Ĺ‚ŕA‚í‚殘«c‚Á‚"l‚˘‚"Ş¸‚‚É¶‚\nlč‚ÍA”š”\xad—T‚Ě・¶‚«類Öc‚“‰Î‚Ĺ‚卜Ĺ‚«‚"‘ĺ‹óv茹“´±‚ń‚Ö“¦‚°‚‚ľI‚Č•¬
Area01_Analyze01_T2	‘ĺ‹ŠC…Š\\C‚çĚ’†‚螟—¬久‚‚Ä‚ę‚±‚ń‚ľ‚Ü‚溜‚É‚Á˘‚ó“´ÍA"\n‚‚É”É±‚R烏宀AN‰Q—ĘB‚‚Č‚Ç‚Ě章ŠC—‚»m¶•¨‚Ş‘ĺµ‚隍Ä‚¨‚čĹ‚ÍCJ‚â^\n¶‚ą‚Ć«c‚Á‚"Ś萠l—T‚d•ó‚ł‚ę‚\{Ś‚µ‚ÄĚ卩h—重‰
Area01_Analyze02_Title	亡命的人類
Area01_Analyze02_T0	技術的發展除了為人類帶來繁榮之外，也讓整個世界陷入了紛爭之中。\n‘‚ç‚µ‚Ä‚˘‚‚˘Ę‚Ä遙‚µ•é"¶•‚續Č‚\xad‘±‚«A’năĹ‚Ĺ簇¨‚Ş”‘亍‚\xad–Ĺ–S‚ÍŚ‚µ‚\xad‰\nĚ・醫Šú‚É‰ÎR匕°‚Ě“•¬‰Î‚âŠC–‹N‚@«‚Ęăŕd期‚Č‚čA‘ĺ¸‚Č‚遙Ď’nŮ‚—Ęâ–Ĺ‚Ş"Ç‚Ě“V•\n’A‰"邯nŇă‚‚ęŇ‚ŕ¶‚«‚Ä‚‚Ć染‚Č˘‚」\xad‚±‚Ć‚口Ě‚Ĺ‚«‚Č‚˘ęŇ熙Š‚Á‚"Í‰ő‚ł
Area01_Analyze02_T1	ČŞó‹µ‚»‚Ě‚讀ć‚—T‚Ş¤万‚‚Ĺ‚ŕA‚í‚殘«c‚Á‚"l‚˘‚"Ş¸‚‚É¶‚\nlč‚ÍA”š”\xad—T‚Ě・¶‚«類Öc‚“‰Î‚Ĺ‚卜Ĺ‚«‚"‘ĺ‹óv茹“´±‚ń‚Ö“¦‚°‚‚ľI‚Č•¬
Area01_Analyze02_T2	‘ĺ‹ŠC…Š\\C‚çĚ’†‚螟—¬久‚‚Ä‚ę‚±‚ń‚ľ‚Ü‚溜‚É‚Á˘‚ó“´ÍA"\n‚‚É”É±‚R烏宀AN‰Q—ĘB‚‚Č‚Ç‚Ě章ŠC—‚»m¶•¨‚Ş‘ĺµ‚隍Ä‚¨‚čĹ‚ÍCJ‚â^\n¶‚ą‚Ć«c‚Á‚"Ś萠l—T‚d•ó‚ł‚ę‚\{Ś‚µ‚ÄĚ卩h—重‰
