00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	ゴー！
mng_mgx502_sub_deca_00	{r2[さいご]}最後{/r2}まで{r2[い]}生{/r2}き{r2[のこ]}残{/r2}れ！
mng_tips_mgx502	チョロボンに3{r2[かい]}回{/r2}ぶつかるとリタイア！
mng_tips_mgx502_mgm001	チョロボンに3{r2[かい]}回{/r2}ぶつかるとリタイア！
mng_tips_mgx502_mj	チョロボンに ぶつかったらリタイア！
mng_mgx502_cntrls	{r2[いどう]}移動{/r2}
mng_mgx503_rule	キャンディーを{r2[ぜんぶだ]}全部出{/r2}せ！
mng_mgx503_mgm001	キャンディーを{r2[ぜんぶだ]}全部出{/r2}せ！
mng_mgx503_mj_01	[0]{r2[びょういない]}秒以内{/r2}に{r2[ぜんぶだ]}全部出{/r2}せ！
mng_mgx503_sub_mj_01	[0]{r2[びょういない]}秒以内{/r2}に{r2[ぜんぶだ]}全部出{/r2}せ！
que000_misson_nm_mgx503	[0]{r2[びょういない]}秒以内{/r2}に{r2[ぜんぶだ]}全部出{/r2}せ！
que000_misson_nm_mgx503_small	[0]{r2[びょういない]}秒以内{/r2}に{r2[ぜんぶだ]}全部出{/r2}せ！
mng_mgx503_mj_02	[0]{r2[びょういない]}秒以内{/r2}に{r2[ぜんぶだ]}全部出{/r2}せ！
mng_mgx503_sub_mj_02	[0]{r2[びょういない]}秒以内{/r2}に{r2[ぜんぶだ]}全部出{/r2}せ！
que000_misson_hd_mgx503	[0]{r2[びょういない]}秒以内{/r2}に{r2[ぜんぶだ]}全部出{/r2}せ！
que000_misson_hd_mgx503_small	[0]{r2[びょういない]}秒以内{/r2}に{r2[ぜんぶだ]}全部出{/r2}せ！
mng_mgx503_sub_deca_00	キャンディーを{r2[ぜんぶだ]}全部出{/r2}せ！
mng_tips_mgx503	をビンにみたてて、キャンディーが{r2[お]}落{/r2}ちるように\r\n{r2[すこ]}少{/r2}しずつビンを{r2[ふ]}振{/r2}ろう！
mng_tips_mgx503_mgm001	をビンにみたてて、\r\nキャンディーが{r2[お]}落{/r2}ちるように、{r2[すこ]}少{/r2}しずつ\r\nビンを{r2[ふ]}振{/r2}ろう！
mng_mgx503_cntrls	ビンを{r2[ふ]}振{/r2}る
mng_mgx504_rule	キノピオを{r2[かぞ]}数{/r2}えろ！
mng_mgx504_mgm001	キノピオを{r2[かぞ]}数{/r2}えろ！
mng_mgx504_mj_01	1{r2[い]}位{/r2}になれ！
mng_mgx504_sub_mj_01	1{r2[い]}位{/r2}になれ！
que000_misson_nm_mgx504	1{r2[い]}位{/r2}になれ！
que000_misson_nm_mgx504_small	1{r2[い]}位{/r2}になれ！
mng_mgx504_mj_02	ぴったり{r2[かぞ]}数{/r2}えろ！
mng_mgx504_sub_mj_02	ぴったり{r2[かぞ]}数{/r2}えろ！
que000_misson_hd_mgx504	ぴったり{r2[かぞ]}数{/r2}えろ！
que000_misson_hd_mgx504_small	ぴったり{r2[かぞ]}数{/r2}えろ！
mng_tips_mgx504	{r2[しゃりょう]}車両{/r2}の{r2[さき]}先{/r2}へ{r2[すす]}進{/r2}みながら、すべてのキノピオを{r2[かぞ]}数{/r2}えろ！
mng_tips_mgx504_mgm001	{r2[しゃりょう]}車両{/r2}の{r2[さき]}先{/r2}へ{r2[すす]}進{/r2}みながら\r\nすべてのキノピオを{r2[かぞ]}数{/r2}えろ！
mng_mgx504_cntrls_00	{r2[いどう]}移動{/r2}
mng_mgx504_cntrls_01	{r2[かず]}数{/r2}を{r2[ふ]}増{/r2}やす（{r2[うえ]}上{/r2}）\r\n{r2[かず]}数{/r2}を{r2[へ]}減{/r2}らす（{r2[した]}下{/r2}）
mng_mgx505_rule	ゴールを{r2[めざ]}目指{/r2}せ！
mng_mgx505_mgm001	ゴールを{r2[めざ]}目指{/r2}せ！
mng_mgx505_mj_01	{r2[みず]}水{/r2}に{r2[お]}落{/r2}ちずに1{r2[い]}位{/r2}でゴールしろ！
mng_mgx505_sub_mj_01	{r2[みず]}水{/r2}に{r2[お]}落{/r2}ちずに1{r2[い]}位{/r2}でゴールしろ！
que000_misson_nm_mgx505	{r2[みず]}水{/r2}に{r2[お]}落{/r2}ちずに1{r2[い]}位{/r2}でゴールしろ！
que000_misson_nm_mgx505_small	{r2[みず]}水{/r2}に{r2[お]}落{/r2}ちずに1{r2[い]}位{/r2}でゴールしろ！
mng_mgx505_mj_02	ダッシュパネルを{r2[つか]}使{/r2}わずに1{r2[い]}位{/r2}になれ！
mng_mgx505_sub_mj_02	ダッシュパネルを{r2[つか]}使{/r2}わずに1{r2[い]}位{/r2}になれ！
que000_misson_hd_mgx505	ダッシュパネルを{r2[つか]}使{/r2}わずに1{r2[い]}位{/r2}になれ！
que000_misson_hd_mgx505_small	ダッシュパネルを{r2[つか]}使{/r2}わずに1{r2[い]}位{/r2}になれ！
mng_mgx505_sub_deca_00	ゴールを{r2[めざ]}目指{/r2}せ！
mng_tips_mgx505	を{r2[まえ]}前{/r2}に{r2[かたむ]}傾{/r2}けてスピードアップ！\r\nでも、{r2[くさ]}草{/r2}むらや{r2[みず]}水{/r2}の{r2[うえ]}上{/r2}では、スピードが{r2[で]}出{/r2}ないよ。
mng_tips_mgx505_mgm001	を{r2[まえ]}前{/r2}に{r2[かたむ]}傾{/r2}けてスピードアップ！\r\nでも、{r2[くさ]}草{/r2}むらや{r2[みず]}水{/r2}の{r2[うえ]}上{/r2}では\r\nスピードが{r2[で]}出{/r2}ないよ。
mng_tips_mgx505_mj	を{r2[まえ]}前{/r2}に{r2[かたむ]}傾{/r2}けてスピードアップ！\r\n{r2[みず]}水{/r2}に{r2[はい]}入{/r2}ったら、リタイア！
mng_mgx505_cntrls	{r2[いどう]}移動{/r2}
mng_mgx506_rule	{r2[おお]}大{/r2}きいブルブルを{r2[さが]}探{/r2}して{r2[つ]}釣{/r2}れ！
mng_mgx506_mgm001	{r2[おお]}大{/r2}きいブルブルを{r2[さが]}探{/r2}して{r2[つ]}釣{/r2}れ！
mng_mgx506_mj_01	[0]{r2[びょう]}秒{/r2}で{r2[つ]}釣{/r2}れ！
mng_mgx506_sub_mj_01	[0]{r2[びょう]}秒{/r2}で{r2[つ]}釣{/r2}れ！
que000_misson_nm_mgx506	[0]{r2[びょう]}秒{/r2}で{r2[つ]}釣{/r2}れ！
que000_misson_nm_mgx506_small	[0]{r2[びょう]}秒{/r2}で{r2[つ]}釣{/r2}れ！
mng_mgx506_mj_02	[0]{r2[びょう]}秒{/r2}で{r2[つ]}釣{/r2}れ！
mng_mgx506_sub_mj_02	[0]{r2[びょう]}秒{/r2}で{r2[つ]}釣{/r2}れ！
que000_misson_hd_mgx506	[0]{r2[びょう]}秒{/r2}で{r2[つ]}釣{/r2}れ！
que000_misson_hd_mgx506_small	[0]{r2[びょう]}秒{/r2}で{r2[つ]}釣{/r2}れ！
mng_tips_mgx506	チャンスは{r2[いちど]}一度{/r2}！
mng_tips_mgx506_mgm001	チャンスは{r2[いちど]}一度{/r2}！
mng_mgx506_cntrls_00	{r2[いどう]}移動{/r2}
mng_mgx506_cntrls_01	{r2[つ]}釣{/r2}り{r2[あ]}上{/r2}げる
mng_mgx506_cntrls_02	{r2[おお]}大{/r2}きさを{r2[さぐ]}探{/r2}る
mng_mgx507_rule	{r2[しんどう]}振動{/r2}を{r2[おぼ]}覚{/r2}えて、{r2[こた]}答{/r2}えろ！
mng_mgx507_mgm001	{r2[しんどう]}振動{/r2}を{r2[おぼ]}覚{/r2}えて、{r2[こた]}答{/r2}えろ！
mng_mgx507_mj_01	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx507_sub_mj_01	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_nm_mgx507	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_nm_mgx507_small	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx507_mj_02	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx507_sub_mj_02	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_hd_mgx507	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_hd_mgx507_small	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_tips_mgx507	3{r2[しゅるい]}種類{/r2}の{r2[しんどう]}振動{/r2}の{r2[ちが]}違{/r2}いを{r2[かん]}感{/r2}じとろう！\r\n{r2[はや]}早{/r2}く{r2[せいかい]}正解{/r2}を{r2[えら]}選{/r2}んだプレイヤーから{r2[こうとくてん]}高得点{/r2}が{r2[はい]}入{/r2}るよ！
mng_tips_mgx507_mgm001	3{r2[しゅるい]}種類{/r2}の{r2[しんどう]}振動{/r2}の{r2[ちが]}違{/r2}いを{r2[かん]}感{/r2}じとろう！\r\n{r2[はや]}早{/r2}く{r2[せいかい]}正解{/r2}を{r2[えら]}選{/r2}んだプレイヤーから\r\n{r2[こうとくてん]}高得点{/r2}が{r2[はい]}入{/r2}るよ！
mng_mgx507_cntrls_00	カーソル{r2[いどう]}移動{/r2}
mng_mgx507_cntrls_01	{r2[けってい]}決定{/r2}
mng_mgx507_cntrls_02	{r2[しんどう]}振動{/r2}を{r2[おぼ]}覚{/r2}える
mng_mgx508_rule	てっぺんを{r2[めざ]}目指{/r2}せ！
mng_mgx508_mgm001	てっぺんを{r2[めざ]}目指{/r2}せ！
mng_mgx508_mj_01	[0]{r2[びょういない]}秒以内{/r2}にゴールしろ！
mng_mgx508_sub_mj_01	[0]{r2[びょういない]}秒以内{/r2}にゴールしろ！
que000_misson_nm_mgx508	[0]{r2[びょういない]}秒以内{/r2}にゴールしろ！
que000_misson_nm_mgx508_small	[0]{r2[びょういない]}秒以内{/r2}にゴールしろ！
mng_mgx508_mj_02	[0]{r2[びょういない]}秒以内{/r2}にゴールしろ！
mng_mgx508_sub_mj_02	[0]{r2[びょういない]}秒以内{/r2}にゴールしろ！
que000_misson_hd_mgx508	[0]{r2[びょういない]}秒以内{/r2}にゴールしろ！
que000_misson_hd_mgx508_small	[0]{r2[びょういない]}秒以内{/r2}にゴールしろ！
mng_tips_mgx508	/を{r2[お]}押{/r2}しながらを{r2[ふ]}振{/r2}り{r2[お]}下{/r2}ろして、{r2[おやゆび]}親指{/r2}を{r2[はな]}離{/r2}す。\r\nこれを{r2[く]}繰{/r2}り{r2[かえ]}返{/r2}そう！
mng_tips_mgx508_mgm001	/を{r2[お]}押{/r2}しながらを{r2[ふ]}振{/r2}り{r2[お]}下{/r2}ろして\r\n{r2[おやゆび]}親指{/r2}を{r2[はな]}離{/r2}す。これを{r2[く]}繰{/r2}り{r2[かえ]}返{/r2}そう！
mng_mgx508_cntrls	{r2[のぼ]}登{/r2}る\r\n(/を{r2[お]}押{/r2}しながら)
mng_mgx509_rule	ゴールを{r2[めざ]}目指{/r2}せ！
mng_mgx509_mgm001	ゴールを{r2[めざ]}目指{/r2}せ！
mng_mgx509_mj_01	ライバルに{r2[か]}勝{/r2}て！
mng_mgx509_sub_mj_01	ライバルに{r2[か]}勝{/r2}て！
que000_misson_nm_mgx509	ライバルに{r2[か]}勝{/r2}て！
que000_misson_nm_mgx509_small	ライバルに{r2[か]}勝{/r2}て！
mng_mgx509_mj_02	ライバルに{r2[か]}勝{/r2}て！
mng_mgx509_sub_mj_02	ライバルに{r2[か]}勝{/r2}て！
que000_misson_hd_mgx509	ライバルに{r2[か]}勝{/r2}て！
que000_misson_hd_mgx509_small	ライバルに{r2[か]}勝{/r2}て！
mng_mgx509_sub_deca_00	ゴールを{r2[めざ]}目指{/r2}せ！
mng_tips_mgx509	{r2[みじか]}短{/r2}い{r2[きょり]}距離{/r2}を{r2[ぜんりょく]}全力{/r2}で{r2[はし]}走{/r2}りぬけろ！
mng_tips_mgx509_mgm001	{r2[みじか]}短{/r2}い{r2[きょり]}距離{/r2}を{r2[ぜんりょく]}全力{/r2}で{r2[はし]}走{/r2}りぬけろ！
mng_mgx509_cntrls	ペダルをこぐ
mng_mgx510_rule	いないキャラクターを{r2[えら]}選{/r2}べ！
mng_mgx510_mgm001	いないキャラクターを{r2[えら]}選{/r2}べ！
mng_mgx510_mj_01	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx510_sub_mj_01	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_nm_mgx510	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_nm_mgx510_small	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx510_mj_02	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx510_sub_mj_02	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_hd_mgx510	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_hd_mgx510_small	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_tips_mgx510	{r2[おな]}同{/r2}じ{r2[いろ]}色{/r2}や、{r2[かたち]}形{/r2}に{r2[き]}気{/r2}をつけて！
mng_tips_mgx510_mgm001	{r2[おな]}同{/r2}じ{r2[いろ]}色{/r2}や、{r2[かたち]}形{/r2}に{r2[き]}気{/r2}をつけて！
mng_mgx510_cntrls_00	カーソル{r2[いどう]}移動{/r2}
mng_mgx510_cntrls_01	{r2[けってい]}決定{/r2}
mng_mgx511_rule	{r2[ひろ]}広{/r2}いエリアを{r2[えら]}選{/r2}べ！
mng_mgx511_mgm001	{r2[ひろ]}広{/r2}いエリアを{r2[えら]}選{/r2}べ！
mng_mgx511_mj_01	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx511_sub_mj_01	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_nm_mgx511	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_nm_mgx511_small	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx511_mj_02	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx511_sub_mj_02	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_hd_mgx511	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_hd_mgx511_small	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_tips_mgx511	{r2[いちばんめんせき]}一番面積{/r2}の{r2[ひろ]}広{/r2}いエリアを{r2[いっしゅん]}一瞬{/r2}で{r2[えら]}選{/r2}べ！
mng_tips_mgx511_mgm001	{r2[いちばんめんせき]}一番面積{/r2}の{r2[ひろ]}広{/r2}いエリアを{r2[いっしゅん]}一瞬{/r2}で{r2[えら]}選{/r2}べ！
mng_mgx511_cntrls_00	カーソル{r2[いどう]}移動{/r2}
mng_mgx511_cntrls_01	{r2[けってい]}決定{/r2}
mng_mgx512_rule	クラッシャーから{r2[に]}逃{/r2}げろ！
mng_mgx512_mgm001	クラッシャーから{r2[に]}逃{/r2}げろ！
mng_mgx512_mj_01	[0]{r2[びょうに]}秒逃{/r2}げ{r2[つづ]}続{/r2}けろ！
mng_mgx512_sub_mj_01	[0]{r2[びょうに]}秒逃{/r2}げ{r2[つづ]}続{/r2}けろ！
que000_misson_nm_mgx512	[0]{r2[びょうに]}秒逃{/r2}げ{r2[つづ]}続{/r2}けろ！
que000_misson_nm_mgx512_small	[0]{r2[びょうに]}秒逃{/r2}げ{r2[つづ]}続{/r2}けろ！
mng_mgx512_mj_02	[0]{r2[びょうに]}秒逃{/r2}げ{r2[つづ]}続{/r2}けろ！
mng_mgx512_sub_mj_02	[0]{r2[びょうに]}秒逃{/r2}げ{r2[つづ]}続{/r2}けろ！
que000_misson_hd_mgx512	[0]{r2[びょうに]}秒逃{/r2}げ{r2[つづ]}続{/r2}けろ！
que000_misson_hd_mgx512_small	[0]{r2[びょうに]}秒逃{/r2}げ{r2[つづ]}続{/r2}けろ！
mng_mgx512_sub_deca_00	{r2[に]}逃{/r2}げ{r2[つづ]}続{/r2}けろ！
mng_tips_mgx512	{r2[どかん]}土管{/r2}からもクラッシャーが{r2[で]}出{/r2}てくるよ。
mng_tips_mgx512_mgm001	{r2[どかん]}土管{/r2}からもクラッシャーが{r2[で]}出{/r2}てくるよ。
mng_mgx512_cntrls	{r2[いどう]}移動{/r2}
mng_mgx513_rule	{r2[すべ]}全{/r2}ての{r2[めん]}面{/r2}を{r2[や]}焼{/r2}け！
mng_mgx513_mgm001	{r2[すべ]}全{/r2}ての{r2[めん]}面{/r2}を{r2[や]}焼{/r2}け！
mng_mgx513_mj_01	[0]{r2[びょういない]}秒以内{/r2}に{r2[お]}落{/r2}とさずに{r2[すべ]}全{/r2}ての{r2[めん]}面{/r2}を{r2[や]}焼{/r2}け！
mng_mgx513_sub_mj_01	[0]{r2[びょういない]}秒以内{/r2}に{r2[お]}落{/r2}とさずに{r2[すべ]}全{/r2}ての{r2[めん]}面{/r2}を{r2[や]}焼{/r2}け！
que000_misson_nm_mgx513	[0]{r2[びょういない]}秒以内{/r2}に{r2[お]}落{/r2}とさずに{r2[すべ]}全{/r2}ての{r2[めん]}面{/r2}を{r2[や]}焼{/r2}け！
que000_misson_nm_mgx513_small	[0]{r2[びょういない]}秒以内{/r2}に{r2[お]}落{/r2}とさずに{r2[すべ]}全{/r2}ての{r2[めん]}面{/r2}を{r2[や]}焼{/r2}け！
mng_mgx513_mj_02	[0]{r2[びょういない]}秒以内{/r2}に{r2[お]}落{/r2}とさずに{r2[すべ]}全{/r2}ての{r2[めん]}面{/r2}を{r2[や]}焼{/r2}け！
mng_mgx513_sub_mj_02	[0]{r2[びょういない]}秒以内{/r2}に{r2[お]}落{/r2}とさずに{r2[すべ]}全{/r2}ての{r2[めん]}面{/r2}を{r2[や]}焼{/r2}け！
que000_misson_hd_mgx513	[0]{r2[びょういない]}秒以内{/r2}に{r2[お]}落{/r2}とさずに{r2[すべ]}全{/r2}ての{r2[めん]}面{/r2}を{r2[や]}焼{/r2}け！
que000_misson_hd_mgx513_small	[0]{r2[びょういない]}秒以内{/r2}に{r2[お]}落{/r2}とさずに{r2[すべ]}全{/r2}ての{r2[めん]}面{/r2}を{r2[や]}焼{/r2}け！
mng_mgx513_sub_deca_00	{r2[すべ]}全{/r2}ての{r2[めん]}面{/r2}を{r2[や]}焼{/r2}け！
mng_tips_mgx513	{r2[や]}焼{/r2}けたらジュッと、{r2[しんどう]}振動{/r2}するよ！
mng_tips_mgx513_mgm001	{r2[や]}焼{/r2}けたらジュッと、{r2[しんどう]}振動{/r2}するよ！
mng_mgx513_cntrls	フライパンを\r\n{r2[ふ]}振{/r2}り{r2[あ]}上{/r2}げる
mng_mgx514_rule	ポンプで{r2[みず]}水{/r2}を{r2[おく]}送{/r2}って、{r2[はな]}花{/r2}を{r2[さ]}咲{/r2}かせろ！
mng_mgx514_mgm001	ポンプで{r2[みず]}水{/r2}を{r2[おく]}送{/r2}って、{r2[はな]}花{/r2}を{r2[さ]}咲{/r2}かせろ！
mng_mgx514_mj_01	[0]{r2[びょういない]}秒以内{/r2}に{r2[はな]}花{/r2}を{r2[さ]}咲{/r2}かせろ！
mng_mgx514_sub_mj_01	[0]{r2[びょういない]}秒以内{/r2}に{r2[はな]}花{/r2}を{r2[さ]}咲{/r2}かせろ！
que000_misson_nm_mgx514	[0]{r2[びょういない]}秒以内{/r2}に{r2[はな]}花{/r2}を{r2[さ]}咲{/r2}かせろ！
que000_misson_nm_mgx514_small	[0]{r2[びょういない]}秒以内{/r2}に{r2[はな]}花{/r2}を{r2[さ]}咲{/r2}かせろ！
mng_mgx514_mj_02	[0]{r2[びょういない]}秒以内{/r2}に{r2[はな]}花{/r2}を{r2[さ]}咲{/r2}かせろ！
mng_mgx514_sub_mj_02	[0]{r2[びょういない]}秒以内{/r2}に{r2[はな]}花{/r2}を{r2[さ]}咲{/r2}かせろ！
que000_misson_hd_mgx514	[0]{r2[びょういない]}秒以内{/r2}に{r2[はな]}花{/r2}を{r2[さ]}咲{/r2}かせろ！
que000_misson_hd_mgx514_small	[0]{r2[びょういない]}秒以内{/r2}に{r2[はな]}花{/r2}を{r2[さ]}咲{/r2}かせろ！
mng_mgx514_sub_deca_00	{r2[はな]}花{/r2}を{r2[さ]}咲{/r2}かせろ！
mng_tips_mgx514	{r2[あたま]}頭{/r2}の{r2[うえ]}上{/r2}に{r2[にじ]}虹{/r2}が{r2[で]}出{/r2}たら、あと{r2[すこ]}少{/r2}し！
mng_tips_mgx514_mgm001	{r2[あたま]}頭{/r2}の{r2[うえ]}上{/r2}に{r2[にじ]}虹{/r2}が{r2[で]}出{/r2}たら、あと{r2[すこ]}少{/r2}し！
mng_mgx514_cntrls	{r2[みず]}水{/r2}を{r2[だ]}出{/r2}す
mng_mgx515_rule	たくさん{r2[かさ]}重{/r2}なっているのを{r2[えら]}選{/r2}べ！
mng_mgx515_mgm001	たくさん{r2[かさ]}重{/r2}なっているのを{r2[えら]}選{/r2}べ！
mng_mgx515_mj_01	1{r2[い]}位{/r2}になれ！
mng_mgx515_sub_mj_01	1{r2[い]}位{/r2}になれ！
que000_misson_nm_mgx515	1{r2[い]}位{/r2}になれ！
que000_misson_nm_mgx515_small	1{r2[い]}位{/r2}になれ！
mng_mgx515_mj_02	1{r2[い]}位{/r2}になれ！
mng_mgx515_sub_mj_02	1{r2[い]}位{/r2}になれ！
que000_misson_hd_mgx515	1{r2[い]}位{/r2}になれ！
que000_misson_hd_mgx515_small	1{r2[い]}位{/r2}になれ！
mng_tips_mgx515	シャッフルの{r2[とき]}時{/r2}に{r2[め]}目{/r2}を{r2[はな]}離{/r2}すな！
mng_tips_mgx515_mgm001	シャッフルの{r2[とき]}時{/r2}に{r2[め]}目{/r2}を{r2[はな]}離{/r2}すな！
mng_mgx515_cntrls_00	カーソル{r2[いどう]}移動{/r2}
mng_mgx515_cntrls_01	{r2[けってい]}決定{/r2}
mng_mgx516_rule	を{r2[み]}見{/r2}ろ！
mng_mgx516_mgm001	を{r2[み]}見{/r2}ろ！
mng_mgx516_mj_01	ノーミスで[0]{r2[てんいじょう]}点以上{/r2}を{r2[と]}取{/r2}れ！
mng_mgx516_sub_mj_01	ノーミスで[0]{r2[てんいじょう]}点以上{/r2}を{r2[と]}取{/r2}れ！
que000_misson_nm_mgx516	ノーミスで[0]{r2[てんいじょう]}点以上{/r2}を{r2[と]}取{/r2}れ！
que000_misson_nm_mgx516_small	ノーミスで[0]{r2[てんいじょう]}点以上{/r2}を{r2[と]}取{/r2}れ！
mng_mgx516_mj_02	ノーミスで[0]{r2[てんいじょう]}点以上{/r2}を{r2[と]}取{/r2}れ！
mng_mgx516_sub_mj_02	ノーミスで[0]{r2[てんいじょう]}点以上{/r2}を{r2[と]}取{/r2}れ！
que000_misson_hd_mgx516	ノーミスで[0]{r2[てんいじょう]}点以上{/r2}を{r2[と]}取{/r2}れ！
que000_misson_hd_mgx516_small	ノーミスで[0]{r2[てんいじょう]}点以上{/r2}を{r2[と]}取{/r2}れ！
mng_tips_mgx516	{r2[いがい]}以外{/r2}のマークにだまされるな！
mng_tips_mgx516_mgm001	{r2[いがい]}以外{/r2}のマークにだまされるな！
mng_mgx516_cntrls	{r2[じょうげさゆう]}上下左右{/r2}を{r2[み]}見{/r2}る
mng_mgx517_rule	ボールを{r2[な]}投{/r2}げ{r2[い]}入{/r2}れろ！
mng_mgx517_mgm001	ボールを{r2[な]}投{/r2}げ{r2[い]}入{/r2}れろ！
mng_mgx517_mj_01	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx517_sub_mj_01	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_nm_mgx517	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_nm_mgx517_small	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx517_mj_02	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx517_sub_mj_02	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_hd_mgx517	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
que000_misson_hd_mgx517_small	[0]{r2[てんいじょうと]}点以上取{/r2}れ！
mng_mgx517_sub_deca_00	{r2[いちばんおお]}一番多{/r2}く{r2[てん]}点{/r2}を{r2[と]}取{/r2}れ！
mng_tips_mgx517	{r2[くち]}口{/r2}の{r2[なか]}中{/r2}が{r2[ひか]}光{/r2}っていない{r2[とき]}時{/r2}は1{r2[てん]}点{/r2}、{r2[ひか]}光{/r2}っている{r2[とき]}時{/r2}は3{r2[てん]}点{/r2}！
mng_tips_mgx517_mgm001	{r2[くち]}口{/r2}の{r2[なか]}中{/r2}が{r2[ひか]}光{/r2}っていない{r2[とき]}時{/r2}は1{r2[てん]}点{/r2}\r\n{r2[ひか]}光{/r2}っている{r2[とき]}時{/r2}は3{r2[てん]}点{/r2}！
mng_mgx517_cntrls	/を{r2[お]}押{/r2}したまま\r\n{r2[よわ]}弱{/r2}く{r2[ふ]}振{/r2}る：{r2[した]}下{/r2}へ{r2[な]}投{/r2}げる\r\n{r2[つよ]}強{/r2}く{r2[ふ]}振{/r2}る：{r2[うえ]}上{/r2}へ{r2[な]}投{/r2}げる
mng_mgx518_rule	ライバルを{r2[そと]}外{/r2}に{r2[と]}飛{/r2}ばせ！
mng_mgx518_mgm001	ライバルを{r2[そと]}外{/r2}に{r2[と]}飛{/r2}ばせ！
mng_mgx518_mj_01	ライバルに{r2[か]}勝{/r2}て！
mng_mgx518_sub_mj_01	ライバルに{r2[か]}勝{/r2}て！
que000_misson_nm_mgx518	ライバルに{r2[か]}勝{/r2}て！
que000_misson_nm_mgx518_small	ライバルに{r2[か]}勝{/r2}て！
mng_mgx518_mj_02	ライバルに{r2[か]}勝{/r2}て！
mng_mgx518_sub_mj_02	ライバルに{r2[か]}勝{/r2}て！
que000_misson_hd_mgx518	ライバルに{r2[か]}勝{/r2}て！
